id,district,type,bedrooms,bathrooms,created_at,size_m2,price_$,latitude,longitude
607,Beirut,Apartment,4,3,2025-03-16 14:48:23.478226+00,482,650000,33.8886,35.4955
608,Beirut,Apartment,3,3,2025-03-16 14:48:23.577468+00,170,375000,33.8886,35.4955
609,Jbeil,Apartment,3,3,2025-03-16 14:48:23.682929+00,150,185000,34.1236,35.6455
610,Jbeil,Land,0,0,2025-03-16 14:48:23.79976+00,800,75000,34.1236,35.6455
611,El Metn,Apartment,3,3,2025-03-16 14:48:23.980746+00,200,300000,33.9006,35.6178
612,Jbeil,Apartment,3,3,2025-03-16 14:48:24.086652+00,270,210000,34.1236,35.6455
613,Kesrouane,Land,0,0,2025-03-16 14:48:24.216273+00,997,300000,33.9808,35.6856
614,El Metn,Apartment,3,4,2025-03-16 14:48:24.420795+00,315,425000,33.9006,35.6178
615,El Metn,Apartment,3,3,2025-03-16 14:48:24.552343+00,200,275000,33.9006,35.6178
616,El Metn,Apartment,3,3,2025-03-16 14:48:24.653797+00,326,400000,33.9006,35.6178
617,El Metn,Apartment,3,3,2025-03-16 14:48:24.745772+00,226,275000,33.9006,35.6178
618,Beirut,Apartment,4,5,2025-03-16 14:48:24.842504+00,525,1200000,33.8886,35.4955
619,Jbeil,Land,0,0,2025-03-16 14:48:24.942146+00,1205,105000,34.1236,35.6455
620,Beirut,Office,0,0,2025-03-16 14:48:25.028291+00,173,580000,33.8886,35.4955
621,Beirut,Office,4,0,2025-03-16 14:48:25.119224+00,220,330000,33.8886,35.4955
622,Beirut,Apartment,3,3,2025-03-16 14:48:25.212226+00,160,370000,33.8886,35.4955
623,Kesrouane,Land,0,0,2025-03-16 14:48:25.313623+00,2000,275000,33.9808,35.6856
624,El Metn,Apartment,3,2,2025-03-16 14:48:25.415954+00,200,330000,33.9006,35.6178
625,Beirut,Apartment,3,3,2025-03-16 14:48:25.521176+00,200,350000,33.8886,35.4955
626,Batroun,Land,0,0,2025-03-16 14:48:25.616202+00,1667,295000,34.2556,35.6586
627,Baabda,Office,2,0,2025-03-16 14:48:25.726051+00,106,160000,33.8333,35.5442
628,Beirut,Land,0,0,2025-03-16 14:48:25.830451+00,252,1200000,33.8886,35.4955
629,Beirut,Apartment,3,2,2025-03-16 14:48:25.92756+00,195,400000,33.8886,35.4955
630,El Metn,House/Villa,0,0,2025-03-16 14:48:26.020828+00,1206,1400000,33.9006,35.6178
631,Kesrouane,Land,0,0,2025-03-16 14:48:26.17376+00,1271,509000,33.9808,35.6856
632,Beirut,Apartment,2,2,2025-03-16 14:48:26.338986+00,110,300000,33.8886,35.4955
633,Beirut,Apartment,2,2,2025-03-16 14:48:26.456306+00,128,270000,33.8886,35.4955
634,El Metn,Land,0,0,2025-03-16 14:48:26.548464+00,2310,350000,33.9006,35.6178
635,Batroun,Apartment,3,4,2025-03-16 14:48:26.644483+00,200,300000,34.2556,35.6586
636,Beirut,Apartment,3,3,2025-03-16 14:48:26.749902+00,155,600000,33.8886,35.4955
637,Jbeil,Apartment,3,3,2025-03-16 14:48:26.855102+00,160,160000,34.1236,35.6455
638,Jbeil,Land,0,0,2025-03-16 14:48:26.950012+00,1070,65000,34.1236,35.6455
639,Kesrouane,Chalet,2,2,2025-03-16 14:48:27.038558+00,120,300000,33.9808,35.6856
640,Jbeil,Commercial Building,2,0,2025-03-16 14:48:27.151034+00,1000,6000000,34.1236,35.6455
641,Jbeil,Apartment,2,2,2025-03-16 14:48:27.244957+00,100,100000,34.1236,35.6455
643,Kesrouane,Apartment,3,3,2025-03-16 14:48:27.474695+00,235,210000,33.9808,35.6856
644,Kesrouane,Land,0,0,2025-03-16 14:48:27.569274+00,5838,2300000,33.9808,35.6856
645,El Metn,Apartment,4,5,2025-03-16 14:48:27.675495+00,500,1000000,33.9006,35.6178
646,Batroun,Land,0,0,2025-03-16 14:48:27.777612+00,4300,107500,34.2556,35.6586
647,El Metn,Apartment,3,4,2025-03-16 14:48:27.869841+00,320,460000,33.9006,35.6178
648,Kesrouane,Land,0,0,2025-03-16 14:48:27.958482+00,825,245000,33.9808,35.6856
649,Beirut,Apartment,4,3,2025-03-16 14:48:28.046863+00,425,895000,33.8886,35.4955
650,Baabda,Apartment,3,5,2025-03-16 14:48:28.132538+00,235,380000,33.8333,35.5442
651,Beirut,Apartment,1,2,2025-03-16 14:48:28.232367+00,90,300000,33.8886,35.4955
652,El Metn,Apartment,3,4,2025-03-16 14:48:28.334501+00,235,300000,33.9006,35.6178
653,El Metn,Apartment,3,3,2025-03-16 14:48:28.422588+00,155,180000,33.9006,35.6178
654,El Metn,Warehouse,0,0,2025-03-16 14:48:28.519027+00,765,390000,33.9006,35.6178
655,Baabda,Apartment,4,2,2025-03-16 14:48:28.615668+00,180,160000,33.8333,35.5442
656,Jbeil,Apartment,2,2,2025-03-16 14:48:28.714368+00,155,160000,34.1236,35.6455
657,Beirut,Apartment,0,0,2025-03-16 14:48:28.807354+00,300,900000,33.8886,35.4955
658,El Metn,Land,0,0,2025-03-16 14:48:28.899488+00,1150,860000,33.9006,35.6178
659,Jbeil,Land,0,0,2025-03-16 14:48:29.013654+00,4500,350000,34.1236,35.6455
660,Jbeil,Land,5,5,2025-03-16 14:48:29.110714+00,1800,1600000,34.1236,35.6455
662,Jbeil,Land,0,0,2025-03-16 14:48:29.341315+00,2360,170000,34.1236,35.6455
663,Jbeil,Land,0,0,2025-03-16 14:48:29.436831+00,2750,170000,34.1236,35.6455
664,Jbeil,Land,0,0,2025-03-16 14:48:29.535889+00,6480,199000,34.1236,35.6455
665,Batroun,Land,0,0,2025-03-16 14:48:29.63631+00,925,110000,34.2556,35.6586
666,Beirut,Apartment,2,3,2025-03-16 14:48:29.724206+00,190,520000,33.8886,35.4955
667,Jbeil,Office,1,0,2025-03-16 14:48:29.831083+00,70,115000,34.1236,35.6455
668,El Metn,Apartment,3,3,2025-03-16 14:48:29.920647+00,212,310000,33.9006,35.6178
669,El Metn,Apartment,4,3,2025-03-16 14:48:30.013543+00,300,550000,33.9006,35.6178
671,Beirut,Apartment,4,3,2025-03-16 14:48:30.213095+00,380,1100000,33.8886,35.4955
672,Jbeil,Land,0,0,2025-03-16 14:48:30.302834+00,880,1628000,34.1236,35.6455
673,Beirut,Apartment,3,4,2025-03-16 14:48:30.387489+00,250,700000,33.8886,35.4955
674,Jbeil,Chalet,4,3,2025-03-16 14:48:30.478668+00,210,800000,34.1236,35.6455
675,El Metn,Office,2,0,2025-03-16 14:48:30.571245+00,327,650000,33.9006,35.6178
676,Beirut,Apartment,4,4,2025-03-16 14:48:30.66452+00,500,2200000,33.8886,35.4955
677,Jbeil,Apartment,3,3,2025-03-16 14:48:30.772663+00,168,175000,34.1236,35.6455
678,El Metn,Apartment,3,2,2025-03-16 14:48:30.874169+00,145,145000,33.9006,35.6178
679,Jbeil,Apartment,3,3,2025-03-16 14:48:30.964762+00,208,208000,34.1236,35.6455
680,Beirut,Shop,1,0,2025-03-16 14:48:31.066218+00,70,700000,33.8886,35.4955
681,Jbeil,Apartment,3,3,2025-03-16 14:48:31.161454+00,208,280000,34.1236,35.6455
682,El Metn,House/Villa,3,3,2025-03-16 14:48:31.266067+00,450,650000,33.9006,35.6178
683,Batroun,Apartment,3,1,2025-03-16 14:48:31.372642+00,98,250000,34.2556,35.6586
684,Batroun,Apartment,3,2,2025-03-16 14:48:31.456758+00,157,120000,34.2556,35.6586
685,Batroun,House/Villa,2,2,2025-03-16 14:48:31.54803+00,220,370000,34.2556,35.6586
686,El Metn,Apartment,3,3,2025-03-16 14:48:31.645038+00,220,250000,33.9006,35.6178
687,Batroun,Land,0,0,2025-03-16 14:48:31.736635+00,1409,350000,34.2556,35.6586
688,Jbeil,Land,0,0,2025-03-16 14:48:31.820585+00,895,60000,34.1236,35.6455
689,Batroun,Apartment,3,2,2025-03-16 14:48:31.906152+00,225,154000,34.2556,35.6586
690,El Metn,Office,1,0,2025-03-16 14:48:31.998897+00,85,295000,33.9006,35.6178
691,El Metn,Apartment,3,3,2025-03-16 14:48:32.10551+00,280,350000,33.9006,35.6178
692,Baabda,Apartment,2,3,2025-03-16 14:48:32.193284+00,190,250000,33.8333,35.5442
693,Baabda,Apartment,3,3,2025-03-16 14:48:32.281317+00,170,225000,33.8333,35.5442
694,Baabda,Apartment,3,3,2025-03-16 14:48:32.38915+00,190,250000,33.8333,35.5442
696,El Metn,Apartment,2,2,2025-03-16 14:48:32.587855+00,150,150000,33.9006,35.6178
697,El Metn,Apartment,3,3,2025-03-16 14:48:32.68583+00,220,185000,33.9006,35.6178
698,El Metn,Land,0,0,2025-03-16 14:48:32.786858+00,600,310000,33.9006,35.6178
699,Beirut,Apartment,3,4,2025-03-16 14:48:32.878812+00,186,650000,33.8886,35.4955
700,Beirut,Apartment,3,4,2025-03-16 14:48:32.976656+00,168,600000,33.8886,35.4955
701,Jbeil,Apartment,3,3,2025-03-16 14:48:33.099453+00,150,138000,34.1236,35.6455
702,Beirut,Apartment,3,2,2025-03-16 14:48:33.19975+00,175,350000,33.8886,35.4955
703,Jbeil,Chalet,2,2,2025-03-16 14:48:33.292475+00,105,130000,34.1236,35.6455
704,Batroun,Land,0,0,2025-03-16 14:48:33.492304+00,22670,600000,34.2556,35.6586
705,El Metn,Land,0,0,2025-03-16 14:48:33.598432+00,4110,4250000,33.9006,35.6178
706,Beirut,Apartment,2,2,2025-03-16 14:48:33.713357+00,140,200000,33.8886,35.4955
707,Beirut,Apartment,2,3,2025-03-16 14:48:33.812196+00,170,800000,33.8886,35.4955
708,Kesrouane,Land,0,0,2025-03-16 14:48:33.90644+00,560,350000,33.9808,35.6856
709,Baabda,Land,0,0,2025-03-16 14:48:34.140991+00,585,290000,33.8333,35.5442
710,Kesrouane,Chalet,1,1,2025-03-16 14:48:34.254953+00,30,110000,33.9808,35.6856
711,Kesrouane,Apartment,3,5,2025-03-16 14:48:34.370639+00,380,330000,33.9808,35.6856
712,El Metn,Land,0,0,2025-03-16 14:48:34.495925+00,1814,1451200,33.9006,35.6178
713,Kesrouane,Apartment,3,4,2025-03-16 14:48:34.612095+00,170,240000,33.9808,35.6856
714,Batroun,Apartment,4,3,2025-03-16 14:48:34.772039+00,155,160000,34.2556,35.6586
715,Batroun,Apartment,3,2,2025-03-16 14:48:34.884082+00,132,140000,34.2556,35.6586
716,Kesrouane,Land,0,0,2025-03-16 14:48:34.990056+00,800,100000,33.9808,35.6856
717,Jbeil,Apartment,3,3,2025-03-16 14:48:35.076506+00,155,130000,34.1236,35.6455
718,Jbeil,Apartment,2,2,2025-03-16 14:48:35.17598+00,186,105000,34.1236,35.6455
719,Kesrouane,Commercial Building,0,0,2025-03-16 14:48:35.277705+00,4350,4500000,33.9808,35.6856
721,El Metn,Apartment,3,3,2025-03-16 14:48:35.462436+00,250,195000,33.9006,35.6178
722,El Metn,Shop,1,0,2025-03-16 14:48:35.567083+00,207,230000,33.9006,35.6178
723,El Metn,Shop,1,0,2025-03-16 14:48:35.658592+00,170,190000,33.9006,35.6178
724,El Metn,Apartment,4,5,2025-03-16 14:48:35.763298+00,750,1900000,33.9006,35.6178
725,Batroun,Land,0,0,2025-03-16 14:48:35.877499+00,828,55000,34.2556,35.6586
726,Jbeil,Land,0,0,2025-03-16 14:48:36.054454+00,1719,130000,34.1236,35.6455
727,Jbeil,Apartment,3,3,2025-03-16 14:48:36.288694+00,208,205000,34.1236,35.6455
728,Kesrouane,Apartment,3,3,2025-03-16 14:48:36.395197+00,170,170000,33.9808,35.6856
729,El Metn,Residential Building,0,0,2025-03-16 14:48:36.500516+00,600,860000,33.9006,35.6178
730,Baabda,Apartment,2,2,2025-03-16 14:48:36.705654+00,100,275000,33.8333,35.5442
731,Kesrouane,Land,0,0,2025-03-16 14:48:36.804695+00,4100,185000,33.9808,35.6856
732,Kesrouane,Apartment,3,4,2025-03-16 14:48:36.896084+00,155,200000,33.9808,35.6856
733,Jbeil,Shop,1,0,2025-03-16 14:48:36.989507+00,85,220000,34.1236,35.6455
734,El Metn,Land,0,0,2025-03-16 14:48:37.092734+00,1370,342500,33.9006,35.6178
735,Jbeil,Apartment,3,2,2025-03-16 14:48:37.1979+00,145,125000,34.1236,35.6455
736,Beirut,Apartment,1,1,2025-03-16 14:48:37.292375+00,55,210000,33.8886,35.4955
737,Beirut,Apartment,1,1,2025-03-16 14:48:37.393488+00,115,445000,33.8886,35.4955
738,Jbeil,Shop,1,0,2025-03-16 14:48:37.485523+00,100,95000,34.1236,35.6455
739,El Metn,Apartment,3,5,2025-03-16 14:48:37.704384+00,330,930000,33.9006,35.6178
740,El Metn,Office,2,0,2025-03-16 14:48:37.883682+00,92,239200,33.9006,35.6178
741,El Metn,Office,2,0,2025-03-16 14:48:37.989854+00,81,210600,33.9006,35.6178
742,El Metn,Office,2,0,2025-03-16 14:48:38.108547+00,74,192400,33.9006,35.6178
744,El Metn,Land,0,0,2025-03-16 14:48:38.339858+00,1265,2900000,33.9006,35.6178
745,Jbeil,Apartment,2,0,2025-03-16 14:48:38.441216+00,55,90000,34.1236,35.6455
746,Jbeil,Apartment,1,1,2025-03-16 14:48:38.534326+00,68,55000,34.1236,35.6455
747,Beirut,Apartment,3,3,2025-03-16 14:48:38.633924+00,174,690000,33.8886,35.4955
748,Beirut,Apartment,3,3,2025-03-16 14:48:38.731112+00,300,1100000,33.8886,35.4955
749,El Metn,Land,0,0,2025-03-16 14:48:38.816947+00,1156,900000,33.9006,35.6178
750,Baabda,Apartment,3,5,2025-03-16 14:48:38.943058+00,310,650000,33.8333,35.5442
751,Jbeil,Land,0,0,2025-03-16 14:48:39.109826+00,3540,355000,34.1236,35.6455
752,Jbeil,Apartment,3,3,2025-03-16 14:48:39.202374+00,158,192000,34.1236,35.6455
753,Batroun,Apartment,3,5,2025-03-16 14:48:39.291741+00,700,400000,34.2556,35.6586
754,Jbeil,Apartment,3,3,2025-03-16 14:48:39.395571+00,138,165000,34.1236,35.6455
755,Batroun,Apartment,1,1,2025-03-16 14:48:39.48394+00,70,88000,34.2556,35.6586
756,Kesrouane,Warehouse,1,0,2025-03-16 14:48:39.578517+00,600,325000,33.9808,35.6856
757,Batroun,Apartment,1,1,2025-03-16 14:48:39.679853+00,70,95000,34.2556,35.6586
760,El Metn,Apartment,3,2,2025-03-16 14:48:39.962705+00,150,199000,33.9006,35.6178
761,El Metn,Apartment,3,2,2025-03-16 14:48:40.060105+00,150,179000,33.9006,35.6178
762,Kesrouane,Apartment,3,3,2025-03-16 14:48:40.161519+00,171,250000,33.9808,35.6856
763,Batroun,Apartment,3,3,2025-03-16 14:48:40.247161+00,122,175000,34.2556,35.6586
764,Beirut,Apartment,3,3,2025-03-16 14:48:40.340295+00,230,460000,33.8886,35.4955
765,Jbeil,Apartment,2,2,2025-03-16 14:48:40.427312+00,127,135000,34.1236,35.6455
766,Beirut,Apartment,4,5,2025-03-16 14:48:40.523989+00,373,1120000,33.8886,35.4955
767,Batroun,Land,0,0,2025-03-16 14:48:40.624599+00,4469,490000,34.2556,35.6586
768,Batroun,Apartment,2,2,2025-03-16 14:48:40.735718+00,125,105000,34.2556,35.6586
769,Jbeil,Land,0,0,2025-03-16 14:48:40.825869+00,3300,160000,34.1236,35.6455
770,El Metn,Office,0,0,2025-03-16 14:48:40.921709+00,65,130000,33.9006,35.6178
771,El Metn,Land,0,0,2025-03-16 14:48:41.015629+00,2217,3100000,33.9006,35.6178
772,El Metn,Apartment,3,5,2025-03-16 14:48:41.108976+00,215,445000,33.9006,35.6178
773,Jbeil,Apartment,2,2,2025-03-16 14:48:41.200994+00,118,115000,34.1236,35.6455
774,El Metn,Apartment,2,3,2025-03-16 14:48:41.28732+00,140,250000,33.9006,35.6178
775,Baabda,Apartment,3,4,2025-03-16 14:48:41.37445+00,210,340000,33.8333,35.5442
776,Batroun,Commercial Building,0,0,2025-03-16 14:48:41.468317+00,1773,3000000,34.2556,35.6586
777,El Metn,Apartment,3,4,2025-03-16 14:48:41.557339+00,340,550000,33.9006,35.6178
778,Kesrouane,Apartment,2,2,2025-03-16 14:48:41.663585+00,135,85000,33.9808,35.6856
779,El Metn,Apartment,4,4,2025-03-16 14:48:41.757027+00,310,550000,33.9006,35.6178
780,Kesrouane,Apartment,3,3,2025-03-16 14:48:41.872057+00,250,160000,33.9808,35.6856
781,El Metn,Apartment,4,4,2025-03-16 14:48:42.000015+00,320,650000,33.9006,35.6178
782,El Metn,Apartment,4,4,2025-03-16 14:48:42.097758+00,320,650000,33.9006,35.6178
783,Jbeil,Apartment,3,3,2025-03-16 14:48:42.196664+00,180,155000,34.1236,35.6455
784,El Metn,Apartment,4,4,2025-03-16 14:48:42.291968+00,260,265000,33.9006,35.6178
785,Jbeil,Apartment,3,3,2025-03-16 14:48:42.391075+00,140,150000,34.1236,35.6455
786,Jbeil,Apartment,2,2,2025-03-16 14:48:42.483859+00,130,195000,34.1236,35.6455
787,El Metn,Apartment,3,2,2025-03-16 14:48:42.921758+00,140,168000,33.9006,35.6178
788,El Metn,Apartment,2,2,2025-03-16 14:48:43.022342+00,125,150000,33.9006,35.6178
789,El Metn,Apartment,3,3,2025-03-16 14:48:43.140334+00,205,246000,33.9006,35.6178
791,El Metn,Land,0,0,2025-03-16 14:48:43.330979+00,995,680000,33.9006,35.6178
792,Beirut,Apartment,4,5,2025-03-16 14:48:43.425935+00,380,1050000,33.8886,35.4955
793,El Metn,House/Villa,4,4,2025-03-16 14:48:43.531042+00,500,730000,33.9006,35.6178
794,Beirut,Apartment,3,2,2025-03-16 14:48:43.647837+00,212,580000,33.8886,35.4955
795,Kesrouane,Apartment,2,2,2025-03-16 14:48:43.752549+00,105,85000,33.9808,35.6856
796,Kesrouane,Apartment,3,3,2025-03-16 14:48:43.845487+00,240,120000,33.9808,35.6856
797,Jbeil,Chalet,1,0,2025-03-16 14:48:43.935966+00,32,50000,34.1236,35.6455
798,El Metn,Apartment,2,2,2025-03-16 14:48:44.048383+00,170,135000,33.9006,35.6178
799,Beirut,Apartment,3,4,2025-03-16 14:48:44.144449+00,370,1800000,33.8886,35.4955
800,Beirut,Apartment,4,5,2025-03-16 14:48:44.262335+00,500,2000000,33.8886,35.4955
801,Baabda,Apartment,4,5,2025-03-16 14:48:44.357309+00,427,750000,33.8333,35.5442
802,Beirut,Office,1,0,2025-03-16 14:48:44.465723+00,71,250000,33.8886,35.4955
803,El Metn,Chalet,2,2,2025-03-16 14:48:44.563719+00,90,300000,33.9006,35.6178
804,Kesrouane,Apartment,3,5,2025-03-16 14:48:44.660306+00,260,450000,33.9808,35.6856
805,El Metn,Warehouse,1,0,2025-03-16 14:48:44.776194+00,300,165000,33.9006,35.6178
806,Baabda,Apartment,2,4,2025-03-16 14:48:44.880317+00,137,160000,33.8333,35.5442
807,Beirut,Apartment,2,3,2025-03-16 14:48:45.050465+00,235,1200000,33.8886,35.4955
808,El Metn,Apartment,3,3,2025-03-16 14:48:45.149642+00,130,209000,33.9006,35.6178
809,El Metn,Apartment,3,3,2025-03-16 14:48:45.245132+00,136,242500,33.9006,35.6178
810,El Metn,Apartment,3,3,2025-03-16 14:48:45.339847+00,137,205500,33.9006,35.6178
811,Jbeil,Land,0,0,2025-03-16 14:48:45.439775+00,760,135000,34.1236,35.6455
812,El Metn,Apartment,3,3,2025-03-16 14:48:45.54724+00,180,140000,33.9006,35.6178
813,Kesrouane,Apartment,2,2,2025-03-16 14:48:45.649876+00,110,550000,33.9808,35.6856
814,Kesrouane,Land,0,0,2025-03-16 14:48:45.78789+00,1901,2000000,33.9808,35.6856
815,Jbeil,Apartment,2,2,2025-03-16 14:48:45.883201+00,120,135000,34.1236,35.6455
816,Jbeil,Apartment,3,2,2025-03-16 14:48:45.983081+00,145,120000,34.1236,35.6455
817,Baabda,Land,0,0,2025-03-16 14:48:46.142653+00,1107,2950000,33.8333,35.5442
818,Beirut,Office,2,0,2025-03-16 14:48:46.260863+00,222,555000,33.8886,35.4955
819,El Metn,Apartment,2,3,2025-03-16 14:48:46.376304+00,170,120000,33.9006,35.6178
820,El Metn,Apartment,3,2,2025-03-16 14:48:46.624141+00,150,125000,33.9006,35.6178
821,Beirut,Office,0,0,2025-03-16 14:48:46.76065+00,224,785000,33.8886,35.4955
822,El Metn,Land,0,0,2025-03-16 14:48:46.861884+00,1147,917600,33.9006,35.6178
823,Kesrouane,Apartment,2,2,2025-03-16 14:48:47.047652+00,160,215000,33.9808,35.6856
824,Kesrouane,Residential Building,0,0,2025-03-16 14:48:47.148109+00,800,800000,33.9808,35.6856
825,Jbeil,Apartment,2,2,2025-03-16 14:48:47.239065+00,138,90000,34.1236,35.6455
826,El Metn,Apartment,3,3,2025-03-16 14:48:47.3363+00,205,310000,33.9006,35.6178
827,Jbeil,Land,0,0,2025-03-16 14:48:47.453087+00,2600,150000,34.1236,35.6455
828,Jbeil,Land,0,0,2025-03-16 14:48:47.654634+00,1500,75000,34.1236,35.6455
829,Batroun,Land,0,0,2025-03-16 14:48:47.842957+00,2638,1900000,34.2556,35.6586
830,El Metn,Office,1,0,2025-03-16 14:48:48.004564+00,60,80000,33.9006,35.6178
831,El Metn,Apartment,3,4,2025-03-16 14:48:48.123116+00,300,600000,33.9006,35.6178
832,El Metn,Shop,0,0,2025-03-16 14:48:48.274854+00,30,90000,33.9006,35.6178
833,El Metn,Shop,0,0,2025-03-16 14:48:48.403044+00,20,60000,33.9006,35.6178
834,El Metn,Warehouse,0,0,2025-03-16 14:48:48.514807+00,376,320000,33.9006,35.6178
835,El Metn,Apartment,3,2,2025-03-16 14:48:48.610545+00,130,109000,33.9006,35.6178
836,El Metn,Apartment,3,4,2025-03-16 14:48:48.713926+00,250,430000,33.9006,35.6178
837,Kesrouane,Land,0,0,2025-03-16 14:48:48.880259+00,10000,1500000,33.9808,35.6856
838,Kesrouane,Land,0,0,2025-03-16 14:48:48.973291+00,10000,15000000,33.9808,35.6856
839,Kesrouane,Land,0,0,2025-03-16 14:48:49.069038+00,2791,2500000,33.9808,35.6856
840,Beirut,Apartment,3,4,2025-03-16 14:48:49.239225+00,280,900000,33.8886,35.4955
841,Kesrouane,Land,0,0,2025-03-16 14:48:49.343215+00,1004,1500000,33.9808,35.6856
843,Beirut,Apartment,2,3,2025-03-16 14:48:49.52524+00,150,500000,33.8886,35.4955
844,El Metn,Apartment,3,3,2025-03-16 14:48:49.624904+00,330,270000,33.9006,35.6178
845,Beirut,Apartment,3,3,2025-03-16 14:48:49.711732+00,350,850000,33.8886,35.4955
846,Batroun,Apartment,3,2,2025-03-16 14:48:49.806287+00,150,105000,34.2556,35.6586
847,Batroun,Apartment,3,3,2025-03-16 14:48:49.901674+00,175,175000,34.2556,35.6586
848,Kesrouane,Land,0,0,2025-03-16 14:48:49.99374+00,1030,475000,33.9808,35.6856
849,Kesrouane,Land,0,0,2025-03-16 14:48:50.089952+00,1080,760000,33.9808,35.6856
850,Kesrouane,Land,0,0,2025-03-16 14:48:50.181203+00,1021,720000,33.9808,35.6856
851,Baabda,Apartment,3,5,2025-03-16 14:48:50.282812+00,300,850000,33.8333,35.5442
852,Beirut,Apartment,3,3,2025-03-16 14:48:50.369911+00,280,795000,33.8886,35.4955
854,El Metn,Land,0,0,2025-03-16 14:48:50.557811+00,3700,814000,33.9006,35.6178
855,Jbeil,Land,0,0,2025-03-16 14:48:50.64913+00,3255,212000,34.1236,35.6455
856,Batroun,Land,0,0,2025-03-16 14:48:50.738507+00,1280,100000,34.2556,35.6586
857,Kesrouane,Apartment,2,2,2025-03-16 14:48:50.828652+00,130,156000,33.9808,35.6856
858,Jbeil,Apartment,3,4,2025-03-16 14:48:50.922797+00,180,165000,34.1236,35.6455
859,Kesrouane,Land,0,0,2025-03-16 14:48:51.015192+00,4200,1300000,33.9808,35.6856
860,El Metn,Apartment,3,3,2025-03-16 14:48:51.125562+00,130,175000,33.9006,35.6178
861,Beirut,Warehouse,0,0,2025-03-16 14:48:51.222026+00,140,155000,33.8886,35.4955
862,Kesrouane,Shop,2,0,2025-03-16 14:48:51.313279+00,500,500000,33.9808,35.6856
863,Kesrouane,Land,3,3,2025-03-16 14:48:51.470017+00,6019,4600000,33.9808,35.6856
864,Batroun,Land,0,0,2025-03-16 14:48:51.565252+00,1279,255000,34.2556,35.6586
865,El Metn,Apartment,4,4,2025-03-16 14:48:51.654535+00,200,325000,33.9006,35.6178
866,Beirut,Apartment,4,5,2025-03-16 14:48:51.740923+00,323,1200000,33.8886,35.4955
867,El Metn,Office,1,0,2025-03-16 14:48:51.835016+00,96,96000,33.9006,35.6178
868,Kesrouane,Office,3,0,2025-03-16 14:48:51.92431+00,115,175000,33.9808,35.6856
869,Zahle,Land,0,0,2025-03-16 14:48:52.089154+00,900,220000,33.8461,35.9042
870,Beirut,Office,3,0,2025-03-16 14:48:52.234435+00,256,800000,33.8886,35.4955
871,Kesrouane,Land,0,0,2025-03-16 14:48:52.332755+00,835,350000,33.9808,35.6856
872,El Metn,Apartment,3,4,2025-03-16 14:48:52.507748+00,200,400000,33.9006,35.6178
873,El Metn,Office,1,0,2025-03-16 14:48:52.606515+00,50,110000,33.9006,35.6178
874,Batroun,Office,0,0,2025-03-16 14:48:52.740615+00,75,140000,34.2556,35.6586
875,Batroun,Warehouse,0,0,2025-03-16 14:48:52.864868+00,125,233000,34.2556,35.6586
876,Batroun,Warehouse,0,0,2025-03-16 14:48:52.962749+00,195,365000,34.2556,35.6586
877,Batroun,Office,0,0,2025-03-16 14:48:53.079673+00,60,112000,34.2556,35.6586
878,Batroun,Office,0,0,2025-03-16 14:48:53.183341+00,83,832000,34.2556,35.6586
879,Batroun,Shop,0,0,2025-03-16 14:48:53.322591+00,255,820000,34.2556,35.6586
880,Batroun,Office,0,0,2025-03-16 14:48:53.421136+00,58,109000,34.2556,35.6586
881,Batroun,Shop,0,0,2025-03-16 14:48:53.528672+00,72,230000,34.2556,35.6586
882,Batroun,Office,0,0,2025-03-16 14:48:53.700778+00,88,165000,34.2556,35.6586
883,Batroun,Apartment,2,3,2025-03-16 14:48:53.910372+00,125,235000,34.2556,35.6586
884,El Metn,Apartment,2,3,2025-03-16 14:48:54.012776+00,315,410000,33.9006,35.6178
885,El Metn,Apartment,3,4,2025-03-16 14:48:54.123028+00,350,390000,33.9006,35.6178
886,Kesrouane,Land,0,0,2025-03-16 14:48:54.239569+00,800,900000,33.9808,35.6856
887,Beirut,Apartment,3,3,2025-03-16 14:48:54.344931+00,185,450000,33.8886,35.4955
888,Baabda,Warehouse,1,0,2025-03-16 14:48:54.522484+00,300,255000,33.8333,35.5442
889,Jbeil,House/Villa,0,0,2025-03-16 14:48:54.627725+00,1400,350000,34.1236,35.6455
890,Kesrouane,Warehouse,3,0,2025-03-16 14:48:54.733143+00,245,220000,33.9808,35.6856
891,Batroun,Land,0,0,2025-03-16 14:48:54.832321+00,603,620000,34.2556,35.6586
892,El Metn,Land,0,0,2025-03-16 14:48:54.938076+00,1056,1500000,33.9006,35.6178
893,Jbeil,Land,0,0,2025-03-16 14:48:55.069442+00,8220,825000,34.1236,35.6455
894,Beirut,Apartment,3,4,2025-03-16 14:48:55.171524+00,410,1200000,33.8886,35.4955
895,Beirut,Apartment,3,3,2025-03-16 14:48:55.314383+00,170,400000,33.8886,35.4955
896,Beirut,Apartment,2,4,2025-03-16 14:48:55.583614+00,185,675000,33.8886,35.4955
897,El Metn,Land,0,0,2025-03-16 14:48:55.674356+00,1005,500000,33.9006,35.6178
898,El Metn,Apartment,3,3,2025-03-16 14:48:55.768958+00,200,220000,33.9006,35.6178
899,El Metn,Apartment,3,3,2025-03-16 14:48:55.862224+00,190,250000,33.9006,35.6178
900,Jbeil,Apartment,2,2,2025-03-16 14:48:55.970862+00,180,625000,34.1236,35.6455
