Address,Rent $/year,Type,Size m²,Bedrooms,Bathrooms
"Achrafieh, Beirut, Beirut",15000                        ,Apartment,234,3,2
"Achrafieh, Beirut, Beirut",32000                        ,Shop,150,1,N/A
"Antelias, El Metn, Mount Lebanon",30000                        ,Office,100,1,N/A
"Ouyoun Al Simen, Kesrouane, Mount Lebanon",9000                        ,Chalet,100,2,2
"Kaslik, Kesrouane, Mount Lebanon",14400                        ,Apartment,300,4,3
"Rabweh, El Metn, Mount Lebanon",10200                        ,Apartment,225,3,2
"Jounieh, Kesrouane, Mount Lebanon",10000                        ,Chalet,85,1,2
"Jounieh, Kesrouane, Mount Lebanon",24000                        ,Shop,120,1,N/A
"Jbeil, Jbeil, Mount Lebanon",7200                        ,Apartment,170,2,2
"Adma, Kesrouane, Mount Lebanon",18000                        ,Apartment,200,3,5
"Kaslik, Kesrouane, Mount Lebanon",6000                        ,Office,74,1,N/A
"Batroun, Batroun, North",3000                        ,Shop,60,1,N/A
"Down Town, Beirut, Beirut",34000                        ,Office,170,1,N/A
"Ras Beirut, Beirut, Beirut",30000                        ,Apartment,340,4,4
"Achrafieh, Beirut, Beirut",12000                        ,Office,130,1,N/A
"Batroun, Batroun, North",10200,Apartment,145,2,2
"Fatqa, Kesrouane, Mount Lebanon",6000                        ,Apartment,140,3,2
"Antelias, El Metn, Mount Lebanon",16800                        ,Office,110,1,N/A
"Down Town, Beirut, Beirut",42000                        ,Office,285,3,N/A
"Down Town, Beirut, Beirut",38000                        ,Office,285,3,N/A
"Down Town, Beirut, Beirut",24000                        ,Office,240,3,N/A
"Dekweneh, El Metn, Mount Lebanon",8400                        ,Office,120,1,N/A
"Achrafieh, Beirut, Beirut",18000,Apartment,185,3,3
"Adonis, Kesrouane, Mount Lebanon",5400                        ,Apartment,180,3,3
"Antelias, El Metn, Mount Lebanon",200000                        ,Shop,770,N/A,N/A
"Antelias, El Metn, Mount Lebanon",160000                        ,Shop,600,N/A,N/A
"Antelias, El Metn, Mount Lebanon",150000                        ,Office,600,N/A,N/A
"Aoukar, El Metn, Mount Lebanon",4800                        ,Office,75,1,N/A
"Ras Beirut, Beirut, Beirut",13200                        ,Apartment,43,1,1
"Achrafieh, Beirut, Beirut",8400                        ,Office,100,2,N/A
"Louaize, Baabda, Mount Lebanon",160000                        ,Apartment,1080,5,8
"Jal el Dib, El Metn, Mount Lebanon",8400                        ,Shop,50,1,N/A
"Mazraat Yachouh, El Metn, Mount Lebanon",9000                        ,Apartment,150,3,3
"Dbayeh, El Metn, Mount Lebanon",9600                        ,Office,110,1,N/A
"Ghazir, Kesrouane, Mount Lebanon",120000                        ,Commercial Building,3000,N/A,N/A
"Antelias, El Metn, Mount Lebanon",4200                        ,Office,35,1,N/A
"Badaro, Beirut, Beirut",30000                        ,Shop,120,2,N/A
"Jounieh, Kesrouane, Mount Lebanon",300000                        ,Warehouse,1400,N/A,N/A
"Sarba, Kesrouane, Mount Lebanon",10800                        ,Apartment,175,3,4
"Bouchrieh, El Metn, Mount Lebanon",27000                        ,Office,300,3,N/A
"Down Town, Beirut, Beirut",9000                        ,Office,112,1,N/A
"Down Town, Beirut, Beirut",25000                        ,Warehouse,465,N/A,N/A
"Ajaltoun, Kesrouane, Mount Lebanon",6000                        ,Apartment,250,3,3
"Badaro, Beirut, Beirut",30000                        ,Apartment,300,3,2
"Jounieh, Kesrouane, Mount Lebanon",12000                        ,Apartment,250,3,4
"Achrafieh, Beirut, Beirut",30000                        ,Apartment,300,3,3
"Badaro, Beirut, Beirut",30000                        ,Shop,120,1,N/A
"Achrafieh, Beirut, Beirut",80000                        ,Shop,386,2,N/A
"Fatqa, Kesrouane, Mount Lebanon",36000                        ,House/Villa,800,4,6
"Dekweneh, El Metn, Mount Lebanon",120000                        ,Office,500,2,N/A
"Dekweneh, El Metn, Mount Lebanon",100000                        ,Office,500,N/A,N/A
"Hsoun, Jbeil, Mount Lebanon",120000                        ,Land,14000,N/A,N/A
"kfarhbeib, Kesrouane, Mount Lebanon",15600                        ,Apartment,300,4,5
"Achrafieh, Beirut, Beirut",12000                        ,Apartment,150,2,2
"Beit el Chaar, El Metn, Mount Lebanon",7200                        ,Apartment,150,3,2
"Beit el Chaar, El Metn, Mount Lebanon",7800                        ,Apartment,120,2,2
"Badaro, Beirut, Beirut",15000                        ,Shop,25,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",2400                        ,Office,36,1,N/A
"Adma, Kesrouane, Mount Lebanon",36000                        ,Apartment,215,3,4
"Ouyoun Al Simen, Kesrouane, Mount Lebanon",30000                        ,Apartment,200,3,3
"Kaslik, Kesrouane, Mount Lebanon",45000                        ,Shop,150,1,N/A
"Hamat, Batroun, North",6000                        ,House/Villa,105,2,1
"Mazraat Yachouh, El Metn, Mount Lebanon",14400                        ,Warehouse,210,1,N/A
"Beit el Chaar, El Metn, Mount Lebanon",24000                        ,Apartment,300,3,4
"Ras Beirut, Beirut, Beirut",30000                        ,Apartment,250,3,3
"Ras Beirut, Beirut, Beirut",40000                        ,Apartment,250,2,3
"Antelias, El Metn, Mount Lebanon",60000                        ,Shop,400,2,N/A
"Dbayeh, El Metn, Mount Lebanon",6600                        ,Office,60,1,N/A
"Down Town, Beirut, Beirut",150000                        ,Shop,525,5,N/A
"Achrafieh, Beirut, Beirut",36000                        ,Shop,55,N/A,N/A
"Achrafieh, Beirut, Beirut",18000                        ,Office,120,1,N/A
"Achrafieh, Beirut, Beirut",12000                        ,Office,80,1,N/A
"Achrafieh, Beirut, Beirut",40000                        ,Shop,350,2,N/A
"Fakra, Kesrouane, Mount Lebanon",18000                        ,Chalet,250,3,4
"Beit el Chaar, El Metn, Mount Lebanon",12000                        ,Shop,140,1,N/A
"Down Town, Beirut, Beirut",36000                        ,Apartment,320,4,3
"Down Town, Beirut, Beirut",48000                        ,Apartment,400,4,4
"Horsh Tabet, El Metn, Mount Lebanon",48000                        ,Shop,500,N/A,N/A
"Halat, Jbeil, Mount Lebanon",12000                        ,Land,1500,N/A,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon",24000                        ,Office,220,2,N/A
"Kaslik, Kesrouane, Mount Lebanon",9600                        ,Shop,58,1,N/A
"Dekweneh, El Metn, Mount Lebanon",10800                        ,Office,72,1,N/A
"Dora, El Metn, Mount Lebanon",7200                        ,Office,80,N/A,N/A
"Berj Hammoud, El Metn, Mount Lebanon",3600                        ,Office,55,1,N/A
"Ras Beirut, Beirut, Beirut",16200                        ,Apartment,210,2,2
"Faraya, Kesrouane, Mount Lebanon",12000                        ,Land,1000,N/A,N/A
"Bouchrieh, El Metn, Mount Lebanon",24000                        ,Office,180,1,N/A
"Horsh Tabet, El Metn, Mount Lebanon",29000                        ,Apartment,240,3,2
"Zaroun, El Metn, Mount Lebanon",15000                        ,Land,2000,N/A,N/A
"Jdeideh, El Metn, Mount Lebanon",6000                        ,Office,120,1,N/A
"Zalka, El Metn, Mount Lebanon",16500                        ,Office,240,2,N/A
"Zalka, El Metn, Mount Lebanon",33000                        ,Office,480,1,N/A
"Achrafieh, Beirut, Beirut",40000                        ,Shop,360,2,N/A
"Zalka, El Metn, Mount Lebanon",31000                        ,Office,450,2,N/A
"Tabarja, Kesrouane, Mount Lebanon",24000                        ,Apartment,300,3,4
"Down Town, Beirut, Beirut",6000                        ,Office,30,N/A,N/A
"Kaslik, Kesrouane, Mount Lebanon",12000                        ,Apartment,312,3,3
"Hazmieh, Baabda, Mount Lebanon",75000                        ,Office,500,N/A,N/A
"Zalka, El Metn, Mount Lebanon",9600                        ,Shop,65,2,N/A
"Kaslik, Kesrouane, Mount Lebanon",12000                        ,Chalet,85,1,1
"Zouk Mosbeh, Kesrouane, Mount Lebanon",8000                        ,Chalet,45,1,1
"Jounieh, Kesrouane, Mount Lebanon",14400                        ,Apartment,200,3,3
"Faytroun, Kesrouane, Mount Lebanon",18000                        ,Apartment,145,3,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon",7200                        ,Apartment,185,2,3
"Adma, Kesrouane, Mount Lebanon",9000                        ,Apartment,160,3,4
"Badaro, Beirut, Beirut",36000                        ,Shop,90,2,N/A
"Achrafieh, Beirut, Beirut",10800                        ,Office,90,1,N/A
"Dbayeh, El Metn, Mount Lebanon",60000                        ,Office,700,4,N/A
"Blat, Jbeil, Mount Lebanon",18000                        ,Land,1200,N/A,N/A
"Dbayeh, El Metn, Mount Lebanon",40000                        ,Land,1334,N/A,N/A
"Jounieh, Kesrouane, Mount Lebanon",6000                        ,Office,200,2,N/A
"Berj Hammoud, El Metn, Mount Lebanon",90000                        ,Shop,600,2,N/A
"Batroun, Batroun, North",24000                        ,Apartment,95,2,2
"Down Town, Beirut, Beirut",24000                        ,Office,132,1,N/A
"Down Town, Beirut, Beirut",18000                        ,Office,100,1,N/A
"Achrafieh, Beirut, Beirut",9600                        ,Apartment,240,3,3
"Mtayleb, El Metn, Mount Lebanon",17000                        ,Apartment,220,2,4
"Ras Beirut, Beirut, Beirut",36000                        ,Office,250,1,N/A
"Jounieh, Kesrouane, Mount Lebanon",12000                        ,Chalet,237,4,4
"Down Town, Beirut, Beirut",8000                        ,Office,80,1,N/A
"Down Town, Beirut, Beirut",40000                        ,Office,400,2,N/A
"Down Town, Beirut, Beirut",12000                        ,Office,120,1,N/A
"Mazraat Yachouh, El Metn, Mount Lebanon",14400                        ,Shop,300,1,N/A
"Aamchit, Jbeil, Mount Lebanon",7500                        ,Chalet,60,1,1
"Bikfaya, El Metn, Mount Lebanon",5400                        ,Apartment,75,1,2
"Mtayleb, El Metn, Mount Lebanon",27000                        ,Apartment,340,3,4
"Dik El Mehdi, El Metn, Mount Lebanon",9600                        ,Apartment,184,3,5
"Yarzeh, Baabda, Mount Lebanon",45000                        ,Apartment,450,4,5
"Badaro, Beirut, Beirut",15000                        ,Apartment,272,3,3
"Zalka, El Metn, Mount Lebanon",15000                        ,Land,2126,N/A,N/A
"Barbara, Jbeil, Mount Lebanon",24000                        ,Land,3000,N/A,N/A
"Achrafieh, Beirut, Beirut",13200                        ,Apartment,180,3,3
"Ras Beirut, Beirut, Beirut",24000                        ,Apartment,164,3,4
"Achrafieh, Beirut, Beirut",30000                        ,Apartment,420,4,5
"Achrafieh, Beirut, Beirut",10000                        ,Apartment,170,3,3
"Achrafieh, Beirut, Beirut",10000                        ,Shop,60,1,N/A
"Aatchane, El Metn, Mount Lebanon",18000                        ,Apartment,213,3,3
"Achrafieh, Beirut, Beirut",80000                        ,Shop,600,1,N/A
"Down Town, Beirut, Beirut",10000                        ,Shop,48,1,N/A
"Achrafieh, Beirut, Beirut",36000                        ,Apartment,166,2,3
"Badaro, Beirut, Beirut",19200                        ,Office,150,3,N/A
"Badaro, Beirut, Beirut",7200                        ,Office,75,1,N/A
"Badaro, Beirut, Beirut",17000                        ,Office,140,2,N/A
"Louaize, Baabda, Mount Lebanon",40000                        ,Warehouse,1200,1,N/A
"Badaro, Beirut, Beirut",24000                        ,Apartment,300,3,4
"Batroun, Batroun, North",30000                        ,Apartment,200,3,4
"Dekweneh, El Metn, Mount Lebanon",12000                        ,Shop,120,2,1
"Ras Beirut, Beirut, Beirut",32400                        ,Apartment,190,3,3
"Mansourieh, El Metn, Mount Lebanon",18000                        ,Office,240,1,N/A
"Ain Saadeh, El Metn, Mount Lebanon",72000                        ,House/Villa,850,4,5
"Fanar, El Metn, Mount Lebanon",18000                        ,Apartment,350,5,5
"Dora, El Metn, Mount Lebanon",6500                        ,Office,88,N/A,N/A
"Tabarja, Kesrouane, Mount Lebanon",24000                        ,Apartment,227,2,3
"Ras Beirut, Beirut, Beirut",30000                        ,Apartment,500,3,3
"Tabarja, Kesrouane, Mount Lebanon",10000                        ,Chalet,70,1,2
"Achrafieh, Beirut, Beirut",7200                        ,Office,70,1,N/A
"Sahel Alma, Kesrouane, Mount Lebanon",9000                        ,Apartment,180,3,3
"Batroun, Batroun, North",8100                        ,Chalet,56,1,1
"Halat, Jbeil, Mount Lebanon",3000                         /Season,Chalet,38,1,1
"Down Town, Beirut, Beirut",80000                        ,Apartment,300,3,3
"Sahel Alma, Kesrouane, Mount Lebanon",9000                        ,Apartment,180,3,3
"Sahel Alma, Kesrouane, Mount Lebanon",7500                        ,Apartment,180,3,3
"Jounieh, Kesrouane, Mount Lebanon",36000                        ,Shop,300,1,N/A
"Achrafieh, Beirut, Beirut",22800                        ,Apartment,155,1,2
"Achrafieh, Beirut, Beirut",12000                        ,Office,100,1,N/A
"Achrafieh, Beirut, Beirut",24000                        ,Office,200,2,N/A
"Sahel Alma, Kesrouane, Mount Lebanon",9600                        ,Apartment,390,4,4
"Ras Beirut, Beirut, Beirut",250000                        ,Office,1000,6,N/A
"Down Town, Beirut, Beirut",130000                        ,Office,350,2,N/A
"Achrafieh, Beirut, Beirut",30000                        ,Office,240,N/A,N/A
"Achrafieh, Beirut, Beirut",18000                        ,Apartment,300,3,2
"Achrafieh, Beirut, Beirut",7000                        ,Office,70,1,N/A
"Down Town, Beirut, Beirut",700000                        ,Office,1745,N/A,N/A
"Achrafieh, Beirut, Beirut",24000                        ,Apartment,250,3,3
"Dbayeh, El Metn, Mount Lebanon",18000                        ,Office,270,4,N/A
"Achrafieh, Beirut, Beirut",12000                        ,Office,100,2,N/A
"Dekweneh, El Metn, Mount Lebanon",15600                        ,Apartment,170,3,3
"Ras Beirut, Beirut, Beirut",60000                        ,Office,440,5,N/A
"Achrafieh, Beirut, Beirut",24000                        ,Warehouse,530,7,N/A
"Aamchit, Jbeil, Mount Lebanon",50000                        ,Commercial Building,1000,N/A,N/A
"Mkalles, El Metn, Mount Lebanon",21000                        ,Warehouse,700,1,N/A
"Jbeil, Jbeil, Mount Lebanon",18000                        ,Shop,360,1,N/A
"Mkalles, El Metn, Mount Lebanon",66000                        ,Warehouse,2200,1,N/A
"Achrafieh, Beirut, Beirut",18000                        ,Apartment,275,3,3
"Blat, Jbeil, Mount Lebanon",144000                        ,Residential Building,1000,52,N/A
"Halat, Jbeil, Mount Lebanon",150000                        ,Warehouse,1100,1,N/A
"Down Town, Beirut, Beirut",40000                        ,Apartment,280,3,4
"Koura, Koura, North",48000                        ,Shop,1000,1,N/A
"Batroun, Batroun, North",36000                        ,House/Villa,200,5,5
"Batroun, Batroun, North",4800                        ,Shop,72,2,N/A
"Kaslik, Kesrouane, Mount Lebanon",12000                        ,Apartment,300,3,4
"Achrafieh, Beirut, Beirut",21600                        ,Apartment,177,3,3
"Achrafieh, Beirut, Beirut",50000                        ,Office,400,1,N/A
"Nahr Ibrahim, Jbeil, Mount Lebanon",36000                        ,Shop,400,1,N/A
"Monsef, Jbeil, Mount Lebanon",14400                        ,Land,1200,N/A,N/A
"Monsef, Jbeil, Mount Lebanon",72000                        ,Land,5060,N/A,N/A
"Furn El Chebbak, Baabda, Mount Lebanon",14000                        ,Shop,130,1,N/A
"Furn El Chebbak, Baabda, Mount Lebanon",6000                        ,Shop,50,N/A,N/A
"Adma, Kesrouane, Mount Lebanon",10800                        ,Apartment,250,3,4
"Adma, Kesrouane, Mount Lebanon",9600                        ,Apartment,250,3,4
"Aamchit, Jbeil, Mount Lebanon",5200                        ,Apartment,105,2,2
"Kfar Aabida, Batroun, North",400000                        ,Land,7420,N/A,N/A
"Aoukar, El Metn, Mount Lebanon",7200                        ,Apartment,190,3,2
"Dekweneh, El Metn, Mount Lebanon",7200                        ,Office,75,1,N/A
"Ras Beirut, Beirut, Beirut",8400                        ,Office,50,1,N/A
"Halat, Jbeil, Mount Lebanon",6500                         /Season,Chalet,60,1,1
"Fakra, Kesrouane, Mount Lebanon",6500                        ,Chalet,55,1,1
"Ras Beirut, Beirut, Beirut",22200                        ,Apartment,400,4,4
"Down Town, Beirut, Beirut",80000                        ,Shop,270,1,N/A
"Down Town, Beirut, Beirut",30000                        ,Apartment,100,1,1
"Down Town, Beirut, Beirut",24000                        ,Apartment,90,1,1
"Faraya, Kesrouane, Mount Lebanon",12000                        ,Chalet,90,2,2
"Zalka, El Metn, Mount Lebanon",24000                        ,Shop,600,N/A,N/A
"Ras Beirut, Beirut, Beirut",36000                        ,Apartment,250,3,3
"Achrafieh, Beirut, Beirut",7200                        ,Apartment,120,2,2
"Dekweneh, El Metn, Mount Lebanon",6600                        ,Office,60,1,N/A
"Jounieh, Kesrouane, Mount Lebanon",6000                        ,Office,100,2,N/A
"Aoukar, El Metn, Mount Lebanon",24000                        ,Office,450,2,N/A
"Aoukar, El Metn, Mount Lebanon",30000                        ,Office,450,2,N/A
"Aoukar, El Metn, Mount Lebanon",36000                        ,Office,450,7,N/A
"Down Town, Beirut, Beirut",37000                        ,Office,293,1,N/A
"Down Town, Beirut, Beirut",35250                        ,Office,282,1,N/A
"Down Town, Beirut, Beirut",7000                        ,Office,53,1,N/A
"Down Town, Beirut, Beirut",37000                        ,Office,293,1,N/A
"Down Town, Beirut, Beirut",35250                        ,Office,282,1,N/A
"Ras Beirut, Beirut, Beirut",30000                        ,Office,160,2,N/A
"Ras Beirut, Beirut, Beirut",30000                        ,Office,160,2,N/A
"Ras Beirut, Beirut, Beirut",15000                        ,Office,80,1,N/A
"Aoukar, El Metn, Mount Lebanon",60000                        ,Commercial Building,450,3,N/A
"Ras Beirut, Beirut, Beirut",28000                        ,Apartment,160,3,3
"Ras Beirut, Beirut, Beirut",19200                        ,Apartment,218,2,3
"Jal el Dib, El Metn, Mount Lebanon",10800                        ,Shop,170,N/A,N/A
"Laqlouq, Jbeil, Mount Lebanon",15000                        ,House/Villa,220,4,4
"Dekweneh, El Metn, Mount Lebanon",6600                        ,Office,75,N/A,N/A
"Down Town, Beirut, Beirut",15000                        ,Office,106,1,N/A
"Jbeil, Jbeil, Mount Lebanon",9600                        ,Office,150,1,N/A
"Zalka, El Metn, Mount Lebanon",24000                        ,Shop,600,N/A,N/A
"Zalka, El Metn, Mount Lebanon",28000                        ,Land,930,N/A,N/A
"Jounieh, Kesrouane, Mount Lebanon",5400                        ,Shop,35,1,N/A
"Jbeil, Jbeil, Mount Lebanon",36000                        ,Shop,500,2,N/A
"Down Town, Beirut, Beirut",25000                        ,Shop,105,1,N/A
"Jbeil, Jbeil, Mount Lebanon",9600                        ,Shop,100,1,N/A
"Dekweneh, El Metn, Mount Lebanon",7200                        ,Office,75,N/A,N/A
"Achrafieh, Beirut, Beirut",14400                        ,Apartment,147,2,2
"Jbeil, Jbeil, Mount Lebanon",6000                        ,Apartment,60,1,1
"Faraya, Kesrouane, Mount Lebanon",12000                        ,Chalet,120,3,3
"Jbeil, Jbeil, Mount Lebanon",7200                        ,Apartment,85,2,1
"Achrafieh, Beirut, Beirut",24000                        ,Apartment,160,2,2
"Jbeil, Jbeil, Mount Lebanon",60000                        ,Shop,300,1,N/A
"Achrafieh, Beirut, Beirut",18000                        ,Office,125,1,N/A
"Achrafieh, Beirut, Beirut",45000                        ,Office,210,2,N/A
"Dekweneh, El Metn, Mount Lebanon",7200                        ,Office,115,1,N/A
"Ouyoun Al Simen, Kesrouane, Mount Lebanon",24000                        ,Chalet,145,3,3
"Antelias, El Metn, Mount Lebanon",80000                        ,Land,1200,N/A,N/A
"Halat, Jbeil, Mount Lebanon",6000                        ,Chalet,60,1,N/A
"Rabieh, El Metn, Mount Lebanon",55000                        ,Apartment,1000,4,7
"Kaslik, Kesrouane, Mount Lebanon",10000                        ,Shop,60,1,N/A
"Sin El Fil, El Metn, Mount Lebanon",25000                        ,Office,250,2,N/A
"Nahr Ibrahim, Jbeil, Mount Lebanon",127000                        ,Commercial Building,2165,N/A,N/A
"Zalka, El Metn, Mount Lebanon",15000                        ,Office,175,1,N/A
"Zalka, El Metn, Mount Lebanon",95000                        ,Office,1000,3,N/A
"Zalka, El Metn, Mount Lebanon",12000                        ,Office,138,1,N/A
"Achrafieh, Beirut, Beirut",42000                        ,Apartment,385,4,4
"Achrafieh, Beirut, Beirut",36000                        ,Apartment,365,4,4
"Blat, Jbeil, Mount Lebanon",7200                        ,Apartment,150,3,3
"Down Town, Beirut, Beirut",45000                        ,Office,190,2,N/A
"Achrafieh, Beirut, Beirut",8400                        ,Office,70,1,N/A
"Achrafieh, Beirut, Beirut",21250                        ,Office,170,2,N/A
"Achrafieh, Beirut, Beirut",21250                        ,Office,170,2,N/A
"Achrafieh, Beirut, Beirut",11250                        ,Office,90,1,N/A
"Sahel Alma, Kesrouane, Mount Lebanon",18000                        ,Apartment,245,4,4
"Bouchrieh, El Metn, Mount Lebanon",5400                        ,Office,70,1,N/A
"Sad El Baouchriye, El Metn, Mount Lebanon",3600                        ,Office,52,1,N/A
"Yarzeh, Baabda, Mount Lebanon",38000                        ,Apartment,400,4,4
"Achrafieh, Beirut, Beirut",10200                        ,Apartment,90,1,2
"Down Town, Beirut, Beirut",39600                        ,Shop,180,1,N/A
"Down Town, Beirut, Beirut",39600                        ,Shop,180,1,N/A
"Down Town, Beirut, Beirut",22000                        ,Office,100,1,N/A
"Down Town, Beirut, Beirut",18700                        ,Office,85,1,N/A
"Down Town, Beirut, Beirut",22000                        ,Office,100,1,N/A
"Down Town, Beirut, Beirut",18700                        ,Office,85,1,N/A
"Down Town, Beirut, Beirut",18700                        ,Office,85,1,N/A
"Down Town, Beirut, Beirut",44000                        ,Office,200,2,N/A
"Down Town, Beirut, Beirut",44000                        ,Office,200,2,N/A
"Down Town, Beirut, Beirut",44000                        ,Office,200,2,N/A
"Achrafieh, Beirut, Beirut",13200                        ,Apartment,165,2,2
"Jbeil, Jbeil, Mount Lebanon",3600                        ,Office,65,1,N/A
"Achrafieh, Beirut, Beirut",45000                        ,Apartment,500,4,5
"Badaro, Beirut, Beirut",20000                        ,Apartment,334,3,3
"Ras Beirut, Beirut, Beirut",12000                        ,Office,90,1,N/A
"Kaslik, Kesrouane, Mount Lebanon",12000                        ,Apartment,60,1,1
"Sahel Alma, Kesrouane, Mount Lebanon",30000                        ,Apartment,250,3,4
"Jbeil, Jbeil, Mount Lebanon",3600                        ,Office,60,1,N/A
"Fakra, Kesrouane, Mount Lebanon",7200                        ,Chalet,60,1,1
"Jbeil, Jbeil, Mount Lebanon",6600                        ,Apartment,100,2,2
"Blat, Jbeil, Mount Lebanon",6000                        ,Apartment,100,2,2
"Faraya, Kesrouane, Mount Lebanon",30000                        ,Chalet,135,2,3
"Fakra, Kesrouane, Mount Lebanon",35000                        ,Chalet,240,3,4
"Kfarzebian, Kesrouane, Mount Lebanon",12000                        ,Chalet,114,3,3
"Achrafieh, Beirut, Beirut",18000                        ,Apartment,150,1,N/A
"Ouyoun Al Simen, Kesrouane, Mount Lebanon",20000                        ,Chalet,170,4,3
"Ghazir, Kesrouane, Mount Lebanon",20000                        ,Warehouse,500,1,N/A
"Blat, Jbeil, Mount Lebanon",60000                        ,Commercial Building,5000,N/A,N/A
"Achrafieh, Beirut, Beirut",42000                        ,Office,220,3,N/A
"Achrafieh, Beirut, Beirut",36000                        ,Apartment,230,3,4
"Achrafieh, Beirut, Beirut",9000                        ,Apartment,110,2,2
"Monteverde, El Metn, Mount Lebanon",24000                        ,Apartment,285,3,3
"Clemenceau, Beirut, Beirut",60000                        ,Apartment,420,3,4
"Aoukar, El Metn, Mount Lebanon",8400                        ,Apartment,135,2,3
"Achrafieh, Beirut, Beirut",20000                        ,Apartment,200,3,3
"Down Town, Beirut, Beirut",20000                        ,Office,136,1,N/A
"Down Town, Beirut, Beirut",15900                        ,Shop,38,1,N/A
"Down Town, Beirut, Beirut",15900                        ,Shop,34,1,N/A
"Down Town, Beirut, Beirut",8700                        ,Shop,29,1,N/A
"Down Town, Beirut, Beirut",45600                        ,Shop,152,1,N/A
"Down Town, Beirut, Beirut",29000                        ,Office,195,1,N/A
"Down Town, Beirut, Beirut",25500                        ,Office,170,1,N/A
"Achrafieh, Beirut, Beirut",45000                        ,Office,220,2,N/A
"Sin El Fil, El Metn, Mount Lebanon",15600                        ,Office,200,N/A,N/A
"Achrafieh, Beirut, Beirut",18000                        ,Apartment,250,3,4
"Blat, Jbeil, Mount Lebanon",50000                        ,Land,1890,N/A,N/A
"Achrafieh, Beirut, Beirut",30000                        ,Apartment,200,2,3
"Faraya, Kesrouane, Mount Lebanon",12000                        ,Chalet,110,3,3
"Tabarja, Kesrouane, Mount Lebanon",8400                        ,Shop,60,1,N/A
"Roumie, El Metn, Mount Lebanon",16800                        ,Shop,317,2,N/A
"Jounieh, Kesrouane, Mount Lebanon",3600                        ,Office,80,1,N/A
"Achrafieh, Beirut, Beirut",18000                        ,Apartment,220,3,4
"Achrafieh, Beirut, Beirut",30000                        ,Shop,300,N/A,N/A
"Kfarzebian, Kesrouane, Mount Lebanon",24000                        ,Land,1400,N/A,N/A
"Rabweh, El Metn, Mount Lebanon",18000                        ,Apartment,300,4,4
"Jbeil, Jbeil, Mount Lebanon",130000                        ,Commercial Building,1000,2,N/A
"Achrafieh, Beirut, Beirut",18000                        ,Apartment,335,4,3
"Fakra, Kesrouane, Mount Lebanon",24000                        ,Chalet,120,3,3
"Tabarja, Kesrouane, Mount Lebanon",12000                        ,Apartment,120,2,2
"Achrafieh, Beirut, Beirut",18000                        ,Apartment,200,2,2
"Jdeideh, El Metn, Mount Lebanon",12000                        ,Office,135,2,N/A
"Halat, Jbeil, Mount Lebanon",9600                        ,Apartment,310,4,4
"Achrafieh, Beirut, Beirut",42000                        ,Apartment,380,3,4
"Achrafieh, Beirut, Beirut",8400                        ,Apartment,90,2,1
"Rabweh, El Metn, Mount Lebanon",24000                        ,Apartment,525,4,5
"Mar Takla, Baabda, Mount Lebanon",22800                        ,Apartment,260,3,4
"Dbayeh, El Metn, Mount Lebanon",18000                        ,Office,125,N/A,N/A
"Dbayeh, El Metn, Mount Lebanon",36000                        ,Office,250,N/A,N/A
"Achrafieh, Beirut, Beirut",10800                        ,Apartment,128,2,2
"Achrafieh, Beirut, Beirut",13200                        ,Shop,126,1,N/A
"Achrafieh, Beirut, Beirut",13200                        ,Apartment,140,3,3
"Jbeil, Jbeil, Mount Lebanon",15000                        ,Apartment,180,3,3
"Sahel Alma, Kesrouane, Mount Lebanon",24000                        ,Apartment,400,4,5
"Achrafieh, Beirut, Beirut",24000                        ,Apartment,400,4,4
"Achrafieh, Beirut, Beirut",30000                        ,Office,330,3,N/A
"Down Town, Beirut, Beirut",550000                        ,Commercial Building,2400,9,N/A
"Yarzeh, Baabda, Mount Lebanon",48000                        ,Apartment,400,4,6
"Ouyoun Al Simen, Kesrouane, Mount Lebanon",18000                        ,Chalet,120,2,3
"Furn El Chebbak, Baabda, Mount Lebanon",25000                        ,Shop,200,1,N/A
"Achrafieh, Beirut, Beirut",60000                        ,Office,475,6,N/A
"Jbeil, Jbeil, Mount Lebanon",6000                        ,Apartment,130,2,2
"Ghazir, Kesrouane, Mount Lebanon",60000                        ,House/Villa,800,5,9
"Ghazir, Kesrouane, Mount Lebanon",30000                        ,Warehouse,1300,1,N/A
"Ghazir, Kesrouane, Mount Lebanon",24000                        ,Warehouse,1070,1,N/A
"Ghazir, Kesrouane, Mount Lebanon",12000                        ,Warehouse,180,1,N/A
"Ghazir, Kesrouane, Mount Lebanon",3600                        ,Warehouse,88,1,N/A
"Jbeil, Jbeil, Mount Lebanon",30000                        ,Shop,200,1,N/A
"Achkout, Kesrouane, Mount Lebanon",6000                        ,House/Villa,200,2,2
"Jbeil, Jbeil, Mount Lebanon",24000                        ,Office,180,2,N/A
"Jbeil, Jbeil, Mount Lebanon",9000                        ,Office,110,2,N/A
"Jal el Dib, El Metn, Mount Lebanon",15000                        ,Apartment,300,2,3
"Dekweneh, El Metn, Mount Lebanon",25000                        ,Office,260,2,N/A
"Jbeil, Jbeil, Mount Lebanon",36000                        ,Office,500,2,N/A
"Achrafieh, Beirut, Beirut",15000                        ,Shop,100,1,N/A
