Address,Price,Type,Size,Bedrooms,Bathrooms
"Ras Beirut, Beirut, Beirut","$45,000                         /Year",Apartment,468 m²,3,4
"Chekka, Batroun, North","$150,000                         /Year",Shop,"4,000 m²",N/A,N/A
"Kfarzebian, Kesrouane, Mount Lebanon","$18,000                         /Year",Chalet,110 m²,2,2
"kfarhbeib, Kesrouane, Mount Lebanon","$9,600                         /Year",Apartment,185 m²,3,2
"Sin El Fil, El Metn, Mount Lebanon","$36,000                         /Year",Office,200 m²,2,N/A
"Zalka, El Metn, Mount Lebanon","$10,800                         /Year",Office,87 m²,2,N/A
"kfarhbeib, Kesrouane, Mount Lebanon","$12,000                         /Year",Apartment,200 m²,3,3
"Achrafieh, Beirut, Beirut","$22,000                         /Year",Apartment,285 m²,3,4
"Zouk Mikael, Kesrouane, Mount Lebanon","$8,400                         /Year",Shop,85 m²,1,N/A
"Down Town, Beirut, Beirut","$75,000                         /Year",Commercial Building,440 m²,N/A,N/A
"Down Town, Beirut, Beirut","$72,000                         /Year",Office,389 m²,6,2
"Down Town, Beirut, Beirut","$36,000                         /Year",Office,200 m²,2,N/A
"Down Town, Beirut, Beirut","$160,000                         /Year",Shop,867 m²,4,1
"Down Town, Beirut, Beirut","$285,000                         /Year",Shop,972 m²,1,N/A
"Bouchrieh, El Metn, Mount Lebanon","$18,000                         /Year",Office,250 m²,3,N/A
"Monteverde, El Metn, Mount Lebanon","$48,000                         /Year",Apartment,270 m²,4,3
"Down Town, Beirut, Beirut","$45,000                         /Year",Apartment,200 m²,2,3
"Down Town, Beirut, Beirut","$174,000                         /Year",Office,"1,200 m²",2,N/A
"Nahr El Mot, El Metn, Mount Lebanon","$90,000                         /Year",Land,"2,042 m²",3,N/A
"Nahr El Mot, El Metn, Mount Lebanon","$36,000                         /Year",Office,350 m²,3,N/A
"Monsef, Jbeil, Mount Lebanon","$18,000                         /Year",Land,"3,100 m²",N/A,N/A
"Mezher, El Metn, Mount Lebanon","$8,400                         /Year",Apartment,145 m²,2,3
"Jbeil, Jbeil, Mount Lebanon","$14,400                         /Year",Apartment,185 m²,3,3
"Jbeil, Jbeil, Mount Lebanon","$4,800                         /Year",Land,980 m²,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon","$36,000                         /Year",Land,"4,000 m²",N/A,N/A
"Aamchit, Jbeil, Mount Lebanon","$26,500                         /Year",Land,"1,800 m²",N/A,N/A
"Horsh Tabet, El Metn, Mount Lebanon","$5,400                         /Year",Office,50 m²,1,N/A
"Hazmieh, Baabda, Mount Lebanon","$12,000                         /Year",Apartment,120 m²,2,3
"Batroun, Batroun, North","$20,400                         /Year",Apartment,200 m²,2,2
"Batroun, Batroun, North","$5,400                         /Year",Office,40 m²,1,N/A
"Achrafieh, Beirut, Beirut","$6,000                         /Year",Office,50 m²,1,N/A
"Down Town, Beirut, Beirut","$100,000                         /Year",Shop,502 m²,1,N/A
"Faraya, Kesrouane, Mount Lebanon","$24,000                         /Year",House/Villa,320 m²,5,5
"Jal el Dib, El Metn, Mount Lebanon","$120,000                         /Year",Shop,"1,600 m²",N/A,N/A
"Ras Beirut, Beirut, Beirut","$14,400                         /Year",Office,49 m²,1,N/A
"Achrafieh, Beirut, Beirut","$45,000                         /Year",Apartment,420 m²,3,4
"Ras Beirut, Beirut, Beirut","$60,000                         /Year",Office,600 m²,4,N/A
"Jbeil, Jbeil, Mount Lebanon","$4,200                         /Year",Office,65 m²,1,N/A
"Jal el Dib, El Metn, Mount Lebanon","$8,400                         /Year",Apartment,120 m²,3,3
"Safra, Kesrouane, Mount Lebanon","$13,200                         /Year",Apartment,130 m²,2,3
"Fatqa, Kesrouane, Mount Lebanon","$3,600                         /Year",Office,60 m²,1,N/A
"Yarzeh, Baabda, Mount Lebanon","$33,000                         /Year",Apartment,230 m²,3,5
"Achrafieh, Beirut, Beirut","$18,000                         /Year",Apartment,190 m²,2,3
"Jbeil, Jbeil, Mount Lebanon","$60,000                         /Year",Commercial Building,"2,300 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$18,000                         /Year",Apartment,150 m²,2,3
"Jal el Dib, El Metn, Mount Lebanon","$9,600                         /Year",Office,150 m²,2,N/A
"Mtayleb, El Metn, Mount Lebanon","$15,000                         /Year",Warehouse,500 m²,1,N/A
"Sahel Alma, Kesrouane, Mount Lebanon","$24,000                         /Year",Apartment,300 m²,3,5
"Down Town, Beirut, Beirut","$24,000                         /Year",Apartment,115 m²,1,2
"Ras Beirut, Beirut, Beirut","$15,600                         /Year",Apartment,160 m²,3,3
"Rabieh, El Metn, Mount Lebanon","$36,000                         /Year",Apartment,350 m²,4,5
"Laqlouq, Jbeil, Mount Lebanon","$7,000                         /Year",Chalet,240 m²,3,4
"Kfarzebian, Kesrouane, Mount Lebanon","$15,000                         /Year",Chalet,100 m²,2,2
"Fakra, Kesrouane, Mount Lebanon","$6,000                         /Year",Chalet,45 m²,1,1
"Fakra, Kesrouane, Mount Lebanon","$10,000                         /Year",Chalet,90 m²,2,3
"Ouyoun Al Simen, Kesrouane, Mount Lebanon","$12,000                         /Year",Chalet,130 m²,3,3
"Baabdat, El Metn, Mount Lebanon","$72,000                         /Year",House/Villa,650 m²,4,5
"Ras Beirut, Beirut, Beirut","$24,000                         /Year",Apartment,160 m²,2,3
"Ghazir, Kesrouane, Mount Lebanon","$150,000                         /Year",Shop,670 m²,N/A,N/A
"Qartaboun, Jbeil, Mount Lebanon","$6,000                         /Year",Warehouse,100 m²,N/A,N/A
"Achrafieh, Beirut, Beirut","$8,400                         /Year",Apartment,90 m²,2,1
"Kfaryassine, Kesrouane, Mount Lebanon","$12,000                         /Year",Apartment,260 m²,3,3
"Jnah, Beirut, Beirut","$31,000                         /Year",Apartment,250 m²,3,4
"Jeita, Kesrouane, Mount Lebanon","$15,000                         /Year",House/Villa,"1,100 m²",5,5
"Kfaryassine, Kesrouane, Mount Lebanon","$12,000                         /Year",Apartment,250 m²,3,4
"Mtayleb, El Metn, Mount Lebanon","$36,000                         /Year",Shop,"1,400 m²",9,N/A
"Achrafieh, Beirut, Beirut","$7,200                         /Year",Apartment,90 m²,2,1
"Achrafieh, Beirut, Beirut","$36,000                         /Year",Apartment,350 m²,3,4
"Achrafieh, Beirut, Beirut","$24,000                         /Year",Apartment,200 m²,3,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$24,000                         /Year",Land,"1,021 m²",N/A,N/A
"Sahel Alma, Kesrouane, Mount Lebanon","$18,000                         /Year",Apartment,270 m²,3,3
"Sin El Fil, El Metn, Mount Lebanon","$500,000                         /Year",Commercial Building,"3,000 m²",9,N/A
"Down Town, Beirut, Beirut","$50,000                         /Year",Apartment,450 m²,3,3
"Aatchane, El Metn, Mount Lebanon","$13,000                         /Year",Apartment,160 m²,2,3
"Achrafieh, Beirut, Beirut","$15,600                         /Year",Apartment,230 m²,3,3
"Achrafieh, Beirut, Beirut","$18,000                         /Year",Office,103 m²,2,N/A
"Down Town, Beirut, Beirut","$30,000                         /Year",Office,100 m²,1,N/A
"Ras Beirut, Beirut, Beirut","$18,000                         /Year",Shop,75 m²,N/A,N/A
"Ras Beirut, Beirut, Beirut","$22,800                         /Year",Apartment,280 m²,4,4
"Kaslik, Kesrouane, Mount Lebanon","$9,600                         /Year",Shop,100 m²,1,N/A
"Antelias, El Metn, Mount Lebanon","$6,000                         /Year",Apartment,100 m²,2,2
"Ras Beirut, Beirut, Beirut","$16,800                         /Year",Office,90 m²,1,N/A
"Bouchrieh, El Metn, Mount Lebanon","$60,000                         /Year",Shop,340 m²,N/A,N/A
"Bouchrieh, El Metn, Mount Lebanon","$19,000                         /Year",Office,125 m²,1,N/A
"Bouchrieh, El Metn, Mount Lebanon","$14,000                         /Year",Office,105 m²,1,N/A
"kfarhbeib, Kesrouane, Mount Lebanon","$20,000                         /Year",Apartment,300 m²,3,4
"Antelias, El Metn, Mount Lebanon","$8,400                         /Year",Shop,100 m²,2,N/A
"Antelias, El Metn, Mount Lebanon","$6,600                         /Year",Shop,80 m²,2,N/A
"Baabda, Baabda, Mount Lebanon","$44,400                         /Year",Apartment,400 m²,3,4
"Baabda, Baabda, Mount Lebanon","$22,000                         /Year",Apartment,300 m²,3,4
"Dekweneh, El Metn, Mount Lebanon","$9,600                         /Year",Apartment,300 m²,3,3
"Halat, Jbeil, Mount Lebanon","$7,200                         /Year",Apartment,300 m²,4,4
"Achrafieh, Beirut, Beirut","$19,200                         /Year",Apartment,160 m²,3,2
"Achrafieh, Beirut, Beirut","$24,000                         /Year",Office,400 m²,3,N/A
"Halat, Jbeil, Mount Lebanon","$6,000                         /Year",Apartment,52 m²,1,1
"Biyada, El Metn, Mount Lebanon","$15,000                         /Year",Apartment,350 m²,4,4
"Achrafieh, Beirut, Beirut","$12,000                         /Year",Shop,64 m²,1,N/A
"Dekweneh, El Metn, Mount Lebanon","$8,400                         /Year",Office,65 m²,1,N/A
"Ras Beirut, Beirut, Beirut","$24,000                         /Year",Apartment,290 m²,3,3
"Jounieh, Kesrouane, Mount Lebanon","$36,000                         /Year",Shop,260 m²,2,N/A
"Achrafieh, Beirut, Beirut","$18,000                         /Year",Office,200 m²,3,N/A
"Yarzeh, Baabda, Mount Lebanon","$18,000                         /Year",Apartment,168 m²,2,3
"Adma, Kesrouane, Mount Lebanon","$12,000                         /Year",Apartment,160 m²,3,3
"Fidar, Jbeil, Mount Lebanon","$29,000                         /Year",Land,"2,370 m²",N/A,N/A
"Bsalim, El Metn, Mount Lebanon","$18,000                         /Year",Office,240 m²,3,N/A
"Mtayleb, El Metn, Mount Lebanon","$30,000                         /Year",Apartment,235 m²,3,3
"Mtayleb, El Metn, Mount Lebanon","$18,000                         /Year",Apartment,200 m²,3,5
"Achrafieh, Beirut, Beirut","$60,000                         /Year",Apartment,300 m²,3,4
"Mazraat Yachouh, El Metn, Mount Lebanon","$10,800                         /Year",Apartment,205 m²,3,4
"Achrafieh, Beirut, Beirut","$25,500                         /Year",Apartment,180 m²,2,3
"Jbeil, Jbeil, Mount Lebanon","$8,400                         /Year",Apartment,185 m²,3,3
"Baabda, Baabda, Mount Lebanon","$24,000                         /Year",Apartment,185 m²,3,4
"Antelias, El Metn, Mount Lebanon","$18,000                         /Year",Shop,220 m²,1,N/A
"Achrafieh, Beirut, Beirut","$15,000                         /Year",Apartment,234 m²,3,2
"Achrafieh, Beirut, Beirut","$32,000                         /Year",Shop,150 m²,1,N/A
"Antelias, El Metn, Mount Lebanon","$30,000                         /Year",Office,100 m²,1,N/A
"Ouyoun Al Simen, Kesrouane, Mount Lebanon","$9,000                         /Year",Chalet,100 m²,2,2
"Kaslik, Kesrouane, Mount Lebanon","$14,400                         /Year",Apartment,300 m²,4,3
"Rabweh, El Metn, Mount Lebanon","$10,200                         /Year",Apartment,225 m²,3,2
"Jounieh, Kesrouane, Mount Lebanon","$10,000                         /Year",Chalet,85 m²,1,2
"Jounieh, Kesrouane, Mount Lebanon","$24,000                         /Year",Shop,120 m²,1,N/A
"Jbeil, Jbeil, Mount Lebanon","$7,200                         /Year",Apartment,170 m²,2,2
"Adma, Kesrouane, Mount Lebanon","$18,000                         /Year",Apartment,200 m²,3,5
"Kaslik, Kesrouane, Mount Lebanon","$6,000                         /Year",Office,74 m²,1,N/A
"Batroun, Batroun, North","$3,000                         /Year",Shop,60 m²,1,N/A
"Down Town, Beirut, Beirut","$34,000                         /Year",Office,170 m²,1,N/A
"Ras Beirut, Beirut, Beirut","$30,000                         /Year",Apartment,340 m²,4,4
"Achrafieh, Beirut, Beirut","$12,000                         /Year",Office,130 m²,1,N/A
"Batroun, Batroun, North","$10,200",Apartment,145 m²,2,2
"Fatqa, Kesrouane, Mount Lebanon","$6,000                         /Year",Apartment,140 m²,3,2
"Antelias, El Metn, Mount Lebanon","$16,800                         /Year",Office,110 m²,1,N/A
"Down Town, Beirut, Beirut","$42,000                         /Year",Office,285 m²,3,N/A
"Down Town, Beirut, Beirut","$38,000                         /Year",Office,285 m²,3,N/A
"Down Town, Beirut, Beirut","$24,000                         /Year",Office,240 m²,3,N/A
"Dekweneh, El Metn, Mount Lebanon","$8,400                         /Year",Office,120 m²,1,N/A
"Achrafieh, Beirut, Beirut","$18,000",Apartment,185 m²,3,3
"Adonis, Kesrouane, Mount Lebanon","$5,400                         /Year",Apartment,180 m²,3,3
"Antelias, El Metn, Mount Lebanon","$200,000                         /Year",Shop,770 m²,N/A,N/A
"Antelias, El Metn, Mount Lebanon","$160,000                         /Year",Shop,600 m²,N/A,N/A
"Antelias, El Metn, Mount Lebanon","$150,000                         /Year",Office,600 m²,N/A,N/A
"Aoukar, El Metn, Mount Lebanon","$4,800                         /Year",Office,75 m²,1,N/A
"Ras Beirut, Beirut, Beirut","$13,200                         /Year",Apartment,43 m²,1,1
"Achrafieh, Beirut, Beirut","$8,400                         /Year",Office,100 m²,2,N/A
"Louaize, Baabda, Mount Lebanon","$160,000                         /Year",Apartment,"1,080 m²",5,8
"Jal el Dib, El Metn, Mount Lebanon","$8,400                         /Year",Shop,50 m²,1,N/A
"Mazraat Yachouh, El Metn, Mount Lebanon","$9,000                         /Year",Apartment,150 m²,3,3
"Dbayeh, El Metn, Mount Lebanon","$9,600                         /Year",Office,110 m²,1,N/A
"Ghazir, Kesrouane, Mount Lebanon","$120,000                         /Year",Commercial Building,"3,000 m²",N/A,N/A
"Antelias, El Metn, Mount Lebanon","$4,200                         /Year",Office,35 m²,1,N/A
"Badaro, Beirut, Beirut","$30,000                         /Year",Shop,120 m²,2,N/A
"Jounieh, Kesrouane, Mount Lebanon","$300,000                         /Year",Warehouse,"1,400 m²",N/A,N/A
"Sarba, Kesrouane, Mount Lebanon","$10,800                         /Year",Apartment,175 m²,3,4
"Bouchrieh, El Metn, Mount Lebanon","$27,000                         /Year",Office,300 m²,3,N/A
"Down Town, Beirut, Beirut","$9,000                         /Year",Office,112 m²,1,N/A
"Down Town, Beirut, Beirut","$25,000                         /Year",Warehouse,465 m²,N/A,N/A
"Ajaltoun, Kesrouane, Mount Lebanon","$6,000                         /Year",Apartment,250 m²,3,3
"Badaro, Beirut, Beirut","$30,000                         /Year",Apartment,300 m²,3,2
"Jounieh, Kesrouane, Mount Lebanon","$12,000                         /Year",Apartment,250 m²,3,4
"Achrafieh, Beirut, Beirut","$30,000                         /Year",Apartment,300 m²,3,3
"Badaro, Beirut, Beirut","$30,000                         /Year",Shop,120 m²,1,N/A
"Achrafieh, Beirut, Beirut","$80,000                         /Year",Shop,386 m²,2,N/A
"Fatqa, Kesrouane, Mount Lebanon","$36,000                         /Year",House/Villa,800 m²,4,6
"Dekweneh, El Metn, Mount Lebanon","$120,000                         /Year",Office,500 m²,2,N/A
"Dekweneh, El Metn, Mount Lebanon","$100,000                         /Year",Office,500 m²,N/A,N/A
"Hsoun, Jbeil, Mount Lebanon","$120,000                         /Year",Land,"14,000 m²",N/A,N/A
"kfarhbeib, Kesrouane, Mount Lebanon","$15,600                         /Year",Apartment,300 m²,4,5
"Achrafieh, Beirut, Beirut","$12,000                         /Year",Apartment,150 m²,2,2
"Beit el Chaar, El Metn, Mount Lebanon","$7,200                         /Year",Apartment,150 m²,3,2
"Beit el Chaar, El Metn, Mount Lebanon","$7,800                         /Year",Apartment,120 m²,2,2
"Badaro, Beirut, Beirut","$15,000                         /Year",Shop,25 m²,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon","$2,400                         /Year",Office,36 m²,1,N/A
"Adma, Kesrouane, Mount Lebanon","$36,000                         /Year",Apartment,215 m²,3,4
"Ouyoun Al Simen, Kesrouane, Mount Lebanon","$30,000                         /Year",Apartment,200 m²,3,3
"Kaslik, Kesrouane, Mount Lebanon","$45,000                         /Year",Shop,150 m²,1,N/A
"Hamat, Batroun, North","$6,000                         /Year",House/Villa,105 m²,2,1
"Mazraat Yachouh, El Metn, Mount Lebanon","$14,400                         /Year",Warehouse,210 m²,1,N/A
"Beit el Chaar, El Metn, Mount Lebanon","$24,000                         /Year",Apartment,300 m²,3,4
"Ras Beirut, Beirut, Beirut","$30,000                         /Year",Apartment,250 m²,3,3
"Ras Beirut, Beirut, Beirut","$40,000                         /Year",Apartment,250 m²,2,3
"Antelias, El Metn, Mount Lebanon","$60,000                         /Year",Shop,400 m²,2,N/A
"Dbayeh, El Metn, Mount Lebanon","$6,600                         /Year",Office,60 m²,1,N/A
"Down Town, Beirut, Beirut","$150,000                         /Year",Shop,525 m²,5,N/A
"Achrafieh, Beirut, Beirut","$36,000                         /Year",Shop,55 m²,N/A,N/A
"Achrafieh, Beirut, Beirut","$18,000                         /Year",Office,120 m²,1,N/A
"Achrafieh, Beirut, Beirut","$12,000                         /Year",Office,80 m²,1,N/A
"Achrafieh, Beirut, Beirut","$40,000                         /Year",Shop,350 m²,2,N/A
"Fakra, Kesrouane, Mount Lebanon","$18,000                         /Year",Chalet,250 m²,3,4
"Beit el Chaar, El Metn, Mount Lebanon","$12,000                         /Year",Shop,140 m²,1,N/A
"Down Town, Beirut, Beirut","$36,000                         /Year",Apartment,320 m²,4,3
"Down Town, Beirut, Beirut","$48,000                         /Year",Apartment,400 m²,4,4
"Horsh Tabet, El Metn, Mount Lebanon","$48,000                         /Year",Shop,500 m²,N/A,N/A
"Halat, Jbeil, Mount Lebanon","$12,000                         /Year",Land,"1,500 m²",N/A,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$24,000                         /Year",Office,220 m²,2,N/A
"Kaslik, Kesrouane, Mount Lebanon","$9,600                         /Year",Shop,58 m²,1,N/A
"Dekweneh, El Metn, Mount Lebanon","$10,800                         /Year",Office,72 m²,1,N/A
"Dora, El Metn, Mount Lebanon","$7,200                         /Year",Office,80 m²,N/A,N/A
"Berj Hammoud, El Metn, Mount Lebanon","$3,600                         /Year",Office,55 m²,1,N/A
"Ras Beirut, Beirut, Beirut","$16,200                         /Year",Apartment,210 m²,2,2
"Faraya, Kesrouane, Mount Lebanon","$12,000                         /Year",Land,"1,000 m²",N/A,N/A
"Bouchrieh, El Metn, Mount Lebanon","$24,000                         /Year",Office,180 m²,1,N/A
"Horsh Tabet, El Metn, Mount Lebanon","$29,000                         /Year",Apartment,240 m²,3,2
"Zaroun, El Metn, Mount Lebanon","$15,000                         /Year",Land,"2,000 m²",N/A,N/A
"Jdeideh, El Metn, Mount Lebanon","$6,000                         /Year",Office,120 m²,1,N/A
"Zalka, El Metn, Mount Lebanon","$16,500                         /Year",Office,240 m²,2,N/A
"Zalka, El Metn, Mount Lebanon","$33,000                         /Year",Office,480 m²,1,N/A
"Achrafieh, Beirut, Beirut","$40,000                         /Year",Shop,360 m²,2,N/A
"Zalka, El Metn, Mount Lebanon","$31,000                         /Year",Office,450 m²,2,N/A
"Tabarja, Kesrouane, Mount Lebanon","$24,000                         /Year",Apartment,300 m²,3,4
"Down Town, Beirut, Beirut","$6,000                         /Year",Office,30 m²,N/A,N/A
"Kaslik, Kesrouane, Mount Lebanon","$12,000                         /Year",Apartment,312 m²,3,3
"Hazmieh, Baabda, Mount Lebanon","$75,000                         /Year",Office,500 m²,N/A,N/A
"Zalka, El Metn, Mount Lebanon","$9,600                         /Year",Shop,65 m²,2,N/A
"Kaslik, Kesrouane, Mount Lebanon","$12,000                         /Year",Chalet,85 m²,1,1
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$8,000                         /Year",Chalet,45 m²,1,1
"Jounieh, Kesrouane, Mount Lebanon","$14,400                         /Year",Apartment,200 m²,3,3
"Faytroun, Kesrouane, Mount Lebanon","$18,000                         /Year",Apartment,145 m²,3,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$7,200                         /Year",Apartment,185 m²,2,3
"Adma, Kesrouane, Mount Lebanon","$9,000                         /Year",Apartment,160 m²,3,4
"Badaro, Beirut, Beirut","$36,000                         /Year",Shop,90 m²,2,N/A
"Achrafieh, Beirut, Beirut","$10,800                         /Year",Office,90 m²,1,N/A
"Dbayeh, El Metn, Mount Lebanon","$60,000                         /Year",Office,700 m²,4,N/A
"Blat, Jbeil, Mount Lebanon","$18,000                         /Year",Land,"1,200 m²",N/A,N/A
"Dbayeh, El Metn, Mount Lebanon","$40,000                         /Year",Land,"1,334 m²",N/A,N/A
"Jounieh, Kesrouane, Mount Lebanon","$6,000                         /Year",Office,200 m²,2,N/A
"Berj Hammoud, El Metn, Mount Lebanon","$90,000                         /Year",Shop,600 m²,2,N/A
"Batroun, Batroun, North","$24,000                         /Year",Apartment,95 m²,2,2
"Down Town, Beirut, Beirut","$24,000                         /Year",Office,132 m²,1,N/A
"Down Town, Beirut, Beirut","$18,000                         /Year",Office,100 m²,1,N/A
"Achrafieh, Beirut, Beirut","$9,600                         /Year",Apartment,240 m²,3,3
"Mtayleb, El Metn, Mount Lebanon","$17,000                         /Year",Apartment,220 m²,2,4
"Ras Beirut, Beirut, Beirut","$36,000                         /Year",Office,250 m²,1,N/A
"Jounieh, Kesrouane, Mount Lebanon","$12,000                         /Year",Chalet,237 m²,4,4
"Down Town, Beirut, Beirut","$8,000                         /Year",Office,80 m²,1,N/A
"Down Town, Beirut, Beirut","$40,000                         /Year",Office,400 m²,2,N/A
"Down Town, Beirut, Beirut","$12,000                         /Year",Office,120 m²,1,N/A
"Mazraat Yachouh, El Metn, Mount Lebanon","$14,400                         /Year",Shop,300 m²,1,N/A
"Aamchit, Jbeil, Mount Lebanon","$7,500                         /Year",Chalet,60 m²,1,1
"Bikfaya, El Metn, Mount Lebanon","$5,400                         /Year",Apartment,75 m²,1,2
"Mtayleb, El Metn, Mount Lebanon","$27,000                         /Year",Apartment,340 m²,3,4
"Dik El Mehdi, El Metn, Mount Lebanon","$9,600                         /Year",Apartment,184 m²,3,5
"Yarzeh, Baabda, Mount Lebanon","$45,000                         /Year",Apartment,450 m²,4,5
"Badaro, Beirut, Beirut","$15,000                         /Year",Apartment,272 m²,3,3
"Zalka, El Metn, Mount Lebanon","$15,000                         /Year",Land,"2,126 m²",N/A,N/A
"Barbara, Jbeil, Mount Lebanon","$24,000                         /Year",Land,"3,000 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$13,200                         /Year",Apartment,180 m²,3,3
"Ras Beirut, Beirut, Beirut","$24,000                         /Year",Apartment,164 m²,3,4
"Achrafieh, Beirut, Beirut","$30,000                         /Year",Apartment,420 m²,4,5
"Achrafieh, Beirut, Beirut","$10,000                         /Year",Apartment,170 m²,3,3
"Achrafieh, Beirut, Beirut","$10,000                         /Year",Shop,60 m²,1,N/A
"Aatchane, El Metn, Mount Lebanon","$18,000                         /Year",Apartment,213 m²,3,3
"Achrafieh, Beirut, Beirut","$80,000                         /Year",Shop,600 m²,1,N/A
"Down Town, Beirut, Beirut","$10,000                         /Year",Shop,48 m²,1,N/A
"Achrafieh, Beirut, Beirut","$36,000                         /Year",Apartment,166 m²,2,3
"Badaro, Beirut, Beirut","$19,200                         /Year",Office,150 m²,3,N/A
"Badaro, Beirut, Beirut","$7,200                         /Year",Office,75 m²,1,N/A
"Badaro, Beirut, Beirut","$17,000                         /Year",Office,140 m²,2,N/A
"Louaize, Baabda, Mount Lebanon","$40,000                         /Year",Warehouse,"1,200 m²",1,N/A
"Badaro, Beirut, Beirut","$24,000                         /Year",Apartment,300 m²,3,4
"Batroun, Batroun, North","$30,000                         /Year",Apartment,200 m²,3,4
"Dekweneh, El Metn, Mount Lebanon","$12,000                         /Year",Shop,120 m²,2,1
"Ras Beirut, Beirut, Beirut","$32,400                         /Year",Apartment,190 m²,3,3
"Mansourieh, El Metn, Mount Lebanon","$18,000                         /Year",Office,240 m²,1,N/A
"Ain Saadeh, El Metn, Mount Lebanon","$72,000                         /Year",House/Villa,850 m²,4,5
"Fanar, El Metn, Mount Lebanon","$18,000                         /Year",Apartment,350 m²,5,5
"Dora, El Metn, Mount Lebanon","$6,500                         /Year",Office,88 m²,N/A,N/A
"Tabarja, Kesrouane, Mount Lebanon","$24,000                         /Year",Apartment,227 m²,2,3
"Ras Beirut, Beirut, Beirut","$30,000                         /Year",Apartment,500 m²,3,3
"Tabarja, Kesrouane, Mount Lebanon","$10,000                         /Year",Chalet,70 m²,1,2
"Achrafieh, Beirut, Beirut","$7,200                         /Year",Office,70 m²,1,N/A
"Sahel Alma, Kesrouane, Mount Lebanon","$9,000                         /Year",Apartment,180 m²,3,3
"Batroun, Batroun, North","$8,100                         /Year",Chalet,56 m²,1,1
"Halat, Jbeil, Mount Lebanon","$3,000                         /Season",Chalet,38 m²,1,1
"Down Town, Beirut, Beirut","$80,000                         /Year",Apartment,300 m²,3,3
"Sahel Alma, Kesrouane, Mount Lebanon","$9,000                         /Year",Apartment,180 m²,3,3
"Sahel Alma, Kesrouane, Mount Lebanon","$7,500                         /Year",Apartment,180 m²,3,3
"Jounieh, Kesrouane, Mount Lebanon","$36,000                         /Year",Shop,300 m²,1,N/A
"Achrafieh, Beirut, Beirut","$22,800                         /Year",Apartment,155 m²,1,2
"Achrafieh, Beirut, Beirut","$12,000                         /Year",Office,100 m²,1,N/A
"Achrafieh, Beirut, Beirut","$24,000                         /Year",Office,200 m²,2,N/A
"Sahel Alma, Kesrouane, Mount Lebanon","$9,600                         /Year",Apartment,390 m²,4,4
"Ras Beirut, Beirut, Beirut","$250,000                         /Year",Office,"1,000 m²",6,N/A
"Down Town, Beirut, Beirut","$130,000                         /Year",Office,350 m²,2,N/A
"Achrafieh, Beirut, Beirut","$30,000                         /Year",Office,240 m²,N/A,N/A
"Achrafieh, Beirut, Beirut","$18,000                         /Year",Apartment,300 m²,3,2
"Achrafieh, Beirut, Beirut","$7,000                         /Year",Office,70 m²,1,N/A
"Down Town, Beirut, Beirut","$700,000                         /Year",Office,"1,745 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$24,000                         /Year",Apartment,250 m²,3,3
"Dbayeh, El Metn, Mount Lebanon","$18,000                         /Year",Office,270 m²,4,N/A
"Achrafieh, Beirut, Beirut","$12,000                         /Year",Office,100 m²,2,N/A
"Dekweneh, El Metn, Mount Lebanon","$15,600                         /Year",Apartment,170 m²,3,3
"Ras Beirut, Beirut, Beirut","$60,000                         /Year",Office,440 m²,5,N/A
"Achrafieh, Beirut, Beirut","$24,000                         /Year",Warehouse,530 m²,7,N/A
"Aamchit, Jbeil, Mount Lebanon","$50,000                         /Year",Commercial Building,"1,000 m²",N/A,N/A
"Mkalles, El Metn, Mount Lebanon","$21,000                         /Year",Warehouse,700 m²,1,N/A
"Jbeil, Jbeil, Mount Lebanon","$18,000                         /Year",Shop,360 m²,1,N/A
"Mkalles, El Metn, Mount Lebanon","$66,000                         /Year",Warehouse,"2,200 m²",1,N/A
"Achrafieh, Beirut, Beirut","$18,000                         /Year",Apartment,275 m²,3,3
"Blat, Jbeil, Mount Lebanon","$144,000                         /Year",Residential Building,"1,000 m²",52,N/A
"Halat, Jbeil, Mount Lebanon","$150,000                         /Year",Warehouse,"1,100 m²",1,N/A
"Down Town, Beirut, Beirut","$40,000                         /Year",Apartment,280 m²,3,4
"Koura, Koura, North","$48,000                         /Year",Shop,"1,000 m²",1,N/A
"Batroun, Batroun, North","$36,000                         /Year",House/Villa,200 m²,5,5
"Batroun, Batroun, North","$4,800                         /Year",Shop,72 m²,2,N/A
"Kaslik, Kesrouane, Mount Lebanon","$12,000                         /Year",Apartment,300 m²,3,4
"Achrafieh, Beirut, Beirut","$21,600                         /Year",Apartment,177 m²,3,3
"Achrafieh, Beirut, Beirut","$50,000                         /Year",Office,400 m²,1,N/A
"Nahr Ibrahim, Jbeil, Mount Lebanon","$36,000                         /Year",Shop,400 m²,1,N/A
"Monsef, Jbeil, Mount Lebanon","$14,400                         /Year",Land,"1,200 m²",N/A,N/A
"Monsef, Jbeil, Mount Lebanon","$72,000                         /Year",Land,"5,060 m²",N/A,N/A
