id,province_id,name_en,name_ar,copy_field_en,copy_field_ar
c698,1,Sarba (Nabatieh),صربا (النبطية),"Sarba (Nabatieh) (Nabatieh Governorate, Nabatieh district)","صربا (النبطية) (محافظة النبطية, قضاء النبطية)"
c699,1,Hadatha,الحدثا,"Hadatha (Nabatieh Governorate, Bint Jbeil district)","الحدثا (محافظة النبطية, قضاء بنت جبيل)"
c700,1,Qlaiaa,القليعة,"Qlaiaa (Nabatieh Governorate, Marjaayoun district)","القليعة (محافظة النبطية, قضاء مرجعيون)"
c701,3,Madfoun,مدفون,"Madfoun (North Governorate, Batroun district)","مدفون (محافظة الشمال, قضاء البترون)"
c702,3,Hasroun,حصرون,"Hasroun (North Governorate, Bcharre district)","حصرون (محافظة الشمال, قضاء بشري)"
c703,3,Oueta Fares,عويطى فارس,"Oueta Fares (North Governorate, Koura district)","عويطى فارس (محافظة الشمال, قضاء الكورة)"
c704,3,Mazraat Et Toufah,مزرعة التفاح,"Mazraat Et Toufah (North Governorate, Zgharta district)","مزرعة التفاح (محافظة الشمال, قضاء زغرتا)"
c705,3,Jerd Al Njass,جرد النجاص,"Jerd Al Njass (North Governorate, Minieh-danniyeh district)","جرد النجاص (محافظة الشمال, قضاء المنية والضنية)"
c706,3,Boulevard,بولفار,"Boulevard (North Governorate, Tripoli district)","بولفار (محافظة الشمال, قضاء طرابلس)"
c707,3,Deir Janine,دير جنين,"Deir Janine (North Governorate, Akkar district)","دير جنين (محافظة الشمال, قضاء عكار)"
c708,3,Koucha,كوشا,"Koucha (North Governorate, Akkar district)","كوشا (محافظة الشمال, قضاء عكار)"
c709,3,Aabboudiye,عبودية,"Aabboudiye (North Governorate, Akkar district)","عبودية (محافظة الشمال, قضاء عكار)"
c710,5,Salhiye,صالحيه,"Salhiye (South Governorate, Saida district)","صالحيه (محافظة الجنوب, قضاء صيدا)"
c711,5,Halloussiye,حلوسيه,"Halloussiye (South Governorate, Tyre district)","حلوسيه (محافظة الجنوب, قضاء صور)"
c712,5,Aramtah,أرمطة,"Aramtah (South Governorate, Jezzine district)","أرمطة (محافظة الجنوب, قضاء جزين)"
c713,5,Dhour El Sfarieh,ضهور السفارية,"Dhour El Sfarieh (South Governorate, Jezzine district)","ضهور السفارية (محافظة الجنوب, قضاء جزين)"
c714,2,Sabra,صبرا,"Sabra (Beirut Governorate, Beirut district)","صبرا (محافظة بيروت, قضاء بيروت)"
c715,2,Airport area,طريق المطار,"Airport area (Beirut Governorate, Beirut district)","طريق المطار (محافظة بيروت, قضاء بيروت)"
c716,2,Kaskas,قسقس,"Kaskas (Beirut Governorate, Beirut district)","قسقس (محافظة بيروت, قضاء بيروت)"
c717,4,Khodor,خضر,"Khodor (Bekaa Governorate, Baalbeck district)","خضر (محافظة البقاع, قضاء بعلبك)"
c718,4,Wadi Faara,وادي فعرا,"Wadi Faara (Bekaa Governorate, Baalbeck district)","وادي فعرا (محافظة البقاع, قضاء بعلبك)"
c719,4,Hermel,هرمل,"Hermel (Bekaa Governorate, Hermel district)","هرمل (محافظة البقاع, قضاء هرمل)"
c720,4,Maalaqa,معلقة,"Maalaqa (Bekaa Governorate, Zahle district)","معلقة (محافظة البقاع, قضاء زحلة)"
c721,6,Mar Roukoz,مار روكز,"Mar Roukoz (Mount Lebanon Governorate, El Metn district)","مار روكز (محافظة جبل لبنان, قضاء المتن)"
c722,2,Burj Abi Haidar,برج ابي حيدر,"Burj Abi Haidar (Beirut Governorate, Beirut district)","برج ابي حيدر (محافظة بيروت, قضاء بيروت)"
c723,6,Rabieh,الرابية,"Rabieh (Mount Lebanon Governorate, El Metn district)","الرابية (محافظة جبل لبنان, قضاء المتن)"
c724,6,Sannine,صنين,"Sannine (Mount Lebanon Governorate, El Metn district)","صنين (محافظة جبل لبنان, قضاء المتن)"
c725,6,Daraiya,داريا,"Daraiya (Mount Lebanon Governorate, Kesrouane district)","داريا (محافظة جبل لبنان, قضاء كسروان)"
c726,6,Zouk Mosbeh,زوق مصبح,"Zouk Mosbeh (Mount Lebanon Governorate, Kesrouane district)","زوق مصبح (محافظة جبل لبنان, قضاء كسروان)"
c727,6,Ras Al Harf,راس الحرف,"Ras Al Harf (Mount Lebanon Governorate, Baabda district)","راس الحرف (محافظة جبل لبنان, قضاء بعبدا)"
c728,6,Bir Hasan,بئر حسن,"Bir Hasan (Mount Lebanon Governorate, Baabda district)","بئر حسن (محافظة جبل لبنان, قضاء بعبدا)"
c729,6,Khraibeh,الخريبة,"Khraibeh (Mount Lebanon Governorate, Chouf district)","الخريبة (محافظة جبل لبنان, قضاء الشوف)"
c730,6,Jdeidet El Chouf,جديدة الشوف,"Jdeidet El Chouf (Mount Lebanon Governorate, Chouf district)","جديدة الشوف (محافظة جبل لبنان, قضاء الشوف)"
c731,6,Monsef,المنصف,"Monsef (Mount Lebanon Governorate, Jbeil district)","المنصف (محافظة جبل لبنان, قضاء جبيل)"
c732,6,Gharzouz,غرزوز,"Gharzouz (Mount Lebanon Governorate, Jbeil district)","غرزوز (محافظة جبل لبنان, قضاء جبيل)"
c734,6,Kayfoun,كيفون,"Kayfoun (Mount Lebanon Governorate, Aley district)","كيفون (محافظة جبل لبنان, قضاء عاليه)"
c735,1,Nabatieh,نبطية,"Nabatieh (Nabatieh Governorate, Nabatieh district)","نبطية (محافظة النبطية, قضاء النبطية)"
c736,1,Rmaich,رميش,"Rmaich (Nabatieh Governorate, Bint Jbeil district)","رميش (محافظة النبطية, قضاء بنت جبيل)"
c737,1,Qantara,قنطرا,"Qantara (Nabatieh Governorate, Marjaayoun district)","قنطرا (محافظة النبطية, قضاء مرجعيون)"
c738,3,Rachana,رشانا,"Rachana (North Governorate, Batroun district)","رشانا (محافظة الشمال, قضاء البترون)"
c739,3,Aabdine,عبدين,"Aabdine (North Governorate, Bcharre district)","عبدين (محافظة الشمال, قضاء بشري)"
c740,3,Kousba,كوسبا,"Kousba (North Governorate, Koura district)","كوسبا (محافظة الشمال, قضاء الكورة)"
c741,3,Bsibaal,بسبعل,"Bsibaal (North Governorate, Zgharta district)","بسبعل (محافظة الشمال, قضاء زغرتا)"
c742,3,Sfire,سفيرة,"Sfire (North Governorate, Minieh-danniyeh district)","سفيرة (محافظة الشمال, قضاء المنية والضنية)"
c743,3,Meeten,الميتين,"Meeten (North Governorate, Tripoli district)","الميتين (محافظة الشمال, قضاء طرابلس)"
c744,3,Danbou,دنبو,"Danbou (North Governorate, Akkar district)","دنبو (محافظة الشمال, قضاء عكار)"
c745,3,Khirbet Char,خربة شار,"Khirbet Char (North Governorate, Akkar district)","خربة شار (محافظة الشمال, قضاء عكار)"
c746,3,Aarka,عركا,"Aarka (North Governorate, Akkar district)","عركا (محافظة الشمال, قضاء عكار)"
c747,5,Najjaryie,نجاريه,"Najjaryie (South Governorate, Saida district)","نجاريه (محافظة الجنوب, قضاء صيدا)"
c748,5,Ras El Ain,راس العين,"Ras El Ain (South Governorate, Tyre district)","راس العين (محافظة الجنوب, قضاء صور)"
c749,5,Jezzine,جزين,"Jezzine (South Governorate, Jezzine district)","جزين (محافظة الجنوب, قضاء جزين)"
c750,5,Bisri,بسري,"Bisri (South Governorate, Jezzine district)","بسري (محافظة الجنوب, قضاء جزين)"
c751,2,Rmeil,رميل,"Rmeil (Beirut Governorate, Beirut district)","رميل (محافظة بيروت, قضاء بيروت)"
c752,2,Monot,مونو,"Monot (Beirut Governorate, Beirut district)","مونو (محافظة بيروت, قضاء بيروت)"
c753,2,Saint Nicolas,مار نقولا,"Saint Nicolas (Beirut Governorate, Beirut district)","مار نقولا (محافظة بيروت, قضاء بيروت)"
c754,4,Haouch Barada,حوش بردا,"Haouch Barada (Bekaa Governorate, Baalbeck district)","حوش بردا (محافظة البقاع, قضاء بعلبك)"
c755,4,Majdaloun,مجدلون,"Majdaloun (Bekaa Governorate, Baalbeck district)","مجدلون (محافظة البقاع, قضاء بعلبك)"
c756,4,Tannoura,تنورة,"Tannoura (Bekaa Governorate, Rachaiya district)","تنورة (محافظة البقاع, قضاء راشيا)"
c757,4,Taanayel,تعنليل,"Taanayel (Bekaa Governorate, Zahle district)","تعنليل (محافظة البقاع, قضاء زحلة)"
c758,6,Haret El Bellan,حارة البلان,"Haret El Bellan (Mount Lebanon Governorate, El Metn district)","حارة البلان (محافظة جبل لبنان, قضاء المتن)"
c759,2,Hamra,حمرا,"Hamra (Beirut Governorate, Beirut district)","حمرا (محافظة بيروت, قضاء بيروت)"
c760,6,Mtayleb,مطيلب,"Mtayleb (Mount Lebanon Governorate, El Metn district)","مطيلب (محافظة جبل لبنان, قضاء المتن)"
c761,6,New Rawda,نيو روضا,"New Rawda (Mount Lebanon Governorate, El Metn district)","نيو روضا (محافظة جبل لبنان, قضاء المتن)"
c762,6,Jeita,جعيتا,"Jeita (Mount Lebanon Governorate, Kesrouane district)","جعيتا (محافظة جبل لبنان, قضاء كسروان)"
c763,6,Nahr El Dahab,نهر الذهب,"Nahr El Dahab (Mount Lebanon Governorate, Kesrouane district)","نهر الذهب (محافظة جبل لبنان, قضاء كسروان)"
c764,6,Mrayjeh,مريجه,"Mrayjeh (Mount Lebanon Governorate, Baabda district)","مريجه (محافظة جبل لبنان, قضاء بعبدا)"
c765,6,Niha,نيحا,"Niha (Mount Lebanon Governorate, Chouf district)","نيحا (محافظة جبل لبنان, قضاء الشوف)"
c766,6,Ain Kani,عين قاني,"Ain Kani (Mount Lebanon Governorate, Chouf district)","عين قاني (محافظة جبل لبنان, قضاء الشوف)"
c767,6,Kfar Baal,كفربعال,"Kfar Baal (Mount Lebanon Governorate, Jbeil district)","كفربعال (محافظة جبل لبنان, قضاء جبيل)"
c768,6,Zebdine,زبدين,"Zebdine (Mount Lebanon Governorate, Jbeil district)","زبدين (محافظة جبل لبنان, قضاء جبيل)"
c769,6,Baawerta,بعاورتة,"Baawerta (Mount Lebanon Governorate, Aley district)","بعاورتة (محافظة جبل لبنان, قضاء عاليه)"
c770,6,Bmahray,بمهراي,"Bmahray (Mount Lebanon Governorate, Aley district)","بمهراي (محافظة جبل لبنان, قضاء عاليه)"
c771,1,Charqiye,شاركيه,"Charqiye (Nabatieh Governorate, Nabatieh district)","شاركيه (محافظة النبطية, قضاء النبطية)"
c772,1,Aaitaroun,عيترون,"Aaitaroun (Nabatieh Governorate, Bint Jbeil district)","عيترون (محافظة النبطية, قضاء بنت جبيل)"
c773,1,Kaoukaba,كوكبة,"Kaoukaba (Nabatieh Governorate, Hasbaya district)","كوكبة (محافظة النبطية, قضاء حاصبيا)"
c774,3,Kfar Aabida,كفرعبيدا,"Kfar Aabida (North Governorate, Batroun district)","كفرعبيدا (محافظة الشمال, قضاء البترون)"
c775,3,Rawabi,روابي,"Rawabi (North Governorate, Batroun district)","روابي (محافظة الشمال, قضاء البترون)"
c776,3,Batroumine,بترومين,"Batroumine (North Governorate, Koura district)","بترومين (محافظة الشمال, قضاء الكورة)"
c777,3,Aachach,عشاش,"Aachach (North Governorate, Zgharta district)","عشاش (محافظة الشمال, قضاء زغرتا)"
c778,3,Aslout,اسلوت,"Aslout (North Governorate, Zgharta district)","اسلوت (محافظة الشمال, قضاء زغرتا)"
c779,3,Beit Zoud,بيت زود,"Beit Zoud (North Governorate, Minieh-danniyeh district)","بيت زود (محافظة الشمال, قضاء المنية والضنية)"
c780,3,Al Uwaynat,العوبنات,"Al Uwaynat (North Governorate, Akkar district)","العوبنات (محافظة الشمال, قضاء عكار)"
c781,3,Qantara,قنطرة,"Qantara (North Governorate, Akkar district)","قنطرة (محافظة الشمال, قضاء عكار)"
c782,3,Qenia,قنايا,"Qenia (North Governorate, Akkar district)","قنايا (محافظة الشمال, قضاء عكار)"
c783,5,Darb Es Sim,درب السيم,"Darb Es Sim (South Governorate, Saida district)","درب السيم (محافظة الجنوب, قضاء صيدا)"
c784,5,Aabbassiye,العباسية,"Aabbassiye (South Governorate, Tyre district)","العباسية (محافظة الجنوب, قضاء صور)"
c785,5,Majdel Zoun,مجدل زون,"Majdel Zoun (South Governorate, Tyre district)","مجدل زون (محافظة الجنوب, قضاء صور)"
c786,5,Kattine,قطين,"Kattine (South Governorate, Jezzine district)","قطين (محافظة الجنوب, قضاء جزين)"
c787,2,sakiet al-janzeer,ساقية الجنزير,"sakiet al-janzeer (Beirut Governorate, Beirut district)","ساقية الجنزير (محافظة بيروت, قضاء بيروت)"
c788,2,Summerland,سمرلند,"Summerland (Beirut Governorate, Beirut district)","سمرلند (محافظة بيروت, قضاء بيروت)"
c789,4,Kefraya,كفريا,"Kefraya (Bekaa Governorate, West Bekaa district)","كفريا (محافظة البقاع, قضاء البقاع الغربي)"
c790,4,Laboue,لبوة,"Laboue (Bekaa Governorate, Baalbeck district)","لبوة (محافظة البقاع, قضاء بعلبك)"
c791,4,Akabeh,العقبة,"Akabeh (Bekaa Governorate, Rachaiya district)","العقبة (محافظة البقاع, قضاء راشيا)"
c792,4,Hai El Fikani,حي الفيكاني,"Hai El Fikani (Bekaa Governorate, Zahle district)","حي الفيكاني (محافظة البقاع, قضاء زحلة)"
c793,6,Baabdat,بعبدات,"Baabdat (Mount Lebanon Governorate, El Metn district)","بعبدات (محافظة جبل لبنان, قضاء المتن)"
c794,6,Khenchara,الخنشارة,"Khenchara (Mount Lebanon Governorate, El Metn district)","الخنشارة (محافظة جبل لبنان, قضاء المتن)"
c795,2,Verdun,فردان,"Verdun (Beirut Governorate, Beirut district)","فردان (محافظة بيروت, قضاء بيروت)"
c796,6,El Biyada,البياضة,"El Biyada (Mount Lebanon Governorate, El Metn district)","البياضة (محافظة جبل لبنان, قضاء المتن)"
c797,6,Bolonia,بولونيا,"Bolonia (Mount Lebanon Governorate, El Metn district)","بولونيا (محافظة جبل لبنان, قضاء المتن)"
c798,6,Hrajel,حراجل,"Hrajel (Mount Lebanon Governorate, Kesrouane district)","حراجل (محافظة جبل لبنان, قضاء كسروان)"
c799,6,Maameltein,معاملتين,"Maameltein (Mount Lebanon Governorate, Kesrouane district)","معاملتين (محافظة جبل لبنان, قضاء كسروان)"
c800,6,Krayeh,قرية,"Krayeh (Mount Lebanon Governorate, Baabda district)","قرية (محافظة جبل لبنان, قضاء بعبدا)"
c801,6,Barouk,الباروق,"Barouk (Mount Lebanon Governorate, Chouf district)","الباروق (محافظة جبل لبنان, قضاء الشوف)"
c802,6,Aammiq,عميق,"Aammiq (Mount Lebanon Governorate, Chouf district)","عميق (محافظة جبل لبنان, قضاء الشوف)"
c803,6,Gherfine,غرفين,"Gherfine (Mount Lebanon Governorate, Jbeil district)","غرفين (محافظة جبل لبنان, قضاء جبيل)"
c804,6,Lassa,لاسا,"Lassa (Mount Lebanon Governorate, Jbeil district)","لاسا (محافظة جبل لبنان, قضاء جبيل)"
c805,6,Ain Dara,عين دارة,"Ain Dara (Mount Lebanon Governorate, Aley district)","عين دارة (محافظة جبل لبنان, قضاء عاليه)"
c806,6,Chanay,شناي,"Chanay (Mount Lebanon Governorate, Aley district)","شناي (محافظة جبل لبنان, قضاء عاليه)"
c807,1,Arab Salim,عربصاليم,"Arab Salim (Nabatieh Governorate, Nabatieh district)","عربصاليم (محافظة النبطية, قضاء النبطية)"
c808,1,Nabatieh,النبطية,"Nabatieh (Nabatieh Governorate, Nabatieh district)","النبطية (محافظة النبطية, قضاء النبطية)"
c809,1,Chebaa,شبعا,"Chebaa (Nabatieh Governorate, Hasbaya district)","شبعا (محافظة النبطية, قضاء حاصبيا)"
c810,3,Chabtine,شبطين,"Chabtine (North Governorate, Batroun district)","شبطين (محافظة الشمال, قضاء البترون)"
c811,3,Mrah Chdid,مراح شديد,"Mrah Chdid (North Governorate, Batroun district)","مراح شديد (محافظة الشمال, قضاء البترون)"
c812,3,Amioun,أميون,"Amioun (North Governorate, Koura district)","أميون (محافظة الشمال, قضاء الكورة)"
c813,3,Deir Billa,دير بلا,"Deir Billa (North Governorate, Koura district)","دير بلا (محافظة الشمال, قضاء الكورة)"
c814,3,Sebhel,سبعل,"Sebhel (North Governorate, Zgharta district)","سبعل (محافظة الشمال, قضاء زغرتا)"
c815,3,Beit Hasna,بيت حسنة,"Beit Hasna (North Governorate, Minieh-danniyeh district)","بيت حسنة (محافظة الشمال, قضاء المنية والضنية)"
c816,3,Andeket,عندقت,"Andeket (North Governorate, Akkar district)","عندقت (محافظة الشمال, قضاء عكار)"
c817,3,Hmaiss (Akkar),حميس (عكار),"Hmaiss (Akkar) (North Governorate, Akkar district)","حميس (عكار) (محافظة الشمال, قضاء عكار)"
c818,3,Mounjez,منجز,"Mounjez (North Governorate, Akkar district)","منجز (محافظة الشمال, قضاء عكار)"
c819,5,Bqosta,بقسطا,"Bqosta (South Governorate, Saida district)","بقسطا (محافظة الجنوب, قضاء صيدا)"
c821,5,Maaroub,معروب,"Maaroub (South Governorate, Tyre district)","معروب (محافظة الجنوب, قضاء صور)"
c822,5,Sfaray,سفراي,"Sfaray (South Governorate, Jezzine district)","سفراي (محافظة الجنوب, قضاء جزين)"
c823,2,Habs el Qaiaa,حبس القيعى,"Habs el Qaiaa (Beirut Governorate, Beirut district)","حبس القيعى (محافظة بيروت, قضاء بيروت)"
c824,2,Nejmeh Square,ساحة النجمه,"Nejmeh Square (Beirut Governorate, Beirut district)","ساحة النجمه (محافظة بيروت, قضاء بيروت)"
c825,4,Joub Jannine,جب جنين,"Joub Jannine (Bekaa Governorate, West Bekaa district)","جب جنين (محافظة البقاع, قضاء البقاع الغربي)"
c826,4,Janta,جنطا,"Janta (Bekaa Governorate, Baalbeck district)","جنطا (محافظة البقاع, قضاء بعلبك)"
c827,4,Ain Arab,عين عرب,"Ain Arab (Bekaa Governorate, Rachaiya district)","عين عرب (محافظة البقاع, قضاء راشيا)"
c828,4,Chtaura,شتورة,"Chtaura (Bekaa Governorate, Zahle district)","شتورة (محافظة البقاع, قضاء زحلة)"
c829,6,Antelias,انطلياس,"Antelias (Mount Lebanon Governorate, El Metn district)","انطلياس (محافظة جبل لبنان, قضاء المتن)"
c830,6,Kaakour,القعقور,"Kaakour (Mount Lebanon Governorate, El Metn district)","القعقور (محافظة جبل لبنان, قضاء المتن)"
c831,2,Ramlet al-Baydah,رملة البيضا,"Ramlet al-Baydah (Beirut Governorate, Beirut district)","رملة البيضا (محافظة بيروت, قضاء بيروت)"
c832,6,Mcheikha,مشيخا,"Mcheikha (Mount Lebanon Governorate, El Metn district)","مشيخا (محافظة جبل لبنان, قضاء المتن)"
c834,6,Chahtoul,شحتول,"Chahtoul (Mount Lebanon Governorate, Kesrouane district)","شحتول (محافظة جبل لبنان, قضاء كسروان)"
c835,6,Zaaitra,زعيترا,"Zaaitra (Mount Lebanon Governorate, Kesrouane district)","زعيترا (محافظة جبل لبنان, قضاء كسروان)"
c836,6,Hasbaiyya Baabda,حاصبيّا,"Hasbaiyya Baabda (Mount Lebanon Governorate, Baabda district)","حاصبيّا (محافظة جبل لبنان, قضاء بعبدا)"
c837,6,Tarchich,ترشيش,"Tarchich (Mount Lebanon Governorate, Baabda district)","ترشيش (محافظة جبل لبنان, قضاء بعبدا)"
c838,6,Jiyeh,الجية,"Jiyeh (Mount Lebanon Governorate, Chouf district)","الجية (محافظة جبل لبنان, قضاء الشوف)"
c839,6,Bchetfine,بشتفين,"Bchetfine (Mount Lebanon Governorate, Chouf district)","بشتفين (محافظة جبل لبنان, قضاء الشوف)"
c840,6,Mechmech,مشمش,"Mechmech (Mount Lebanon Governorate, Jbeil district)","مشمش (محافظة جبل لبنان, قضاء جبيل)"
c841,6,Rayhan,ريحان,"Rayhan (Mount Lebanon Governorate, Jbeil district)","ريحان (محافظة جبل لبنان, قضاء جبيل)"
c842,6,Charoun,شرون,"Charoun (Mount Lebanon Governorate, Aley district)","شرون (محافظة جبل لبنان, قضاء عاليه)"
c843,6,Dawhet El Hoss,دوحة الحص,"Dawhet El Hoss (Mount Lebanon Governorate, Aley district)","دوحة الحص (محافظة جبل لبنان, قضاء عاليه)"
c844,1,Qsaibe,قصيبة,"Qsaibe (Nabatieh Governorate, Nabatieh district)","قصيبة (محافظة النبطية, قضاء النبطية)"
c845,1,Tiri,تيري,"Tiri (Nabatieh Governorate, Bint Jbeil district)","تيري (محافظة النبطية, قضاء بنت جبيل)"
c846,1,Houla,حولا,"Houla (Nabatieh Governorate, Marjaayoun district)","حولا (محافظة النبطية, قضاء مرجعيون)"
c847,3,Bijdarfel,بجدرفل,"Bijdarfel (North Governorate, Batroun district)","بجدرفل (محافظة الشمال, قضاء البترون)"
c848,3,Ebrine,ابرين,"Ebrine (North Governorate, Batroun district)","ابرين (محافظة الشمال, قضاء البترون)"
c849,3,Kfar Hazir,كفرحزير,"Kfar Hazir (North Governorate, Koura district)","كفرحزير (محافظة الشمال, قضاء الكورة)"
c850,3,Kfarfou,كفرفو,"Kfarfou (North Governorate, Zgharta district)","كفرفو (محافظة الشمال, قضاء زغرتا)"
c851,3,Al Minie,المنية,"Al Minie (North Governorate, Minieh-danniyeh district)","المنية (محافظة الشمال, قضاء المنية والضنية)"
c852,3,Al Moutran,المطران,"Al Moutran (North Governorate, Tripoli district)","المطران (محافظة الشمال, قضاء طرابلس)"
c853,3,Bzal,بزال,"Bzal (North Governorate, Akkar district)","بزال (محافظة الشمال, قضاء عكار)"
c854,3,Kfar Toun,كفرتون,"Kfar Toun (North Governorate, Akkar district)","كفرتون (محافظة الشمال, قضاء عكار)"
c855,3,Wadi Khaled,وادي خالد,"Wadi Khaled (North Governorate, Akkar district)","وادي خالد (محافظة الشمال, قضاء عكار)"
c856,5,Maamriye,معامريه,"Maamriye (South Governorate, Saida district)","معامريه (محافظة الجنوب, قضاء صيدا)"
c857,5,Debaal,دبعل,"Debaal (South Governorate, Tyre district)","دبعل (محافظة الجنوب, قضاء صور)"
c858,5,Kadmous,قدموس,"Kadmous (South Governorate, Tyre district)","قدموس (محافظة الجنوب, قضاء صور)"
c859,5,Lebaa,لبعا,"Lebaa (South Governorate, Jezzine district)","لبعا (محافظة الجنوب, قضاء جزين)"
c860,2,El Aamiliye,العاملية,"El Aamiliye (Beirut Governorate, Beirut district)","العاملية (محافظة بيروت, قضاء بيروت)"
c861,2,Al Mathaf,المتحف,"Al Mathaf (Beirut Governorate, Beirut district)","المتحف (محافظة بيروت, قضاء بيروت)"
c862,2,Spears,سبيرز,"Spears (Beirut Governorate, Beirut district)","سبيرز (محافظة بيروت, قضاء بيروت)"
c863,4,Hadet,حادة,"Hadet (Bekaa Governorate, Baalbeck district)","حادة (محافظة البقاع, قضاء بعلبك)"
c864,4,Aarsal,عرسال,"Aarsal (Bekaa Governorate, Baalbeck district)","عرسال (محافظة البقاع, قضاء بعلبك)"
c865,4,Mhaidse,محيدسة,"Mhaidse (Bekaa Governorate, Rachaiya district)","محيدسة (محافظة البقاع, قضاء راشيا)"
c866,4,Houch Hala,حوش حالا,"Houch Hala (Bekaa Governorate, Zahle district)","حوش حالا (محافظة البقاع, قضاء زحلة)"
c867,6,Dahr El Souane,ضهر الصوان,"Dahr El Souane (Mount Lebanon Governorate, El Metn district)","ضهر الصوان (محافظة جبل لبنان, قضاء المتن)"
c868,2,Karm El Zeitoun,كرم الزيتون,"Karm El Zeitoun (Beirut Governorate, Beirut district)","كرم الزيتون (محافظة بيروت, قضاء بيروت)"
c869,6,Sabtiyeh,سبتية,"Sabtiyeh (Mount Lebanon Governorate, El Metn district)","سبتية (محافظة جبل لبنان, قضاء المتن)"
c870,6,Okaibeh,عقيبة,"Okaibeh (Mount Lebanon Governorate, Kesrouane district)","عقيبة (محافظة جبل لبنان, قضاء كسروان)"
c871,6,Safra,الصفرا,"Safra (Mount Lebanon Governorate, Kesrouane district)","الصفرا (محافظة جبل لبنان, قضاء كسروان)"
c872,6,Btekhnay,بتخناي,"Btekhnay (Mount Lebanon Governorate, Baabda district)","بتخناي (محافظة جبل لبنان, قضاء بعبدا)"
c873,6,Salima,صاليما,"Salima (Mount Lebanon Governorate, Baabda district)","صاليما (محافظة جبل لبنان, قضاء بعبدا)"
c874,6,Beit ed-Dine,بيت الدين,"Beit ed-Dine (Mount Lebanon Governorate, Chouf district)","بيت الدين (محافظة جبل لبنان, قضاء الشوف)"
c875,6,Mazraat El Dahr,مزرعة الضهر,"Mazraat El Dahr (Mount Lebanon Governorate, Chouf district)","مزرعة الضهر (محافظة جبل لبنان, قضاء الشوف)"
c876,6,Hsoun,حصون,"Hsoun (Mount Lebanon Governorate, Jbeil district)","حصون (محافظة جبل لبنان, قضاء جبيل)"
c877,6,Bekhaaz,بخعاز,"Bekhaaz (Mount Lebanon Governorate, Jbeil district)","بخعاز (محافظة جبل لبنان, قضاء جبيل)"
c878,6,Btalloun,بتلون,"Btalloun (Mount Lebanon Governorate, Aley district)","بتلون (محافظة جبل لبنان, قضاء عاليه)"
c879,6,Bhamdoun,بحمدون,"Bhamdoun (Mount Lebanon Governorate, Aley district)","بحمدون (محافظة جبل لبنان, قضاء عاليه)"
c880,1,Ain Bou Souar,عين بو سوار,"Ain Bou Souar (Nabatieh Governorate, Nabatieh district)","عين بو سوار (محافظة النبطية, قضاء النبطية)"
c881,1,Ghandouriye,غندورية,"Ghandouriye (Nabatieh Governorate, Bint Jbeil district)","غندورية (محافظة النبطية, قضاء بنت جبيل)"
c882,1,Aadchit El Chqif,عدشيت الشقيف,"Aadchit El Chqif (Nabatieh Governorate, Marjaayoun district)","عدشيت الشقيف (محافظة النبطية, قضاء مرجعيون)"
c883,3,Koubba,كبا,"Koubba (North Governorate, Batroun district)","كبا (محافظة الشمال, قضاء البترون)"
c885,3,Dar Bechmizzine,دار بشمزين,"Dar Bechmizzine (North Governorate, Koura district)","دار بشمزين (محافظة الشمال, قضاء الكورة)"
c886,3,Daraya,داريا,"Daraya (North Governorate, Zgharta district)","داريا (محافظة الشمال, قضاء زغرتا)"
c887,3,Bhannine,بحانين,"Bhannine (North Governorate, Minieh-danniyeh district)","بحانين (محافظة الشمال, قضاء المنية والضنية)"
c888,3,Tabbaneh,التبانة,"Tabbaneh (North Governorate, Tripoli district)","التبانة (محافظة الشمال, قضاء طرابلس)"
c889,3,Beit Ayoub,بيت ايوب,"Beit Ayoub (North Governorate, Akkar district)","بيت ايوب (محافظة الشمال, قضاء عكار)"
c890,3,Hrar,هرار,"Hrar (North Governorate, Akkar district)","هرار (محافظة الشمال, قضاء عكار)"
c891,3,Tacheaa,تشيعا,"Tacheaa (North Governorate, Akkar district)","تشيعا (محافظة الشمال, قضاء عكار)"
c892,5,Kfar Melki,كفرملكة,"Kfar Melki (South Governorate, Saida district)","كفرملكة (محافظة الجنوب, قضاء صيدا)"
c893,5,Borj Al Chmali,برج الشمالي,"Borj Al Chmali (South Governorate, Tyre district)","برج الشمالي (محافظة الجنوب, قضاء صور)"
c894,5,Tair Debba,طير دبا,"Tair Debba (South Governorate, Tyre district)","طير دبا (محافظة الجنوب, قضاء صور)"
c895,5,Roum,روم,"Roum (South Governorate, Jezzine district)","روم (محافظة الجنوب, قضاء جزين)"
c896,2,Tallet Druze,تلة الدروز,"Tallet Druze (Beirut Governorate, Beirut district)","تلة الدروز (محافظة بيروت, قضاء بيروت)"
c897,2,Saydeh,سيدة,"Saydeh (Beirut Governorate, Beirut district)","سيدة (محافظة بيروت, قضاء بيروت)"
c898,4,Saghbine,صغبين,"Saghbine (Bekaa Governorate, West Bekaa district)","صغبين (محافظة البقاع, قضاء البقاع الغربي)"
c899,4,Ras el Hadis,راس الحديث,"Ras el Hadis (Bekaa Governorate, Baalbeck district)","راس الحديث (محافظة البقاع, قضاء بعلبك)"
c900,4,Haouch,الحوش,"Haouch (Bekaa Governorate, Rachaiya district)","الحوش (محافظة البقاع, قضاء راشيا)"
