Title,Price,Bedroom,Bathroom,Area sqm,DistrictID,Furnished,ProvinceID,Community_id
Semi furnished apartment for sale in Ain Saadeh,262000,2,4,155,24,partly,6,1337
Apartment 200m² + Terrace For SALE In Wadi Chahrour,249999,3,4,200,15,no,6,255
Apartment for sale in Koraytem,425000,3,3,185,28,no,2,249
"Land 4,462m² For SALE In Beit Meri",1759999,,,4462,24,no,6,1011
Catchy apartment for sale in Koraytem,560000,4,4,300,28,no,2,249
Apartment for sale in Koraytem,440000,2,3,230,28,no,2,249
Breathtaking Private Pool  | Open-View Terrace,4500000,4,4,350,28,no,2,969
Luxurious Flat in Achrafieh for SALE,5000000,4,5,610,28,yes,2,969
Apartment for sale in Rabweh,230600,3,4,208,24,no,6,905
Duplex 230m² + Terrace For SALE In Mansourieh,199999,3,3,230,24,no,6,140
Apartment for Sale in Rabweh,290000,3,4,245,24,no,6,905
New Apartment in Zalka for Sale with great View!!,210000,3,3,135,24,no,6,1086
The Sea View Apartment – 24/7 Electricity,700000,4,5,275,28,no,2,969
New built apartment in Prime building for sale,300000,3,3,146,24,no,6,939
Furnished Apartment with View for Sale!!!,130000,3,3,135,24,yes,6,793
Brand New Beautiful Fully Furnished Apartment  for sale in Mar Elias,330000,3,4,190,28,no,2,504
Exceptional Land in Zaarour For Sale,275000,,,1000,24,no,6,1087
Serene Chalet Retreat in Faraya !,250000,1,2,205,32,yes,6,688
Beautiful apartment adjoining a Garden!,650000,3,3,215,28,no,2,969
"Renovated Apartment in Achrafieh, Beirut",200000,2,2,100,28,no,2,969
Apartment for Sale in Noueiry,170000,2,2,115,28,no,2,97
Gorgeous Modern Apartment | Great Location,350000,3,3,140,28,no,2,969
Bright and Cozy | Fully Furnished | Calm Neighborhood,450000,3,3,230,15,yes,6,545
Beautiful Apt Just Next To Your Shopping Mall,390000,2,3,150,28,no,2,969
Amazing Furnished Apartment For Sale,600000,3,3,185,28,yes,2,1224
Land for Sale in Ain el Marj 12500Sqm,1900000,,,12500,13,no,6,1241
Spacious High Floor For Sale Hamra,2750000,5,7,500,28,no,2,759
Apartment 135m² + Garden For SALE In Mansourieh,145000,2,2,135,24,no,6,140
Apartment 135m² Mountain View For SALE In Mansourieh,145000,2,2,135,24,no,6,140
Beautiful Flat | Prime Location | 24/7 Electricity,525000,3,3,225,28,yes,2,969
Amazing View  | Prime Location | Great Finishing,830000,4,4,250,28,no,2,969
Spacious Apartment | Great Location,380000,4,4,165,28,yes,2,969
Apartment for sale in Koraytem,1550000,4,4,490,28,no,2,249
Beautiful Duplex With Great Interior,670000,3,3,170,28,yes,2,969
"Land 1,550m² For SALE In Ouyoun Broumana",749999,,,1550,24,no,6,1122
Renovated Apartment | Great Location,250000,2,2,110,28,yes,2,969
Stunning finishing | Prime Location | Epic Pool | Gym,1300000,2,3,210,28,yes,2,535
Sea View - Bright - Big Layout,250000,3,3,250,32,no,6,617
"Duplex in Hazmieh/Mar Takla, Baabda",550000,4,5,214,15,no,6,74
Apartment for Sale in Jdeideh,103000,3,2,135,24,no,6,211
Apartment with with 900sqm Land for Sale,275000,3,3,240,24,no,6,867
High End Apartment for Sale + Great View,450000,3,4,310,24,no,6,867
Land for Sale in Aooukar 2200Sqm 30/90,1200000,,,2200,24,no,6,1193
Catchy land for sale in Kfarchima,1700000,,,9945,15,no,6,1272
Beautiful apartment for sale in Deir Qoubel,225000,3,3,220,13,no,6,660
Apartment for sale in Hazmieh high end solution,330000,3,5,200,15,no,6,74
Spacious Apartment | Beautiful Garden | 24/7,550000,3,3,190,15,no,6,1163
Penthouse | Sea View | Private Pool,1200000,3,3,155,28,yes,2,759
Furnished | Amazing Flat | Prime Location,740000,3,3,185,28,yes,2,969
Apartment 220m² + Terrace For SALE In Tilal Ain Saadeh,225000,4,4,220,24,no,6,2055
Beautiful Flat | Prime Location,465000,3,3,170,28,yes,2,205
A Higher Quality of Living | Prime Location,500000,3,4,225,28,no,2,969
Apartment for sale in Sioufi AA737,550000,3,4,240,28,no,2,969
Luxurious Apartment | Prominent Area,500000,2,2,125,28,no,2,969
Apartment for sale in Verdun,820000,4,5,370,28,no,2,795
Apartment for sale in Verdun,390000,3,4,260,28,no,2,1121
Luxurious Apartment | Prime Location,1000000,3,3,200,28,yes,2,535
Cozy apartment for sale in Koraytem,260000,3,2,166,28,no,2,249
Bayada apartment for sale 210Sqm  + 110Sqm Terrace,300000,2,4,240,24,no,6,796
Shared Garden & Pool | 24/7 Electricity | Loft For Sale,900000,3,4,300,28,no,2,969
Newly Renovated Apartment in Dik El Mehdi!,147000,3,2,150,24,yes,6,212
Furnished duplex for sale in Ain El remeneh,300000,4,4,200,15,yes,6,909
Apartment for SALE in Achrafieh,150000,3,1,90,28,no,2,969
Prime location land for sale in Mtayleb 1500Sqm,1000000,,,1500,24,no,6,760
Apartment for Sale with City View I Prime Location,650000,3,4,225,28,yes,2,969
Brand New | Shared Gym&Pool | Catchy Price,499000,3,3,235,28,no,2,969
Modern | Great View | Jacuzzi | Private Rooftop 150 sqm,625000,2,3,230,15,no,6,545
Shared Gym&Pool | Open Sea&Mountain View | 335 Sqm,890000,3,5,335,28,no,2,969
"Prime Bayada: 4-BR,295Sqm l 265m2 + 100m2 Terrace l for Sale!",620000,4,5,295,24,no,6,796
Spacious Apartment | Huge Terrace | Central Location,2900000,4,5,580,28,no,2,969
Spacious & Charming Flat | Prime Location,320000,3,3,215,28,no,2,969
Amazing Loft | Great Finishing | Prime Location,900000,2,3,200,28,yes,2,969
"Prime Location Apartment in Achrafieh, Beirut",260000,3,4,199,28,no,2,969
"Apartment in Achrafieh, Beirut with City View",220000,2,3,109,28,no,2,969
Apartment in Jeita with Sea and Mountain View,170000,4,5,300,32,no,6,762
Apartment 205m² 3 beds For SALE In Adma,249999,3,4,205,32,no,6,72
New built high end Buit Building In Biakout for Sale,350000,3,3,300,24,no,6,139
Apartment 180m² + Terrace For SALE In Chnaniir,349999,3,3,180,32,no,6,289
Apartment for sale in Ramlet Al Baydah,1400000,3,5,360,28,partly,2,831
2-Bedroom Duplex in Faraya - Gated Community,180000,2,2,100,32,no,6,688
Fancy furnished apartment for sale in Rawche,2500000,5,6,475,28,yes,2,1077
Rare unit- Center of Batroun,174000,2,3,145,27,no,3,374
Beautiful flat adjoining a garden,225000,2,2,156,24,yes,6,1193
Apartment for sale in Verdun,550000,3,3,190,28,no,2,795
Spacious Charming Apartment | 3 Balconies,600000,3,3,265,28,no,2,969
HOT PRICE!!! Furnished apartment for sale in Koraytem,600000,4,4,400,28,yes,2,249
Fixer upper Biyada 500Sqm apartment for sale,550000,4,4,500,24,no,6,796
Apartment for sale in Beit Misk/ Furnished/ view,550000,3,3,285,24,yes,6,2058
Apartment for sale in Biyada/ Duplex/ view,780000,3,3,385,24,no,6,796
Chalet for sale in Ouyoun El Simen/ Furnished/ View,450000,3,2,190,32,yes,6,1125
Shared Pool&Gym | 24/7 Electricity | Apartment For Sale,339000,2,2,88,28,yes,2,969
Apartment for sale in Verdun,950000,3,5,250,28,no,2,795
550 Sqm Apartment For Sale In Beirut Terraces Downtown,3150000,3,5,550,28,no,2,535
Charming flat in a prestigious area,645000,3,3,300,24,yes,6,723
Amazing Apartment | Fully Decorated | For Sale,1250000,3,5,300,28,yes,2,969
Amazing Villa with pool for sale in Ain Aar!,2800000,4,5,1400,24,yes,6,1084
Apartment 220Sqm for sale l Under Construction Project in Biyada!,480000,3,3,220,24,no,6,796
Traditional Lebanese townhouse for Sale!!,230000,3,5,400,24,no,6,1266
Apartment for Sale with City and Sea View,2900000,4,5,500,28,no,2,535
High end 3 bedrooms apartment for sale 285Sqm,450000,3,3,285,24,no,6,175
Calm area | Modern | Well-located,700000,3,3,250,28,yes,2,969
Apartment for sale in ain al-mraiseh,575000,3,4,200,28,no,2,205
Apartment for sale in ain al-mraiseh,1200000,3,3,250,28,no,2,205
Fanar's Newest Project Under Construction Offers Lease-to-Own with Easy Payment Facilities,240000,3,3,154,24,no,6,66
Fanar's Newest Project Under Construction Offers Lease-to-Own with Easy Payment Facilities,270000,3,3,154,24,no,6,66
A beautiful Land for sale in Ain Anoub,225000,,,900,13,no,6,696
Small land for sale in Chemlan,149000,,,800,13,no,6,1205
Beautiful Flat | Sea View | Balcony | Prime Location,600000,3,4,185,28,no,2,969
Amazing Modern Property in Prime Location,600000,3,2,235,28,no,2,969
New Apartment for Sale in Downtown,400000,1,2,70,28,no,2,535
Fanar's Newest Project Under Construction Offers Lease-to-Own with Easy Payment Facilities,195000,2,2,116,24,no,6,66
Fanar's Newest Project Under Construction Offers Lease-to-Own with Easy Payment Facilities,225000,2,2,116,24,no,6,66
Fanar's Newest Project Under Construction Offers Lease-to-Own with Easy Payment Facilities,170000,2,2,116,24,no,6,66
Newly Renovated | Bright And Luminous,400000,3,3,230,28,no,2,969
Apartment for sale in Mtayleb/ Garden/ New/ View,852000,3,3,355,24,no,6,760
Apartment for sale in ain al-mraiseh,490000,3,3,200,28,yes,2,205
Luxurious Apartment for Sale I Pool and Gym,500000,2,2,125,28,yes,2,105
Brand new apartment for sale in Koraytem,870000,3,4,225,28,no,2,249
Apartment for Sale in Verdun,900000,3,4,250,28,no,2,795
Apartment for sale in Verdun,600000,3,3,174,28,no,2,795
Chalet for sale in Faqra/ Studio/ Furnished,250000,1,2,94,32,no,6,1089
Apartment for sale in Ain al-mraiseh,1700000,4,6,400,28,yes,2,205
Full Floor Apartment for Sale in Monteverde,499000,5,5,400,24,no,6,324
Sunny and Spacious | Duplex Loft | Calm Area,525000,4,4,280,15,no,6,74
Investment Opportunity | Land For Sale in Baabdat,1300000,,,4000,24,no,6,793
Apartment for sale in Sanayeh,745000,3,4,245,28,no,2,424
Apartment for sale in ramlet al baydah,840000,4,3,250,28,yes,2,831
Whole Building for Sale in Baabdat,1200000,8,8,1000,24,no,6,793
Chalet for sale in Faqra/ Garden/ furnished,594999,2,3,157,32,yes,6,1089
Apartment 190m² 3 beds For SALE In Ghadir,119999,3,3,200,32,no,6,908
Apartment for sale in Bsalim/ Furnished,200000,3,3,180,24,yes,6,393
5-Storey Ouyoun Villa: Smart Living,700000,3,5,470,24,no,6,1122
Baabdat 450 sqm Luxe Duplex,600000,4,7,450,24,no,6,793
"Baabdat Gem: 320sqm, 3BR, 350 sqm Garden",600000,3,4,430,24,no,6,793
Apartment in the heart of Batroun,170000,2,2,130,27,no,3,374
Chalet for sale in Faqra club/ Garden / Jaccuzi,975000,4,6,337,32,yes,6,1089
Apartment for sale in Beit El Chaar/ New,499000,5,4,300,24,no,6,175
Villa for sale in Rabieh,3499999,6,6,1060,24,yes,6,723
Modern | GYM | Swimming Pool,900000,3,3,225,28,yes,2,569
Traditional Apt  | Traditional Area | Traditional Building,850000,3,5,265,28,yes,2,969
Chalet for sale in Faqra,499000,3,3,215,32,no,6,1089
Apartment for sale in Mtayleb/ Furnished,498999,4,4,339,24,yes,6,760
Duplex Apartment for Sale in Mansourieh with Beautiful View and Access to A Pool,300000,4,4,250,24,no,6,140
Apartment for sale in Naccache,3500000,6,6,970,24,yes,6,1265
City Skyline View - Luxury Apartment in a Luxury and New Project for sale in Mar Elias,570000,4,4,235,28,no,2,504
Brand new apartment for sale in Baabdat - Prime Location,600000,4,5,300,24,no,6,793
