id,city,district,province,type,bedrooms,created_at,price_$,latitude,longitude,bathrooms,size_m2
930,Monteverde,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:48:58.964706+00,465000,33.9006,35.6178,4,190
931,Halat,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:48:59.052082+00,95000,34.1236,35.6455,3,115
932,Berbara,Batroun,North,Land,0,2025-03-16 14:48:59.142317+00,300000,34.2556,35.6586,0,1200
933,Berbara,Batroun,North,Land,0,2025-03-16 14:48:59.261533+00,1075000,34.2556,35.6586,0,4300
934,Berbara,Batroun,North,Land,0,2025-03-16 14:48:59.372825+00,516750,34.2556,35.6586,0,2067
935,Berbara,Batroun,North,Land,0,2025-03-16 14:48:59.461141+00,1150000,34.2556,35.6586,0,4600
936,Monsef,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:48:59.553683+00,6110000,34.1236,35.6455,0,9400
937,Edde,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:48:59.649059+00,270000,34.1236,35.6455,0,1340
938,Halat,Jbeil,Mount Lebanon,Apartment,4,2025-03-16 14:48:59.746447+00,350000,34.1236,35.6455,3,310
939,Beit Meri,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:48:59.83+00,165000,33.9006,35.6178,3,110
940,Beit Meri,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:48:59.932708+00,328000,33.9006,35.6178,4,170
941,Beit Meri,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:49:00.030073+00,258400,33.9006,35.6178,4,170
942,Aamchit,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:49:00.11813+00,220000,34.1236,35.6455,3,160
943,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:49:00.204436+00,370000,33.8886,35.4955,3,250
944,Ain El Rimmaneh,Aley,Mount Lebanon,Apartment,3,2025-03-16 14:49:00.296062+00,250000,33.8056,35.5978,3,162
945,Mrouj,El Metn,Mount Lebanon,Land,0,2025-03-16 14:49:00.396359+00,295000,33.9006,35.6178,0,1000
946,Baabdat,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:49:00.500927+00,200000,33.9006,35.6178,3,160
947,Hasbaya,Hasbaya,Nabatieh,Land,0,2025-03-16 14:49:00.591441+00,69500,33.3979,35.6852,0,760
948,Aamchit,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:49:00.689462+00,80000,34.1236,35.6455,1,100
949,Mansourieh,El Metn,Mount Lebanon,Shop,1,2025-03-16 14:49:00.778471+00,140000,33.9006,35.6178,0,80
950,Monteverde,El Metn,Mount Lebanon,Apartment,4,2025-03-16 14:49:00.877828+00,850000,33.9006,35.6178,6,390
951,Mansourieh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:49:00.968875+00,200000,33.9006,35.6178,4,180
952,Mansourieh,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:49:01.060664+00,150000,33.9006,35.6178,2,130
953,Batha,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:49:01.160128+00,420000,33.9808,35.6856,0,2322
954,Sin El Fil,El Metn,Mount Lebanon,Office,1,2025-03-16 14:49:01.260961+00,550000,33.9006,35.6178,0,225
955,Zouk Mikael,Kesrouane,Mount Lebanon,Shop,1,2025-03-16 14:49:01.375687+00,215000,33.9808,35.6856,0,80
956,Lehfed,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:49:01.466306+00,70000,34.1236,35.6455,0,1000
957,Jbeil,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:49:01.598564+00,53000,34.1236,35.6455,0,533
958,Fakra,Kesrouane,Mount Lebanon,Chalet,2,2025-03-16 14:49:01.69108+00,375000,33.9808,35.6856,2,120
959,Achrafieh,Beirut,Beirut,Shop,1,2025-03-16 14:49:01.786057+00,200000,33.8886,35.4955,1,71
960,kfarhbeib,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:49:01.89108+00,600000,33.9808,35.6856,0,1239
961,Rabieh,El Metn,Mount Lebanon,Land,0,2025-03-16 14:49:02.028089+00,2700000,33.9006,35.6178,0,915
962,Ajaltoun,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:49:02.137012+00,175000,33.9808,35.6856,0,1250
963,Mansourieh,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:49:02.23608+00,208000,33.9006,35.6178,3,122
964,Chouf,Chouf,Mount Lebanon,Land,0,2025-03-16 14:49:02.332646+00,60000,33.6947,35.5792,0,300
965,Jnah,Beirut,Beirut,Chalet,1,2025-03-16 14:49:02.433369+00,1150000,33.8886,35.4955,2,95
966,Fatqa,Kesrouane,Mount Lebanon,Apartment,2,2025-03-16 14:49:02.531122+00,95000,33.9808,35.6856,2,100
967,Zalka,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:49:02.625124+00,154000,33.9006,35.6178,2,165
968,Jounieh,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:49:02.719559+00,385000,33.9808,35.6856,3,250
969,Baabdat,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:49:02.8227+00,230000,33.9006,35.6178,3,110
970,Mradiye,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:49:02.911918+00,95000,33.9808,35.6856,0,900
971,Mar Moussa,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:49:03.077645+00,220000,33.9006,35.6178,2,160
972,Kfoun,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:49:03.196069+00,500000,34.1236,35.6455,0,3000
973,Blat,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:49:03.31472+00,135000,34.1236,35.6455,2,110
974,Haqel,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:49:03.452944+00,65000,34.1236,35.6455,0,530
975,Fidar,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:49:03.538438+00,400000,34.1236,35.6455,0,810
976,Batroun,Batroun,North,House/Villa,3,2025-03-16 14:49:03.696167+00,710000,34.2556,35.6586,5,269
977,Dbayeh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:49:03.783934+00,400000,33.9006,35.6178,3,300
978,Mansourieh,El Metn,Mount Lebanon,Land,0,2025-03-16 14:49:03.876382+00,2600000,33.9006,35.6178,0,4000
979,Shayle,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:49:03.981146+00,245000,33.9808,35.6856,3,188
980,Tabarja,Kesrouane,Mount Lebanon,Chalet,2,2025-03-16 14:49:04.097074+00,650000,33.9808,35.6856,2,85
981,Jeita,Kesrouane,Mount Lebanon,Warehouse,1,2025-03-16 14:49:04.240021+00,135000,33.9808,35.6856,0,178
982,Jeita,Kesrouane,Mount Lebanon,Shop,1,2025-03-16 14:49:04.377446+00,220000,33.9808,35.6856,0,273
983,bakish,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:49:04.468108+00,240000,33.9808,35.6856,0,1800
984,Kfour,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:49:04.629707+00,185000,33.9808,35.6856,0,702
985,Dbayeh,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:49:04.724397+00,750000,33.9006,35.6178,3,180
986,Bsalim,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:49:04.815997+00,250000,33.9006,35.6178,3,155
987,Dbayeh,El Metn,Mount Lebanon,Land,0,2025-03-16 14:49:04.912841+00,700000,33.9006,35.6178,0,592
988,Jounieh,Kesrouane,Mount Lebanon,Chalet,1,2025-03-16 14:49:05.033898+00,165000,33.9808,35.6856,1,85
989,Bikfaya,El Metn,Mount Lebanon,Land,0,2025-03-16 14:49:05.126245+00,680000,33.9006,35.6178,0,750
990,Shayle,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:49:05.23107+00,250000,33.9808,35.6856,4,300
991,Naccache,El Metn,Mount Lebanon,Shop,0,2025-03-16 14:49:05.31878+00,600000,33.9006,35.6178,0,461
992,Naccache,El Metn,Mount Lebanon,Land,0,2025-03-16 14:49:05.416467+00,800000,33.9006,35.6178,0,755
993,Naccache,El Metn,Mount Lebanon,Shop,0,2025-03-16 14:49:05.513146+00,1500000,33.9006,35.6178,0,757
994,Faraya,Kesrouane,Mount Lebanon,Chalet,2,2025-03-16 14:49:05.61089+00,165000,33.9808,35.6856,1,90
995,Mayrouba,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:49:05.69984+00,210000,33.9808,35.6856,0,586
996,Sin El Fil,El Metn,Mount Lebanon,Office,4,2025-03-16 14:49:05.786206+00,1000000,33.9006,35.6178,0,370
997,Aamchit,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:49:05.874448+00,85000,34.1236,35.6455,2,120
998,Jbeil,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:49:05.971901+00,250000,34.1236,35.6455,3,220
999,Batroun,Batroun,North,Apartment,3,2025-03-16 14:49:06.060512+00,140000,34.2556,35.6586,3,165
1000,Ras Beirut,Beirut,Beirut,Apartment,4,2025-03-16 14:49:06.155768+00,240000,33.8886,35.4955,3,257
1001,Dora,El Metn,Mount Lebanon,Shop,3,2025-03-16 14:49:06.244838+00,1200000,33.9006,35.6178,0,600
1002,Aatchane,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:49:06.337105+00,700000,33.9006,35.6178,3,270
1003,kfarhbeib,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:49:06.436203+00,550000,33.9808,35.6856,5,240
1004,kfarhbeib,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:49:06.532301+00,450000,33.9808,35.6856,5,240
1005,kfarhbeib,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:49:06.618981+00,500000,33.9808,35.6856,5,245
1006,Mechmech,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:49:06.720167+00,90000,34.1236,35.6455,2,100
1007,Aamchit,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:49:06.81421+00,145000,34.1236,35.6455,2,150
1008,Aoukar,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:49:06.917574+00,245000,33.9006,35.6178,5,350
1009,Haret Sakher,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:49:07.029093+00,160000,33.9808,35.6856,3,220
1010,Aannaya,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:49:07.165968+00,110000,34.1236,35.6455,0,1400
1011,Down Town,Beirut,Beirut,Shop,4,2025-03-16 14:49:07.257958+00,6405000,33.8886,35.4955,1,867
1012,Down Town,Beirut,Beirut,Shop,1,2025-03-16 14:49:07.384477+00,7935000,33.8886,35.4955,0,972
1013,Jeita,Kesrouane,Mount Lebanon,Apartment,2,2025-03-16 14:49:07.489231+00,285000,33.9808,35.6856,5,200
1014,Badaro,Beirut,Beirut,Apartment,3,2025-03-16 14:49:07.615913+00,800000,33.8886,35.4955,6,350
1015,Zalka,El Metn,Mount Lebanon,Shop,2,2025-03-16 14:49:07.782157+00,290000,33.9006,35.6178,0,140
1016,Batroun,Batroun,North,Land,0,2025-03-16 14:49:07.877289+00,300000,34.2556,35.6586,0,8506
1017,Tannourine,Batroun,North,Land,0,2025-03-16 14:49:07.971417+00,250000,34.2556,35.6586,0,1130
1018,Deir Al Qamar,Chouf,Mount Lebanon,Land,0,2025-03-16 14:49:08.065587+00,666300,33.6947,35.5792,0,4442
1019,Aamchit,Jbeil,Mount Lebanon,Commercial Building,0,2025-03-16 14:49:08.227691+00,1400000,34.1236,35.6455,0,1000
1020,Achrafieh,Beirut,Beirut,Office,0,2025-03-16 14:49:08.329844+00,525000,33.8886,35.4955,0,150
1021,Achrafieh,Beirut,Beirut,Office,0,2025-03-16 14:49:08.419732+00,705000,33.8886,35.4955,0,201
1022,Adma,Kesrouane,Mount Lebanon,Shop,2,2025-03-16 14:49:08.516089+00,350000,33.9808,35.6856,0,180
1023,Monteverde,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:49:08.639702+00,353500,33.9006,35.6178,3,211
1024,Monteverde,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:49:08.730901+00,363500,33.9006,35.6178,3,207
1025,Ras Beirut,Beirut,Beirut,Apartment,4,2025-03-16 14:49:08.848855+00,800000,33.8886,35.4955,3,245
1026,Monteverde,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:49:08.942971+00,316500,33.9006,35.6178,3,211
1027,Monteverde,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:49:09.035551+00,403000,33.9006,35.6178,3,207
1028,Monteverde,El Metn,Mount Lebanon,Apartment,4,2025-03-16 14:49:09.177303+00,648000,33.9006,35.6178,5,360
1029,Monteverde,El Metn,Mount Lebanon,Apartment,4,2025-03-16 14:49:09.294507+00,600600,33.9006,35.6178,5,309
1030,Adma,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:49:09.463662+00,180000,33.9808,35.6856,3,160
1031,Ras Beirut,Beirut,Beirut,Apartment,3,2025-03-16 14:49:09.584453+00,385000,33.8886,35.4955,2,190
1032,Adma,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:49:09.710669+00,250000,33.9808,35.6856,4,200
1033,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:49:09.799245+00,180000,33.8886,35.4955,2,140
1034,Ajaltoun,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:49:09.898049+00,580000,33.9808,35.6856,0,1790
1035,Laqlouq,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:49:10.024875+00,60000,34.1236,35.6455,0,1000
1036,Aamchit,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:49:10.111304+00,225000,34.1236,35.6455,4,202
1037,Jbeil,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:49:10.204299+00,165000,34.1236,35.6455,2,150
1038,Jbeil,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:49:10.302577+00,680000,34.1236,35.6455,0,810
1039,Aamchit,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:49:10.394906+00,500000,34.1236,35.6455,0,1988
1040,Halat,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:49:10.492209+00,150000,34.1236,35.6455,2,146
1041,Jdeideh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:49:10.58517+00,225000,33.9006,35.6178,3,190
1042,Sahel Alma,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:49:10.707971+00,620000,33.9808,35.6856,0,785
1043,Sarba,Kesrouane,Mount Lebanon,Warehouse,2,2025-03-16 14:49:10.799877+00,450000,33.9808,35.6856,0,1000
1044,Aamchit,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:49:10.903876+00,80000,34.1236,35.6455,2,105
1045,Aamchit,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:49:10.999345+00,185000,34.1236,35.6455,3,150
1046,Ghosta,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:49:11.097969+00,250000,33.9808,35.6856,0,1750
1047,Achrafieh,Beirut,Beirut,Shop,1,2025-03-16 14:49:11.19593+00,600000,33.8886,35.4955,0,150
1048,Aannaya,Jbeil,Mount Lebanon,Chalet,1,2025-03-16 14:49:11.312858+00,65000,34.1236,35.6455,1,65
1049,Mkalles,El Metn,Mount Lebanon,Office,2,2025-03-16 14:49:11.411408+00,250000,33.9006,35.6178,0,150
1050,Jbeil,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:49:11.564477+00,250000,34.1236,35.6455,3,300
1051,Jbeil,Jbeil,Mount Lebanon,Office,1,2025-03-16 14:49:11.720897+00,100000,34.1236,35.6455,0,65
1052,Haqel,Jbeil,Mount Lebanon,House/Villa,2,2025-03-16 14:49:11.875865+00,90000,34.1236,35.6455,1,120
1053,Jdayel,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:49:12.048437+00,185000,34.1236,35.6455,3,133
1054,Jdayel,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:49:12.141443+00,190000,34.1236,35.6455,3,133
1055,Fatqa,Kesrouane,Mount Lebanon,Office,2,2025-03-16 14:49:12.24196+00,200000,33.9808,35.6856,0,65
1056,Fatqa,Kesrouane,Mount Lebanon,Office,2,2025-03-16 14:49:12.327612+00,175000,33.9808,35.6856,0,60
1057,Fatqa,Kesrouane,Mount Lebanon,Office,2,2025-03-16 14:49:12.482095+00,140000,33.9808,35.6856,0,100
1058,Fatqa,Kesrouane,Mount Lebanon,Residential Building,0,2025-03-16 14:49:12.574171+00,500000,33.9808,35.6856,0,1000
1059,Fatqa,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:49:12.666635+00,375000,33.9808,35.6856,0,915
1060,Rabieh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:49:12.761284+00,225000,33.9006,35.6178,3,175
1061,Rabieh,El Metn,Mount Lebanon,Warehouse,1,2025-03-16 14:49:12.867069+00,475000,33.9006,35.6178,0,700
1062,Achkout,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:49:13.10285+00,200000,33.9808,35.6856,0,1040
1063,Beit Meri,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:49:13.196407+00,235000,33.9006,35.6178,3,180
1064,Deir Al Qamar,Chouf,Mount Lebanon,Land,0,2025-03-16 14:49:13.288265+00,230000,33.6947,35.5792,0,1100
1065,Jbeil,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:49:13.395716+00,185000,34.1236,35.6455,3,174
1066,Halat,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:49:13.529344+00,1415000,34.1236,35.6455,0,4050
1067,Hboub,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:49:13.632609+00,410000,34.1236,35.6455,0,1688
1068,Zouk Mosbeh,Kesrouane,Mount Lebanon,Shop,1,2025-03-16 14:49:13.722888+00,350000,33.9808,35.6856,0,225
1069,Ajaltoun,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:49:13.809749+00,375000,33.9808,35.6856,0,1155
1070,Baabda,Baabda,Mount Lebanon,Apartment,4,2025-03-16 14:49:13.900841+00,1700000,33.8333,35.5442,6,500
1071,Mechmech,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:49:13.992939+00,120000,34.1236,35.6455,0,1764
1072,Dlebta,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:49:14.08928+00,150000,33.9808,35.6856,0,652
1073,Haqel,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:49:14.18675+00,2080000,34.1236,35.6455,0,51900
1074,Fidar,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:49:14.287208+00,595000,34.1236,35.6455,0,1064
1075,Fidar,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:49:14.37239+00,430000,34.1236,35.6455,0,1201
1076,Fidar,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:49:14.496213+00,483000,34.1236,35.6455,0,1344
1077,Beit El Kikko,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:49:14.64979+00,129000,33.9006,35.6178,2,125
1078,Baabdat,El Metn,Mount Lebanon,Land,0,2025-03-16 14:49:14.806819+00,547500,33.9006,35.6178,0,1565
1079,Baabdat,El Metn,Mount Lebanon,Land,0,2025-03-16 14:49:14.930369+00,549500,33.9006,35.6178,0,1570
1080,Baabdat,El Metn,Mount Lebanon,Land,0,2025-03-16 14:49:15.040775+00,1100000,33.9006,35.6178,0,3135
1081,Baabdat,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:49:15.135686+00,280000,33.9006,35.6178,3,270
1082,Baabdat,El Metn,Mount Lebanon,House/Villa,4,2025-03-16 14:49:15.288161+00,1800000,33.9006,35.6178,5,650
1083,Batroun,Batroun,North,Land,0,2025-03-16 14:49:15.446239+00,415000,34.2556,35.6586,0,510
1084,Dbayeh,El Metn,Mount Lebanon,Office,0,2025-03-16 14:49:15.604519+00,480000,33.9006,35.6178,0,125
1085,Jbeil,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:49:15.709753+00,375000,34.1236,35.6455,0,3740
1086,Hosrayel,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:49:15.811636+00,120000,34.1236,35.6455,3,120
1087,Monteverde,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:49:15.938388+00,380000,33.9006,35.6178,4,180
1088,Adma,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:49:16.193421+00,320000,33.9808,35.6856,3,180
1089,Raachine,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:49:16.283584+00,200000,33.9808,35.6856,0,1280
1090,Ghine,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:49:16.384699+00,140000,33.9808,35.6856,0,875
1091,Batroun,Batroun,North,Land,0,2025-03-16 14:49:16.485502+00,800000,34.2556,35.6586,0,1826
1092,Batroun,Batroun,North,Land,0,2025-03-16 14:49:16.57352+00,280000,34.2556,35.6586,0,1261
1093,Achrafieh,Beirut,Beirut,Apartment,2,2025-03-16 14:49:16.671692+00,315000,33.8886,35.4955,3,105
1094,Bouchrieh,El Metn,Mount Lebanon,Land,0,2025-03-16 14:49:16.765321+00,4000000,33.9006,35.6178,0,1208
1095,Laqlouq,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:49:16.855016+00,191000,34.1236,35.6455,0,2700
1096,Jbeil,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:49:16.950562+00,500000,34.1236,35.6455,0,1450
1097,Shayle,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:49:17.039504+00,250000,33.9808,35.6856,3,185
1098,Adma,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:49:17.12559+00,700000,33.9808,35.6856,4,327
1099,Edde,Jbeil,Mount Lebanon,Shop,1,2025-03-16 14:49:17.215605+00,300000,34.1236,35.6455,0,300
1100,Edde,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:49:17.327735+00,500000,34.1236,35.6455,0,2000
1101,Sin El Fil,El Metn,Mount Lebanon,Land,0,2025-03-16 14:49:17.422284+00,4260000,33.9006,35.6178,0,2130
1102,Hboub,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:49:17.509576+00,155000,34.1236,35.6455,2,150
1103,Hazmieh,Baabda,Mount Lebanon,Land,0,2025-03-16 14:49:17.644474+00,1725000,33.8333,35.5442,0,1150
1104,Hazmieh,Baabda,Mount Lebanon,Land,0,2025-03-16 14:49:17.743065+00,1500000,33.8333,35.5442,0,1000
1105,Hazmieh,Baabda,Mount Lebanon,Land,0,2025-03-16 14:49:17.833471+00,1500000,33.8333,35.5442,0,1000
1106,Yarzeh,Baabda,Mount Lebanon,Land,0,2025-03-16 14:49:17.926102+00,2125500,33.8333,35.5442,0,1417
1107,Ras Beirut,Beirut,Beirut,Apartment,4,2025-03-16 14:49:18.02543+00,650000,33.8886,35.4955,4,350
1108,Faytroun,Kesrouane,Mount Lebanon,Chalet,2,2025-03-16 14:49:18.129681+00,225000,33.9808,35.6856,2,110
1109,Beit Meri,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:49:18.284047+00,277000,33.9006,35.6178,3,180
1110,Beit Meri,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:49:18.387134+00,300000,33.9006,35.6178,3,220
1111,Ras Beirut,Beirut,Beirut,Apartment,3,2025-03-16 14:49:18.480298+00,800000,33.8886,35.4955,3,340
1112,Laqlouq,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:49:18.570362+00,115000,34.1236,35.6455,0,900
1113,Ghine,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:49:18.675976+00,140000,33.9808,35.6856,0,817
1114,Rabieh,El Metn,Mount Lebanon,Apartment,5,2025-03-16 14:49:18.765858+00,2400000,33.9006,35.6178,8,1200
1115,Aamchit,Jbeil,Mount Lebanon,Office,1,2025-03-16 14:49:18.899703+00,93000,34.1236,35.6455,0,93
1116,Mansourieh,El Metn,Mount Lebanon,Office,1,2025-03-16 14:49:18.986402+00,185000,33.9006,35.6178,0,180
1117,Mansourieh,El Metn,Mount Lebanon,Office,1,2025-03-16 14:49:19.078984+00,285000,33.9006,35.6178,0,255
1118,Jal el Dib,El Metn,Mount Lebanon,Office,1,2025-03-16 14:49:19.202692+00,145000,33.9006,35.6178,0,90
1119,Laqlouq,Jbeil,Mount Lebanon,House/Villa,3,2025-03-16 14:49:19.371086+00,375000,34.1236,35.6455,3,250
1120,Jaj,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:49:19.467044+00,290000,34.1236,35.6455,0,11620
1121,Fakra,Kesrouane,Mount Lebanon,Chalet,1,2025-03-16 14:49:19.555451+00,195000,33.9808,35.6856,1,70
1122,Dik El Mehdi,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:49:19.646423+00,270000,33.9006,35.6178,4,250
1123,Shayle,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:49:19.734496+00,200000,33.9808,35.6856,3,214
1124,Jnah,Beirut,Beirut,Apartment,4,2025-03-16 14:49:19.846027+00,2000000,33.8886,35.4955,4,350
1125,Hboub,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:49:19.948412+00,95000,34.1236,35.6455,2,105
1126,Bouchrieh,El Metn,Mount Lebanon,Factory,1,2025-03-16 14:49:20.052855+00,340000,33.9006,35.6178,0,300
1127,Mansourieh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:49:20.151913+00,230000,33.9006,35.6178,3,200
1128,Mansourieh,El Metn,Mount Lebanon,Apartment,1,2025-03-16 14:49:20.253822+00,140000,33.9006,35.6178,1,80
1129,Mansourieh,El Metn,Mount Lebanon,Apartment,4,2025-03-16 14:49:20.347743+00,500000,33.9006,35.6178,4,400
1130,Mansourieh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:49:20.877679+00,250000,33.9006,35.6178,3,200
1131,Kaslik,Kesrouane,Mount Lebanon,Apartment,4,2025-03-16 14:49:21.003415+00,600000,33.9808,35.6856,3,300
1132,Halat,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:49:21.126783+00,100000,34.1236,35.6455,2,110
1133,Jeita,Kesrouane,Mount Lebanon,House/Villa,3,2025-03-16 14:49:21.350633+00,3500000,33.9808,35.6856,3,2000
1134,Haret Sakher,Kesrouane,Mount Lebanon,Warehouse,1,2025-03-16 14:49:21.508665+00,80000,33.9808,35.6856,0,165
1135,Ghosta,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:49:21.668062+00,300000,33.9808,35.6856,0,840
1136,Nahr El Mot,El Metn,Mount Lebanon,Warehouse,0,2025-03-16 14:49:21.82413+00,120000,33.9006,35.6178,0,210
1137,Klayaat,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:49:21.979521+00,95000,33.9808,35.6856,3,165
1138,Ras Beirut,Beirut,Beirut,Apartment,3,2025-03-16 14:49:22.488664+00,500000,33.8886,35.4955,2,215
1139,Ras Beirut,Beirut,Beirut,Shop,1,2025-03-16 14:49:22.623034+00,270000,33.8886,35.4955,0,217
1140,Baabdat,El Metn,Mount Lebanon,House/Villa,4,2025-03-16 14:49:22.721702+00,1200000,33.9006,35.6178,3,650
1141,Mechmech,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:49:22.841301+00,500000,34.1236,35.6455,0,11000
1142,Dik El Mehdi,El Metn,Mount Lebanon,Apartment,4,2025-03-16 14:49:22.952544+00,280000,33.9006,35.6178,4,225
1143,Blat,Jbeil,Mount Lebanon,Apartment,4,2025-03-16 14:49:23.123769+00,170000,34.1236,35.6455,4,300
1144,Mar Takla,Baabda,Mount Lebanon,Apartment,1,2025-03-16 14:49:23.27875+00,128000,33.8333,35.5442,2,120
1145,Adonis,Kesrouane,Mount Lebanon,Office,1,2025-03-16 14:49:23.424722+00,120000,33.9808,35.6856,0,100
