Address,Price $,Size m²,Bedrooms,Bathrooms,Furnished
"Blaybel, Aley, Mount Lebanon",129999,140,2,2,no
"Yarzeh, Baabda, Mount Lebanon",1000000,450,3,5,partly
"Yarzeh, Baabda, Mount Lebanon",925000,300,3,5,partly
"Jal el Dib, El Metn, Mount Lebanon",220000,220,4,3,no
"Sin El Fil, El Metn, Mount Lebanon",189999,150,2,2,no
"Mansourieh, El Metn, Mount Lebanon",198999,275,3,3,no
"Aayoun El Siman, El Metn, Mount Lebanon",2499999,1000,8,8,yes
"Bikfaiya, El Metn, Mount Lebanon",158999,530,N/A,N/A,no
"Broummana, El Metn, Mount Lebanon",350000,240,3,5,yes
"Achrafieh, Beirut, Beirut",899999,335,3,5,no
"Ashkout, Kesrouane, Mount Lebanon",499999,280,3,5,yes
"Bharsaf, El Metn, Mount Lebanon",799999,260,3,4,yes
"Mansourieh, El Metn, Mount Lebanon",224999,200,3,4,no
"Mar Elias, Beirut, Beirut",290000,170,3,3,yes
"Down Town, Beirut, Beirut",1250000,235,2,4,yes
"Klayaat, Kesrouane, Mount Lebanon",59999,100,2,2,no
"Achrafieh, Beirut, Beirut",339999,150,3,2,no
"Achrafieh, Beirut, Beirut",219999,120,2,2,no
"Dik El Mehdi, El Metn, Mount Lebanon",450000,470,3,3,no
"Aaoukar, El Metn, Mount Lebanon",174999,175,3,4,no
"Kfardebian, Kesrouane, Mount Lebanon",260000,555,N/A,N/A,no
"Bikfaiya, El Metn, Mount Lebanon",1599999,1180,7,8,no
"Saifi, Beirut, Beirut",2700000,475,4,6,no
"Rabweh, El Metn, Mount Lebanon",500000,300,3,4,yes
"Achrafieh, Beirut, Beirut",1349999,500,4,6,no
"Ain Saadeh, El Metn, Mount Lebanon",300000,230,3,4,no
"Rabweh, El Metn, Mount Lebanon",420000,250,3,3,partly
"Mazraat Yachouh, El Metn, Mount Lebanon",155000,170,3,3,no
"Mansourieh, El Metn, Mount Lebanon",200000,170,3,3,no
"Kornet Chehwan, El Metn, Mount Lebanon",500000,250,4,5,no
"Louaizeh, Baabda, Mount Lebanon",3000000,1900,7,8,yes
"Hboub, Jbeil, Mount Lebanon",150000,165,3,3,no
"Louaizeh, Baabda, Mount Lebanon",6500000,1600,8,8,yes
"Louaizeh, Baabda, Mount Lebanon",250000,140,3,3,no
"Mtayleb, El Metn, Mount Lebanon",500000,230,3,3,no
"Jbeil, Jbeil, Mount Lebanon",185000,172,3,3,yes
"Hboub, Jbeil, Mount Lebanon",144000,142,2,2,no
"Hboub, Jbeil, Mount Lebanon",135000,210,3,4,no
"Jbeil, Jbeil, Mount Lebanon",85000,150,3,3,no
"Hboub, Jbeil, Mount Lebanon",130000,135,2,2,no
"Hboub, Jbeil, Mount Lebanon",125000,125,2,2,no
"Hboub, Jbeil, Mount Lebanon",260000,336,3,3,no
"Hboub, Jbeil, Mount Lebanon",178000,178,3,3,no
"Hboub, Jbeil, Mount Lebanon",208000,208,3,3,no
"Faraya, Kesrouane, Mount Lebanon",400000,2727,N/A,N/A,no
"Elissar, El Metn, Mount Lebanon",155000,178,3,3,no
"Jounieh, Kesrouane, Mount Lebanon",320000,67,1,1,no
"Bsalim, El Metn, Mount Lebanon",190000,150,3,3,no
"Ouyoun Broummana, El Metn, Mount Lebanon",259999,1140,N/A,N/A,no
"El Biyada, El Metn, Mount Lebanon",830000,400,3,5,no
"El Biyada, El Metn, Mount Lebanon",775000,440,3,4,no
"Rabweh, El Metn, Mount Lebanon",327000,306,4,5,no
"Rabieh, El Metn, Mount Lebanon",10000000,2600,5,6,no
"Dik El Mehdi, El Metn, Mount Lebanon",340000,250,3,4,no
"Verdun, Beirut, Beirut",850000,300,3,5,partly
"El Biyada, El Metn, Mount Lebanon",1190000,565,4,5,no
"Louaizeh, Baabda, Mount Lebanon",340000,141,3,4,no
"Jamhour, Baabda, Mount Lebanon",150000,120,2,3,no
"Jamhour, Baabda, Mount Lebanon",275000,220,4,4,no
"Beit Meri, El Metn, Mount Lebanon",450000,440,4,5,yes
"Sehayleh, Kesrouane, Mount Lebanon",290000,220,4,3,yes
"Sahel Alma, Kesrouane, Mount Lebanon",850000,320,4,3,yes
"Louaizeh, Baabda, Mount Lebanon",330000,200,3,3,no
"Ain El Rihany, Kesrouane, Mount Lebanon",260000,235,4,5,no
"Louaizeh, Baabda, Mount Lebanon",340000,230,3,4,yes
"Mansourieh, El Metn, Mount Lebanon",150000,170,3,2,partly
"Boutchay, Baabda, Mount Lebanon",359999,230,3,5,no
"Ballouneh, Kesrouane, Mount Lebanon",260000,210,3,4,no
"Furn El Chebbak, Baabda, Mount Lebanon",225000,130,2,2,yes
"Yarzeh, Baabda, Mount Lebanon",800000,400,4,4,no
"Hazmieh, Baabda, Mount Lebanon",730000,320,3,5,yes
"Bakich, Kesrouane, Mount Lebanon",185000,732,N/A,N/A,no
"Mansourieh, El Metn, Mount Lebanon",99999,115,2,2,no
"Down Town, Beirut, Beirut",8000000,900,5,6,no
"Dik El Mehdi, El Metn, Mount Lebanon",119000,134,2,2,no
"Mar Roukoz, El Metn, Mount Lebanon",136500,105,2,2,no
"Rabweh, El Metn, Mount Lebanon",180000,175,3,3,no
"Jouret Al Ballout, El Metn, Mount Lebanon",245000,250,3,4,no
"Aannaya, Jbeil, Mount Lebanon",335000,300,4,4,yes
"Monteverde, El Metn, Mount Lebanon",334999,180,3,4,partly
"Beit Meri, El Metn, Mount Lebanon",254100,154,3,3,no
"Mansourieh, El Metn, Mount Lebanon",180000,160,3,1,no
"Mtayleb, El Metn, Mount Lebanon",163000,157,3,3,no
"Mansourieh, El Metn, Mount Lebanon",115000,135,2,2,no
"Ain Saadeh, El Metn, Mount Lebanon",619999,380,3,6,partly
"Haret Sakher, Kesrouane, Mount Lebanon",199999,215,3,3,no
"Sin El Fil, El Metn, Mount Lebanon",3679000,1415,N/A,N/A,no
"Mansourieh, El Metn, Mount Lebanon",189999,209,2,4,partly
"Mansourieh, El Metn, Mount Lebanon",249999,209,3,4,partly
"Achrafieh, Beirut, Beirut",750000,190,2,2,yes
"Bsalim, El Metn, Mount Lebanon",400000,200,3,4,no
"Gemayzeh, Beirut, Beirut",310000,120,2,1,no
"Saifi, Beirut, Beirut",1190000,280,3,5,yes
"Sodeco, Beirut, Beirut",1300000,373,4,6,no
"Monteverde, El Metn, Mount Lebanon",349999,190,3,3,no
"Yarzeh, Baabda, Mount Lebanon",900000,451,3,4,no
"Yarzeh, Baabda, Mount Lebanon",900000,335,3,4,no
"Mtayleb, El Metn, Mount Lebanon",950000,1018,N/A,N/A,no
"Beit Meri, El Metn, Mount Lebanon",849999,590,5,7,no
"El Biyada, El Metn, Mount Lebanon",400000,230,3,3,no
"Naqqache, El Metn, Mount Lebanon",360000,240,3,4,no
"Bsalim, El Metn, Mount Lebanon",245000,178,3,4,no
"Naqqache, El Metn, Mount Lebanon",449998,499,4,6,no
"Ain El Remmaneh (Baabda), Baabda, Mount Lebanon",160000,120,2,2,no
"Naqqache, El Metn, Mount Lebanon",400000,300,5,5,no
"Naqqache, El Metn, Mount Lebanon",195000,185,3,3,no
"Jamhour, Baabda, Mount Lebanon",499999,150,3,4,no
"El Biyada, El Metn, Mount Lebanon",545000,455,4,4,no
"El Biyada, El Metn, Mount Lebanon",700000,360,4,4,no
"Mansourieh, El Metn, Mount Lebanon",120000,125,2,2,no
"Manara (Beirut), Beirut, Beirut",1700000,500,4,5,yes
"Manara (Beirut), Beirut, Beirut",640000,250,3,4,yes
"Baabda, Baabda, Mount Lebanon",649999,350,4,6,partly
"Baabdat, El Metn, Mount Lebanon",320000,225,3,4,no
"Achrafieh, Beirut, Beirut",220000,105,2,2,no
"Deir Qoubel, Aley, Mount Lebanon",140000,240,4,3,no
"Rawche, Beirut, Beirut",550000,230,3,4,no
"El Biyada, El Metn, Mount Lebanon",1190000,490,4,4,partly
"Hazmieh, Baabda, Mount Lebanon",529999,260,3,4,no
"Mar Roukoz, El Metn, Mount Lebanon",140000,135,3,2,no
"Beit Meri, El Metn, Mount Lebanon",180000,200,2,2,yes
"Hazmieh, Baabda, Mount Lebanon",400000,310,3,4,yes
"Yarzeh, Baabda, Mount Lebanon",1450000,450,4,6,yes
"Yarzeh, Baabda, Mount Lebanon",1000000,360,3,5,yes
"Rabweh, El Metn, Mount Lebanon",260000,216,3,4,no
"Mansourieh, El Metn, Mount Lebanon",280000,400,4,4,no
"Jal el Dib, El Metn, Mount Lebanon",420000,210,3,3,no
"Hazmieh, Baabda, Mount Lebanon",535000,280,3,4,yes
"Yarzeh, Baabda, Mount Lebanon",875000,323,4,3,yes
"Faqra, Kesrouane, Mount Lebanon",900000,344,4,4,yes
"Rabweh, El Metn, Mount Lebanon",335000,240,4,5,no
"Achrafieh, Beirut, Beirut",2000000,1450,N/A,N/A,no
"Naqqache, El Metn, Mount Lebanon",475000,294,3,3,no
"Mar Chaaya, El Metn, Mount Lebanon",280000,140,3,3,partly
"Dekwaneh, El Metn, Mount Lebanon",128000,140,3,2,no
"Rabweh, El Metn, Mount Lebanon",250000,235,3,4,no
"Bsalim, El Metn, Mount Lebanon",225000,150,3,3,no
"Qennabet Broummana, El Metn, Mount Lebanon",720000,420,3,5,no
"Qennabet Broummana, El Metn, Mount Lebanon",617000,325,4,4,no
"Qennabet Broummana, El Metn, Mount Lebanon",630000,380,4,5,no
"El Biyada, El Metn, Mount Lebanon",330000,185,3,3,yes
"Qennabet Broummana, El Metn, Mount Lebanon",427000,225,3,4,no
"Ouyoun Al Simen, Kesrouane, Mount Lebanon",600000,280,5,3,yes
"Yarzeh, Baabda, Mount Lebanon",2150000,861,5,6,no
"Beit Meri, El Metn, Mount Lebanon",425000,300,4,5,no
"Naqqache, El Metn, Mount Lebanon",1350000,633,4,4,no
"Saifi, Beirut, Beirut",1850000,540,5,6,no
"El Biyada, El Metn, Mount Lebanon",500000,265,4,4,no
"Nabay, El Metn, Mount Lebanon",135000,130,3,2,no
"Mansourieh, El Metn, Mount Lebanon",125000,140,3,2,yes
"Hazmieh, Baabda, Mount Lebanon",460000,400,4,5,no
"Hazmieh, Baabda, Mount Lebanon",495000,300,4,5,no
"Hazmieh, Baabda, Mount Lebanon",335000,200,3,4,no
"Hazmieh, Baabda, Mount Lebanon",315000,200,3,4,no
"Qennabet Broummana, El Metn, Mount Lebanon",649999,450,4,6,no
"Qennabet Broummana, El Metn, Mount Lebanon",395000,225,3,5,no
"Bsalim, El Metn, Mount Lebanon",365000,400,3,6,no
"Mansourieh, El Metn, Mount Lebanon",149999,105,2,2,no
"Dahr El Souane, El Metn, Mount Lebanon",465000,309,3,4,no
"Aaoukar, El Metn, Mount Lebanon",250000,175,3,3,no
"Hazmieh, Baabda, Mount Lebanon",400000,220,3,4,partly
"Elissar, El Metn, Mount Lebanon",380000,315,3,3,no
"El Biyada, El Metn, Mount Lebanon",260000,190,3,3,no
"Dekwaneh, El Metn, Mount Lebanon",100000,85,2,1,no
"Qennabet Broummana, El Metn, Mount Lebanon",666000,365,4,6,yes
"Achrafieh, Beirut, Beirut",135000,81,2,1,no
"Broummana, El Metn, Mount Lebanon",600000,470,5,4,no
"Mtayleb, El Metn, Mount Lebanon",575000,250,3,3,no
"Ain Saadeh, El Metn, Mount Lebanon",1200000,650,4,6,yes
"Baabdat, El Metn, Mount Lebanon",600000,440,4,6,partly
"Yarzeh, Baabda, Mount Lebanon",9000000,4000,7,7,partly
"Aaoukar, El Metn, Mount Lebanon",475000,304,3,4,no
"Dahr El Souane, El Metn, Mount Lebanon",320000,300,4,4,no
"Yarzeh, Baabda, Mount Lebanon",550000,209,3,5,yes
"Mansourieh, El Metn, Mount Lebanon",799999,1036,N/A,N/A,yes
"Baabdat, El Metn, Mount Lebanon",350000,320,3,4,no
"Tannourine, Batroun, North",600000,600,6,8,no
"Qennabet Baabdat, El Metn, Mount Lebanon",650000,320,3,4,yes
"Ain Saadeh, El Metn, Mount Lebanon",400000,215,3,4,partly
"Mtayleb, El Metn, Mount Lebanon",390000,240,3,3,no
"Naqqache, El Metn, Mount Lebanon",370000,350,4,4,no
"Aaoukar, El Metn, Mount Lebanon",415000,300,3,3,no
"Mtayleb, El Metn, Mount Lebanon",800000,360,3,4,no
"Beit el Chaar, El Metn, Mount Lebanon",265000,220,3,3,no
"Ain Saadeh, El Metn, Mount Lebanon",5000000,2000,7,8,yes
"Blaybel, Aley, Mount Lebanon",134999,140,3,4,no
"Achrafieh, Beirut, Beirut",490000,185,2,4,yes
"Hazmieh, Baabda, Mount Lebanon",475000,200,3,5,yes
"Ain Saadeh, El Metn, Mount Lebanon",465000,220,3,3,yes
"El Biyada, El Metn, Mount Lebanon",710000,385,3,3,yes
"Hazmieh, Baabda, Mount Lebanon",320000,205,3,4,no
"Rabieh, El Metn, Mount Lebanon",1200000,700,5,5,yes
"Mazraat Yachouh, El Metn, Mount Lebanon",750000,425,4,5,yes
"Beit El Kikko, El Metn, Mount Lebanon",440000,400,5,5,no
"Monteverde, El Metn, Mount Lebanon",1100000,500,3,5,no
"Mansourieh, El Metn, Mount Lebanon",229999,150,3,4,partly
"Mansourieh, El Metn, Mount Lebanon",259999,200,3,4,no
"Mtayleb, El Metn, Mount Lebanon",550000,380,5,4,no
"Naqqache, El Metn, Mount Lebanon",900000,444,3,4,no
"El Biyada, El Metn, Mount Lebanon",600000,400,4,6,no
"Dbayeh, El Metn, Mount Lebanon",270000,153,3,3,no
"Broummana, El Metn, Mount Lebanon",600000,390,4,4,no
"Qennabet Broummana, El Metn, Mount Lebanon",560000,330,4,5,no
"Yarzeh, Baabda, Mount Lebanon",1100000,535,4,6,partly
"Broummana, El Metn, Mount Lebanon",750000,450,4,6,yes
"Elissar, El Metn, Mount Lebanon",218000,140,2,2,no
"Kornet Chehwan, El Metn, Mount Lebanon",210000,173,3,3,no
"Baabdat, El Metn, Mount Lebanon",950000,475,4,5,yes
"Bsalim, El Metn, Mount Lebanon",250000,155,2,3,no
"Baouchriyeh, El Metn, Mount Lebanon",155000,150,2,3,no
"Mansourieh, El Metn, Mount Lebanon",149999,130,2,2,no
"Halat, Jbeil, Mount Lebanon",2900000,550,4,5,no
"Hazmieh, Baabda, Mount Lebanon",525000,400,4,5,partly
"Faqra, Kesrouane, Mount Lebanon",9900000,3000,8,8,yes
"Hazmieh, Baabda, Mount Lebanon",525000,600,4,5,no
"Rabieh, El Metn, Mount Lebanon",430000,260,3,5,yes
"Yarzeh, Baabda, Mount Lebanon",3000000,677,3,5,yes
"El Biyada, El Metn, Mount Lebanon",1185000,490,3,4,no
"Kornet Chehwan, El Metn, Mount Lebanon",625000,433,5,5,partly
"Yarzeh, Baabda, Mount Lebanon",1700000,900,4,7,no
"Baabdat, El Metn, Mount Lebanon",395000,275,3,4,no
"Broummana, El Metn, Mount Lebanon",2100000,907,5,8,yes
"Antelias, El Metn, Mount Lebanon",699000,255,3,3,no
"Rabweh, El Metn, Mount Lebanon",120000,110,2,2,yes
"Rabieh, El Metn, Mount Lebanon",1200000,450,4,5,yes
"Rabieh, El Metn, Mount Lebanon",1395000,623,4,4,no
"Bhamdoun, Aley, Mount Lebanon",499000,9345,N/A,N/A,no
"Mtayleb, El Metn, Mount Lebanon",525000,270,3,5,no
"Yarzeh, Baabda, Mount Lebanon",1200000,515,4,7,no
"Kfardebian, Kesrouane, Mount Lebanon",379900,200,3,5,yes
"Charles Malek, Beirut, Beirut",460000,170,3,4,no
"Sodeco, Beirut, Beirut",770000,400,4,5,no
"Kornet Chehwan, El Metn, Mount Lebanon",817000,1629,N/A,N/A,no
"Aaoukar, El Metn, Mount Lebanon",850000,604,5,7,partly
"Mtayleb, El Metn, Mount Lebanon",475000,300,3,5,no
"Achrafieh, Beirut, Beirut",5200000,872,N/A,N/A,no
"Achrafieh, Beirut, Beirut",2352000,336,N/A,N/A,no
"Achrafieh, Beirut, Beirut",250000,170,2,2,no
"Rabweh, El Metn, Mount Lebanon",500000,280,3,4,yes
"Yarzeh, Baabda, Mount Lebanon",1450000,500,4,6,no
"El Biyada, El Metn, Mount Lebanon",775000,300,3,4,no
"Beit Meri, El Metn, Mount Lebanon",355710,213,4,4,no
"Antelias, El Metn, Mount Lebanon",235000,155,3,3,no
"Sahel Alma, Kesrouane, Mount Lebanon",600000,750,N/A,N/A,no
"Dbayeh, El Metn, Mount Lebanon",185000,155,2,2,no
"Achrafieh, Beirut, Beirut",410000,215,1,2,yes
"Achrafieh, Beirut, Beirut",259000,60,1,2,yes
"Achrafieh, Beirut, Beirut",350000,90,2,2,yes
"Achrafieh, Beirut, Beirut",500000,180,3,3,no
"Adma, Kesrouane, Mount Lebanon",600,300,3,3,no
"Adonis, Kesrouane, Mount Lebanon",85000,160,3,2,no
"Broummana, El Metn, Mount Lebanon",295000,186,2,4,no
"Hazmieh, Baabda, Mount Lebanon",156000,87,2,2,no
"Kornet Chehwan, El Metn, Mount Lebanon",219000,250,3,4,no
"Jal el Dib, El Metn, Mount Lebanon",123000,124,2,2,no
"Aaoukar, El Metn, Mount Lebanon",115000,160,3,2,no
"Dbayeh Waterfront, El Metn, Mount Lebanon",1400000,330,3,4,yes
"Bsaba (Baabda), Baabda, Mount Lebanon",80000,90,2,2,no
"Boutchay, Baabda, Mount Lebanon",220000,270,3,4,no
"Zikrit, El Metn, Mount Lebanon",120000,100,2,2,no
"Dbayeh, El Metn, Mount Lebanon",250000,250,3,5,no
"Dbayeh, El Metn, Mount Lebanon",250000,250,3,5,no
"Dbayeh, El Metn, Mount Lebanon",182000,140,3,2,no
"Mazraat Yachouh, El Metn, Mount Lebanon",130000,135,2,2,no
"Dbayeh, El Metn, Mount Lebanon",800000,260,3,4,yes
"New Mar Takla, Baabda, Mount Lebanon",500000,240,3,4,no
"Achrafieh, Beirut, Beirut",700000,285,4,4,no
"Kornet Chehwan, El Metn, Mount Lebanon",330000,240,4,3,no
"Yarzeh, Baabda, Mount Lebanon",1100000,360,3,5,no
"New Mar Takla, Baabda, Mount Lebanon",550000,220,2,4,yes
"Achrafieh, Beirut, Beirut",626000,179,2,3,no
"Achrafieh, Beirut, Beirut",855000,225,3,4,no
"Zalka, El Metn, Mount Lebanon",150000,160,3,2,no
"New Mar Takla, Baabda, Mount Lebanon",410000,240,3,4,yes
"Kfardebian, Kesrouane, Mount Lebanon",360000,816,3,3,no
"Sehayleh, Kesrouane, Mount Lebanon",150000,170,3,3,no
"New Mar Takla, Baabda, Mount Lebanon",550000,220,4,4,yes
"Jdeideh, El Metn, Mount Lebanon",180000,160,3,2,yes
"Baabda, Baabda, Mount Lebanon",145000,138,3,3,no
"Baabda, Baabda, Mount Lebanon",440000,200,3,3,no
"Baabda, Baabda, Mount Lebanon",355000,160,3,2,no
"Yarzeh, Baabda, Mount Lebanon",1900000,770,4,7,yes
"Biaqout, El Metn, Mount Lebanon",335000,220,3,4,no
"Badaro, Beirut, Beirut",650000,250,3,4,yes
"Achrafieh, Beirut, Beirut",700000,265,3,4,no
"Jamhour, Baabda, Mount Lebanon",145000,110,2,3,no
"Hotel Dieu, Beirut, Beirut",400000,180,3,4,no
"Bsalim, El Metn, Mount Lebanon",400000,320,3,4,no
"Yarzeh, Baabda, Mount Lebanon",580000,275,3,4,no
"Yarzeh, Baabda, Mount Lebanon",775000,363,3,5,no
"Jamhour, Baabda, Mount Lebanon",300000,145,3,3,no
"Jamhour, Baabda, Mount Lebanon",325000,150,3,3,no
"Zalka, El Metn, Mount Lebanon",145000,160,2,2,no
"Mar Roukoz, El Metn, Mount Lebanon",150000,130,2,2,no
"Baabdat, El Metn, Mount Lebanon",290000,210,3,4,no
"Faiyadiyeh, Baabda, Mount Lebanon",1400000,520,4,5,no
"Jamhour, Baabda, Mount Lebanon",690000,310,3,5,no
"Yarzeh, Baabda, Mount Lebanon",1650000,570,4,5,no
"Hazmieh, Baabda, Mount Lebanon",850000,420,4,5,yes
"Yarzeh, Baabda, Mount Lebanon",550000,325,3,5,no
"Jamhour, Baabda, Mount Lebanon",650000,310,4,5,no
"Jamhour, Baabda, Mount Lebanon",285000,165,3,4,no
"Jamhour, Baabda, Mount Lebanon",285000,165,3,4,no
"Yarzeh, Baabda, Mount Lebanon",650000,360,4,5,no
"Yarzeh, Baabda, Mount Lebanon",800000,230,3,4,yes
"Yarzeh, Baabda, Mount Lebanon",1100000,370,3,4,no
"Yarzeh, Baabda, Mount Lebanon",1150000,370,3,4,no
"Yarzeh, Baabda, Mount Lebanon",1000000,270,3,4,no
"Yarzeh, Baabda, Mount Lebanon",2200000,865,4,6,no
"Jamhour, Baabda, Mount Lebanon",185000,145,3,3,no
"Jamhour, Baabda, Mount Lebanon",140000,100,2,3,no
"Yarzeh, Baabda, Mount Lebanon",350000,200,3,4,no
"Yarzeh, Baabda, Mount Lebanon",330000,200,3,4,no
"Achrafieh, Beirut, Beirut",250000,92,1,2,no
"Achrafieh, Beirut, Beirut",459000,170,2,3,yes
"Kniseh (Baabda), Baabda, Mount Lebanon",149000,170,3,2,yes
"Hamra, Beirut, Beirut",4100000,500,4,5,yes
"Sehayleh, Kesrouane, Mount Lebanon",250000,400,6,5,no
"Sehayleh, Kesrouane, Mount Lebanon",200000,310,3,5,no
"Sehayleh, Kesrouane, Mount Lebanon",165000,160,3,3,no
"Sehayleh, Kesrouane, Mount Lebanon",325000,210,3,4,no
"Ballouneh, Kesrouane, Mount Lebanon",160000,220,3,4,no
"Sehayleh, Kesrouane, Mount Lebanon",185000,210,3,4,no
"Ballouneh, Kesrouane, Mount Lebanon",900000,860,N/A,N/A,no
"Yarzeh, Baabda, Mount Lebanon",550000,150,2,3,yes
"Fanar, El Metn, Mount Lebanon",390000,334,3,3,no
"Dekwaneh, El Metn, Mount Lebanon",250000,170,3,3,no
"Mansourieh, El Metn, Mount Lebanon",315000,250,4,5,yes
"Broummana, El Metn, Mount Lebanon",335000,360,3,4,no
"Mar Elias, Beirut, Beirut",550000,201,5,4,yes
"Ghazir, Kesrouane, Mount Lebanon",160000,200,3,3,no
"Ballouneh, Kesrouane, Mount Lebanon",195000,140,3,3,no
"Haret Sakher, Kesrouane, Mount Lebanon",200000,175,3,4,yes
"Zalka, El Metn, Mount Lebanon",185000,185,3,2,no
"Achrafieh, Beirut, Beirut",100000,50,1,1,yes
"Jdeideh, El Metn, Mount Lebanon",165000,150,3,3,yes
"Sioufi, Beirut, Beirut",650000,265,4,3,no
"Achrafieh, Beirut, Beirut",650000,140,3,5,no
"Mar Mikhael, Beirut, Beirut",550000,123,2,2,yes
"Achrafieh, Beirut, Beirut",700000,250,3,3,no
"Achrafieh, Beirut, Beirut",450000,190,2,3,yes
"Dbayeh, El Metn, Mount Lebanon",250000,160,3,3,no
"Dbayeh, El Metn, Mount Lebanon",230000,130,2,2,no
"Sad El Baouchriyeh, El Metn, Mount Lebanon",85000,100,2,1,no
"Batroun, Batroun, North",360000,1200,N/A,N/A,no
"Al Nakhle, Koura, North",100000,117,2,2,no
"Achrafieh, Beirut, Beirut",350000,120,2,2,no
"Faraya, Kesrouane, Mount Lebanon",600000,217,3,4,no
"Bourj Hammoud, El Metn, Mount Lebanon",120000,145,3,2,yes
"Biaqout, El Metn, Mount Lebanon",2500000,3900,N/A,N/A,no
"Hadad, Baabda, Mount Lebanon",220000,117,2,2,yes
"Biaqout, El Metn, Mount Lebanon",450000,200,3,5,yes
"Msaytbeh, Beirut, Beirut",515000,210,3,4,no
"Msaytbeh, Beirut, Beirut",500000,210,3,4,no
"Msaytbeh, Beirut, Beirut",435000,220,3,4,no
"Mastita, Jbeil, Mount Lebanon",105000,182,3,2,no
"Zebdine, Jbeil, Mount Lebanon",200000,3800,N/A,N/A,no
"Jdeideh, El Metn, Mount Lebanon",150000,122,2,2,no
"Achrafieh, Beirut, Beirut",875000,250,3,3,no
"Sioufi, Beirut, Beirut",350000,91,2,2,yes
"Beit Misk, El Metn, Mount Lebanon",1800000,600,4,6,yes
"Basbina, Batroun, North",250000,172,3,3,no
"Basbina, Batroun, North",225000,172,3,3,no
"Choueifat, Aley, Mount Lebanon",120000,120,3,2,no
"Dbayeh, El Metn, Mount Lebanon",575000,137,2,4,no
"Beit el Chaar, El Metn, Mount Lebanon",110000,170,3,3,yes
"Broummana, El Metn, Mount Lebanon",330000,275,4,5,yes
"Faraya, Kesrouane, Mount Lebanon",390000,201,2,3,yes
"Baabdat, El Metn, Mount Lebanon",300000,230,3,3,no
"Baabdat, El Metn, Mount Lebanon",450000,387,4,5,no
"Naqqache, El Metn, Mount Lebanon",580000,300,4,4,no
"Baabda, Baabda, Mount Lebanon",480000,320,4,5,partly
"Baabda, Baabda, Mount Lebanon",260000,185,2,2,yes
"Jal el Dib, El Metn, Mount Lebanon",380000,260,4,4,yes
"Yarzeh, Baabda, Mount Lebanon",325000,173,3,4,no
"Yarzeh, Baabda, Mount Lebanon",880000,500,5,5,no
"Yarzeh, Baabda, Mount Lebanon",335000,173,3,4,no
"Boutchay, Baabda, Mount Lebanon",145000,125,2,2,partly
"Baabda, Baabda, Mount Lebanon",1000000,450,4,6,yes
"Baabda, Baabda, Mount Lebanon",630000,350,4,5,partly
"Hazmieh, Baabda, Mount Lebanon",2500000,1269,N/A,N/A,no
"Yarzeh, Baabda, Mount Lebanon",800000,400,4,5,no
"Ain Aar, El Metn, Mount Lebanon",330000,152,3,3,no
"Ain Aar, El Metn, Mount Lebanon",250000,145,3,3,no
"Ain Aar, El Metn, Mount Lebanon",325000,202,3,4,no
"Ain Aar, El Metn, Mount Lebanon",375000,213,3,4,no
"Kornet Chehwan, El Metn, Mount Lebanon",267000,165,3,3,no
"Ain Aar, El Metn, Mount Lebanon",330000,260,3,3,no
"Ain Aar, El Metn, Mount Lebanon",290000,255,3,3,no
"Hbous, El Metn, Mount Lebanon",300000,180,3,3,no
"Ain Aar, El Metn, Mount Lebanon",200000,175,3,3,no
"Ain Aar, El Metn, Mount Lebanon",470000,297,3,4,no
"Ain Aar, El Metn, Mount Lebanon",370000,231,3,4,no
"Dekwaneh, El Metn, Mount Lebanon",145000,105,2,2,no
"Dekwaneh, El Metn, Mount Lebanon",150000,110,2,2,no
"Dekwaneh, El Metn, Mount Lebanon",105000,100,2,2,yes
"Bsalim, El Metn, Mount Lebanon",513000,250,3,3,no
"Baabdat, El Metn, Mount Lebanon",525000,313,3,4,no
"Dawhet Aramoun, Aley, Mount Lebanon",205000,170,3,3,no
"Dawhet Aramoun, Aley, Mount Lebanon",210000,150,2,4,no
"sakiet al-janzeer, Beirut, Beirut",590000,151,3,4,no
"Ain El Remmaneh (Baabda), Baabda, Mount Lebanon",52000,35,1,1,yes
"Achrafieh, Beirut, Beirut",630000,210,3,4,yes
"Saifi, Beirut, Beirut",690000,170,2,3,no
"Achrafieh, Beirut, Beirut",630000,200,3,5,no
"Baabda, Baabda, Mount Lebanon",350000,160,2,4,no
"Baabda, Baabda, Mount Lebanon",450000,280,3,4,no
"Sioufi, Beirut, Beirut",375000,176,3,4,no
"Achrafieh, Beirut, Beirut",375000,115,1,1,yes
"Geitawi, Beirut, Beirut",260000,140,3,2,no
"Achrafieh, Beirut, Beirut",350000,170,3,4,yes
"Geitawi, Beirut, Beirut",270000,135,3,3,no
"Geitawi, Beirut, Beirut",240000,120,2,3,no
"Baabda, Baabda, Mount Lebanon",575000,416,3,5,no
"Yarzeh, Baabda, Mount Lebanon",360000,180,3,4,no
"Btouratij, Koura, North",125000,165,3,1,no
"Dekwaneh, El Metn, Mount Lebanon",130000,100,2,2,no
"Achrafieh, Beirut, Beirut",800000,250,3,4,no
"Achrafieh, Beirut, Beirut",1300000,385,4,5,no
"Ain al-Mraiseh, Beirut, Beirut",390000,140,2,1,yes
"Mar Roukoz, El Metn, Mount Lebanon",250000,155,3,3,no
"tallet al-khayat, Beirut, Beirut",1500000,480,3,4,no
