Address,Price $,Size m²,Bedrooms,Bathrooms,Furnished
"Ain Aar, El Metn, Mount Lebanon",300000,310,3,3,no
"Antelias, El Metn, Mount Lebanon",249999,230,3,4,no
"Dbayeh, El Metn, Mount Lebanon",230000,170,3,2,yes
"Dbayeh, El Metn, Mount Lebanon",120000,140,2,2,partly
"Braij, Jbeil, Mount Lebanon",110000,110,2,2,no
"Jal el Dib, El Metn, Mount Lebanon",350000,190,3,4,yes
"Kaskas, Beirut, Beirut",460000,165,3,4,no
"Kaskas, Beirut, Beirut",430000,165,3,4,no
"Fanar, El Metn, Mount Lebanon",280000,400,6,6,no
"Ras Osta, Jbeil, Mount Lebanon",300000,500,3,4,yes
"Dawhet Aramoun, Aley, Mount Lebanon",155000,270,3,2,no
"Tariq El Jdideh, Beirut, Beirut",180000,115,2,2,no
"Aannaya, Jbeil, Mount Lebanon",175000,920,N/A,N/A,no
"Jbeil, Jbeil, Mount Lebanon",4500000,3750,N/A,N/A,no
"Tariq El Jdideh, Beirut, Beirut",150000,100,2,2,no
"Horch Tabet, El Metn, Mount Lebanon",350000,200,3,3,yes
"Monteverde, El Metn, Mount Lebanon",550000,267,3,4,no
"Baabdat, El Metn, Mount Lebanon",180000,225,3,3,no
"Mar Chaaya, El Metn, Mount Lebanon",195999,140,2,4,no
"Douar, El Metn, Mount Lebanon",648000,565,4,5,no
"Rmeil, Beirut, Beirut",769000,157,2,3,no
"Rabieh, El Metn, Mount Lebanon",4500000,4300,N/A,N/A,no
"Verdun, Beirut, Beirut",810000,270,3,4,no
"Ain Saadeh, El Metn, Mount Lebanon",770000,420,3,4,yes
"Ain Aar, El Metn, Mount Lebanon",650000,400,4,5,no
"Ain Aar, El Metn, Mount Lebanon",360000,247,3,4,no
"Ain Aar, El Metn, Mount Lebanon",260000,182,3,3,no
"Mtayleb, El Metn, Mount Lebanon",1700000,590,3,4,partly
"Ain Aar, El Metn, Mount Lebanon",450000,395,3,4,no
"Ain Aar, El Metn, Mount Lebanon",480000,385,3,4,no
"Ain Aar, El Metn, Mount Lebanon",345000,215,3,4,no
"Beit Chabeb, El Metn, Mount Lebanon",150000,135,3,3,no
"Beit Chabeb, El Metn, Mount Lebanon",260000,260,3,3,no
"Ain Aar, El Metn, Mount Lebanon",400000,240,3,4,no
"Ain Saadeh, El Metn, Mount Lebanon",278000,185,3,4,no
"Tariq El Jdideh, Beirut, Beirut",285000,120,2,2,no
"Adonis, Kesrouane, Mount Lebanon",130000,150,2,2,no
"Adonis, Kesrouane, Mount Lebanon",127500,150,2,2,no
"Adonis, Kesrouane, Mount Lebanon",125000,150,2,2,no
"Dbayeh, El Metn, Mount Lebanon",650000,275,4,4,yes
"Kaskas, Beirut, Beirut",435000,165,3,3,no
"Kaskas, Beirut, Beirut",430000,165,3,3,no
"Kaskas, Beirut, Beirut",790000,283,3,3,no
"Fanar, El Metn, Mount Lebanon",175000,130,2,3,no
"Mansourieh, El Metn, Mount Lebanon",300000,160,2,3,no
"Rabieh, El Metn, Mount Lebanon",400000,230,3,3,no
"Mtayleb, El Metn, Mount Lebanon",900000,277,3,4,no
"Nabay, El Metn, Mount Lebanon",149000,144,3,4,no
"Jal el Dib, El Metn, Mount Lebanon",270000,185,3,3,no
"Bsalim, El Metn, Mount Lebanon",250000,249,3,3,no
"Jamhour, Baabda, Mount Lebanon",499999,200,3,3,no
"Hadath, Baabda, Mount Lebanon",219999,120,2,2,yes
"Rabieh, El Metn, Mount Lebanon",1680000,550,4,6,no
"Baabdat, El Metn, Mount Lebanon",320000,210,3,4,no
"Achrafieh, Beirut, Beirut",2500000,520,4,5,no
"Halat, Jbeil, Mount Lebanon",260000,234,4,4,no
"Faiyadiyeh, Baabda, Mount Lebanon",340000,180,3,4,yes
"Laqlouq, Jbeil, Mount Lebanon",90000,125,2,2,partly
"Bsalim, El Metn, Mount Lebanon",375000,285,3,4,no
"Baabda, Baabda, Mount Lebanon",500000,280,3,4,no
"Achrafieh, Beirut, Beirut",600000,200,3,4,no
"Tilal Ain Saade, El Metn, Mount Lebanon",204999,230,4,4,no
"Beit El Kikko, El Metn, Mount Lebanon",279999,165,3,4,no
"Tilal Ain Saade, El Metn, Mount Lebanon",139999,145,3,3,no
"Nakabet Atebba, Tripoli, North",250000,235,3,3,yes
"Baabdat, El Metn, Mount Lebanon",450000,400,4,5,no
"Ain Aar, El Metn, Mount Lebanon",280000,175,3,4,no
"Ain Aar, El Metn, Mount Lebanon",360000,250,3,4,no
"Ain Aar, El Metn, Mount Lebanon",335000,206,3,4,no
"Ain Aar, El Metn, Mount Lebanon",425000,226,3,4,no
"Hbous, El Metn, Mount Lebanon",600000,400,3,3,no
"Mazraat Yachouh, El Metn, Mount Lebanon",160000,145,3,3,no
"Bsalim, El Metn, Mount Lebanon",390000,354,3,4,no
"Zouk Mikael, Kesrouane, Mount Lebanon",159999,220,3,3,no
"Bsalim, El Metn, Mount Lebanon",700000,356,3,4,no
"Bekaatat Achkout, Kesrouane, Mount Lebanon",449999,450,5,8,yes
"Mezher, El Metn, Mount Lebanon",499999,250,3,4,no
"Achrafieh, Beirut, Beirut",329999,95,2,2,yes
"Achrafieh, Beirut, Beirut",399999,175,3,4,no
"Achrafieh, Beirut, Beirut",265000,75,1,2,no
"Mtayleb, El Metn, Mount Lebanon",775000,357,3,4,yes
"El Biyada, El Metn, Mount Lebanon",850000,470,4,5,yes
"El Biyada, El Metn, Mount Lebanon",750000,500,5,5,yes
"Hbous, El Metn, Mount Lebanon",480000,253,3,3,yes
"Mtayleb, El Metn, Mount Lebanon",510000,370,4,3,no
"Mansourieh, El Metn, Mount Lebanon",209999,220,3,2,no
"Achrafieh, Beirut, Beirut",679999,270,3,4,yes
"Dbayeh, El Metn, Mount Lebanon",240000,240,4,4,no
"Sin El Fil, El Metn, Mount Lebanon",3300000,600,N/A,N/A,no
"Bsalim, El Metn, Mount Lebanon",104000,110,2,2,yes
"Tilal Ain Saade, El Metn, Mount Lebanon",150000,150,3,3,no
"Broummana, El Metn, Mount Lebanon",400000,290,3,4,no
"Bir Hassan, Beirut, Beirut",450000,230,3,4,no
"Beit Chlala, Batroun, North",2000000,42533,N/A,N/A,no
"Al Nakhle, Koura, North",155000,180,3,2,no
"Bsalim, El Metn, Mount Lebanon",195000,125,2,2,no
"Baabdat, El Metn, Mount Lebanon",450000,3000,N/A,N/A,no
"Antelias, El Metn, Mount Lebanon",65000,65,1,1,yes
"Bsalim, El Metn, Mount Lebanon",165000,140,2,3,no
"Broummana, El Metn, Mount Lebanon",350000,200,3,3,no
"Broummana, El Metn, Mount Lebanon",320000,240,3,4,no
"Broummana, El Metn, Mount Lebanon",225000,160,3,4,no
"Boutchay, Baabda, Mount Lebanon",220000,166,3,3,no
"Boutchay, Baabda, Mount Lebanon",220000,170,3,3,no
"Louaizeh, Baabda, Mount Lebanon",1200000,1000,N/A,N/A,no
"Louaizeh, Baabda, Mount Lebanon",1200000,1000,N/A,N/A,no
"Beit el Chaar, El Metn, Mount Lebanon",500000,228,3,5,no
"Bsalim, El Metn, Mount Lebanon",660000,320,3,4,no
"Bsalim, El Metn, Mount Lebanon",235000,170,3,3,no
"Achrafieh, Beirut, Beirut",600000,160,3,3,no
"Haret Hreik, Baabda, Mount Lebanon",165000,180,3,2,no
"Bikfaiya, El Metn, Mount Lebanon",309999,200,3,5,no
"Bikfaiya, El Metn, Mount Lebanon",309999,200,3,4,no
"Beit Meri, El Metn, Mount Lebanon",449999,550,5,6,no
"Bsalim, El Metn, Mount Lebanon",394999,205,3,4,no
"Mansourieh, El Metn, Mount Lebanon",319999,400,4,5,yes
"Bsalim, El Metn, Mount Lebanon",430000,280,4,3,no
"Achrafieh, Beirut, Beirut",479999,140,2,4,yes
"Dekwaneh, El Metn, Mount Lebanon",170000,150,3,2,no
"Jisr El Bacha, El Metn, Mount Lebanon",390000,430,8,3,partly
"Bsalim, El Metn, Mount Lebanon",260000,173,3,3,no
"Badaro, Beirut, Beirut",820000,550,4,5,no
"Bsalim, El Metn, Mount Lebanon",700000,300,3,4,yes
"Mtayleb, El Metn, Mount Lebanon",275000,180,3,3,no
"Al Nakhle, Koura, North",135000,147,3,3,no
"Al Nakhle, Koura, North",85000,93,2,2,no
"Ras Maska, Koura, North",155000,140,3,3,no
"Ras Maska, Koura, North",140000,120,3,2,no
"Ras Maska, Koura, North",175000,165,3,3,no
"Kornet Chehwan, El Metn, Mount Lebanon",270000,165,3,3,no
"Kornet Chehwan, El Metn, Mount Lebanon",400000,265,3,1,no
"Kornet Chehwan, El Metn, Mount Lebanon",270000,184,3,3,no
"Naqqache, El Metn, Mount Lebanon",275000,187,3,3,no
"Achrafieh, Beirut, Beirut",2200000,450,4,4,no
"Bsalim, El Metn, Mount Lebanon",250000,200,3,3,no
"Sin El Fil, El Metn, Mount Lebanon",160000,80,N/A,1,no
"Zikrit, El Metn, Mount Lebanon",150000,105,2,2,yes
"Achrafieh, Beirut, Beirut",330000,140,3,3,no
"Achrafieh, Beirut, Beirut",240000,140,3,3,no
"Bsalim, El Metn, Mount Lebanon",763000,1090,N/A,N/A,no
"Kfarhbab, Kesrouane, Mount Lebanon",475000,250,3,3,no
"Aatchane, El Metn, Mount Lebanon",210000,240,4,2,partly
"Jal el Dib, El Metn, Mount Lebanon",320000,160,3,3,no
"Naqqache, El Metn, Mount Lebanon",385000,255,3,3,no
"Ain El Remmaneh (Baabda), Baabda, Mount Lebanon",104999,100,2,1,no
"Achrafieh, Beirut, Beirut",1200000,380,4,5,no
"Achrafieh, Beirut, Beirut",400000,194,3,4,yes
"Bentael, Jbeil, Mount Lebanon",119000,1030,N/A,N/A,no
"Jbeil, Jbeil, Mount Lebanon",1800000,279,3,4,no
"Bentael, Jbeil, Mount Lebanon",159000,1300,N/A,N/A,no
"Batroun, Batroun, North",140000,120,2,2,yes
"Kfar Aabida, Batroun, North",208000,160,3,3,no
"Achrafieh, Beirut, Beirut",900000,270,3,4,yes
"Dbayeh, El Metn, Mount Lebanon",350000,200,4,5,no
"Dbayeh, El Metn, Mount Lebanon",570000,270,3,4,no
"Dbayeh, El Metn, Mount Lebanon",500000,310,4,4,no
"Dbayeh, El Metn, Mount Lebanon",400000,200,3,3,no
"Naqqache, El Metn, Mount Lebanon",185000,125,2,3,no
"Mansourieh, El Metn, Mount Lebanon",220000,210,3,3,no
"Dekwaneh, El Metn, Mount Lebanon",165000,131,3,2,no
"Ouyoun Al Simen, Kesrouane, Mount Lebanon",170000,60,1,2,yes
"Mansourieh, El Metn, Mount Lebanon",3249999,5000,N/A,N/A,no
"Dekwaneh, El Metn, Mount Lebanon",150000,135,3,2,no
"Dekwaneh, El Metn, Mount Lebanon",145000,191,3,2,no
"Rabieh, El Metn, Mount Lebanon",515000,320,4,3,no
"Baabdat, El Metn, Mount Lebanon",1100000,355,4,7,no
"Ajaltoun, Kesrouane, Mount Lebanon",300000,330,3,4,yes
"Mar Chaaya, El Metn, Mount Lebanon",255000,182,3,4,no
"Fanar, El Metn, Mount Lebanon",280000,185,3,3,no
"Fanar, El Metn, Mount Lebanon",250000,174,3,3,no
"Dbayeh, El Metn, Mount Lebanon",800000,641,N/A,N/A,no
"Boutchay, Baabda, Mount Lebanon",300000,240,4,5,no
"Boutchay, Baabda, Mount Lebanon",190000,185,2,3,no
"Fanar, El Metn, Mount Lebanon",188000,119,3,2,no
"Broummana, El Metn, Mount Lebanon",150000,157,2,2,no
"Dekwaneh, El Metn, Mount Lebanon",145000,114,2,2,no
"Koura, Koura, North",93000,185,3,3,no
"Hboub, Jbeil, Mount Lebanon",110000,110,2,2,no
"Dik El Mehdi, El Metn, Mount Lebanon",290000,250,4,4,no
"Dik El Mehdi, El Metn, Mount Lebanon",230000,150,3,3,no
"Dik El Mehdi, El Metn, Mount Lebanon",240000,170,3,3,no
"Laqlouq, Jbeil, Mount Lebanon",670000,273,4,4,no
"Laqlouq, Jbeil, Mount Lebanon",100000,2340,N/A,N/A,no
"Ras Osta, Jbeil, Mount Lebanon",48000,115,1,2,no
"Laqlouq, Jbeil, Mount Lebanon",328000,150,3,3,no
"El Biyada, El Metn, Mount Lebanon",750000,300,3,4,no
"El Biyada, El Metn, Mount Lebanon",750000,350,3,4,no
"Jouret Al Ballout, El Metn, Mount Lebanon",209999,180,3,4,no
"Faraya, Kesrouane, Mount Lebanon",425000,276,4,5,yes
"Mansourieh, El Metn, Mount Lebanon",204999,240,4,3,yes
"New Rawda, El Metn, Mount Lebanon",64999,90,2,2,no
"New Rawda, El Metn, Mount Lebanon",124999,135,2,1,no
"Adma, Kesrouane, Mount Lebanon",450000,340,3,5,yes
"Baabdat, El Metn, Mount Lebanon",159999,100,2,2,no
"Dekwaneh, El Metn, Mount Lebanon",299999,130,2,3,no
"Rabweh, El Metn, Mount Lebanon",480000,250,3,5,no
"Jal el Dib, El Metn, Mount Lebanon",275000,150,3,3,yes
"Mar Moussa El Douar, El Metn, Mount Lebanon",190000,158,2,3,no
"Ouyoun Broummana, El Metn, Mount Lebanon",449999,260,4,5,yes
"Rabieh, El Metn, Mount Lebanon",1700000,590,4,5,no
"Jal el Dib, El Metn, Mount Lebanon",330000,160,3,4,no
"Ehmej, Jbeil, Mount Lebanon",350000,7000,N/A,N/A,no
"Ehmej, Jbeil, Mount Lebanon",26000,503,N/A,N/A,no
"Down Town, Beirut, Beirut",949999,160,2,3,yes
"Qornet El Hamra, El Metn, Mount Lebanon",165000,135,3,3,no
"Bekaatat Achkout, Kesrouane, Mount Lebanon",76999,750,N/A,N/A,no
"Baabda, Baabda, Mount Lebanon",560000,365,4,5,no
"Boutchay, Baabda, Mount Lebanon",330000,250,3,3,no
"Broummana, El Metn, Mount Lebanon",349999,200,3,4,no
"Abou Samra, Tripoli, North",100000,145,2,2,no
"Ain Aar, El Metn, Mount Lebanon",315000,250,3,3,partly
"Dam Wa Farz, Tripoli, North",190000,175,4,3,no
"Dam Wa Farz, Tripoli, North",160000,145,3,2,no
"Dam Wa Farz, Tripoli, North",160000,145,3,2,no
"Fanar, El Metn, Mount Lebanon",559999,320,4,5,no
"Ain Saadeh, El Metn, Mount Lebanon",199999,150,2,4,no
"Ain Saadeh, El Metn, Mount Lebanon",274999,181,3,4,no
"Ain Najm, El Metn, Mount Lebanon",349999,300,3,3,no
"Dam Wa Farz, Tripoli, North",190000,175,4,3,no
"Dam Wa Farz, Tripoli, North",160000,145,3,2,no
"Dam Wa Farz, Tripoli, North",190000,175,4,3,no
"Mazraat Yachouh, El Metn, Mount Lebanon",200000,170,4,4,no
"Wetwait, Beirut, Beirut",360000,175,3,4,no
"Louaizeh, Baabda, Mount Lebanon",460000,220,3,4,no
"Achrafieh, Beirut, Beirut",265000,106,2,2,yes
"Bsalim, El Metn, Mount Lebanon",399999,206,3,4,no
"Batroun, Batroun, North",175000,145,3,2,yes
"Kfar Aabida, Batroun, North",255000,195,3,3,yes
"Mazraat Yachouh, El Metn, Mount Lebanon",150000,130,3,3,no
"Antelias, El Metn, Mount Lebanon",250000,230,3,3,no
"Achrafieh, Beirut, Beirut",750000,210,3,3,partly
"Naqqache, El Metn, Mount Lebanon",195000,170,3,2,no
"Naqqache, El Metn, Mount Lebanon",275000,165,3,3,no
"Douar, El Metn, Mount Lebanon",100000,125,2,2,no
"Douar, El Metn, Mount Lebanon",120000,130,3,2,no
"Douar, El Metn, Mount Lebanon",110000,115,2,2,no
"Douar, El Metn, Mount Lebanon",120000,120,2,2,no
"Kfardebian, Kesrouane, Mount Lebanon",220000,105,1,2,yes
"Faraya, Kesrouane, Mount Lebanon",95000,55,0,1,yes
"Al Mina, Tripoli, North",95000,137,3,2,no
"Achrafieh, Beirut, Beirut",400000,200,3,3,no
"Faraya, Kesrouane, Mount Lebanon",225000,110,2,2,yes
"Baabdat, El Metn, Mount Lebanon",630000,9994,N/A,N/A,no
"Smar Jbail, Batroun, North",380000,1262,N/A,N/A,no
"Zalka, El Metn, Mount Lebanon",260000,250,4,4,no
"Dbayeh, El Metn, Mount Lebanon",1250000,352,3,4,yes
"Jal el Dib, El Metn, Mount Lebanon",295000,160,3,3,no
"Jouret Al Ballout, El Metn, Mount Lebanon",174999,150,3,3,no
"Aabeidat, Jbeil, Mount Lebanon",140000,1850,N/A,N/A,no
"Yarzeh, Baabda, Mount Lebanon",500000,150,2,3,yes
"Rechdibbine, Koura, North",100000,1400,N/A,N/A,no
"Kaftoun, Koura, North",550000,6746,N/A,N/A,no
"Batroun, Batroun, North",72000,1200,N/A,N/A,no
"Bharsaf, El Metn, Mount Lebanon",650000,690,6,6,no
"Dik El Mehdi, El Metn, Mount Lebanon",260000,215,3,3,no
"Monteverde, El Metn, Mount Lebanon",749999,320,4,6,no
"Achrafieh, Beirut, Beirut",750000,360,5,5,no
"Monteverde, El Metn, Mount Lebanon",749999,300,3,4,no
"Sin El Fil, El Metn, Mount Lebanon",550000,225,3,5,yes
"Bikfaiya, El Metn, Mount Lebanon",3000000,1100,8,8,yes
"Saydeh, Beirut, Beirut",900000,302,3,4,no
"Adma, Kesrouane, Mount Lebanon",285000,224,3,3,no
"Adma, Kesrouane, Mount Lebanon",180000,136,2,3,no
"Ain Najm, El Metn, Mount Lebanon",449999,375,4,4,no
"Mansourieh, El Metn, Mount Lebanon",124999,150,3,2,no
"Dbayeh, El Metn, Mount Lebanon",600000,240,3,4,no
"Achrafieh, Beirut, Beirut",409999,220,2,2,no
"Antelias, El Metn, Mount Lebanon",155000,133,2,2,no
"Antelias, El Metn, Mount Lebanon",155000,133,2,2,no
"Rabieh, El Metn, Mount Lebanon",700000,400,3,3,no
"El Biyada, El Metn, Mount Lebanon",399000,230,3,4,no
"Aaoukar, El Metn, Mount Lebanon",221999,175,4,4,no
"Mar Chaaya, El Metn, Mount Lebanon",220000,160,3,3,no
"Mazraat Yachouh, El Metn, Mount Lebanon",280000,550,3,2,no
"El Biyada, El Metn, Mount Lebanon",357000,210,3,3,no
"Mar Chaaya, El Metn, Mount Lebanon",160000,100,3,3,no
"Dik El Mehdi, El Metn, Mount Lebanon",200000,200,2,3,no
"Hazmieh, Baabda, Mount Lebanon",399999,180,3,3,no
"Hazmieh, Baabda, Mount Lebanon",329999,150,3,3,no
"Hazmieh, Baabda, Mount Lebanon",574999,287,4,3,no
"Hazmieh, Baabda, Mount Lebanon",509999,255,4,3,no
"Hazmieh, Baabda, Mount Lebanon",379999,187,3,3,no
"Hazmieh, Baabda, Mount Lebanon",314999,155,3,3,no
"Hazmieh, Baabda, Mount Lebanon",373999,187,3,3,no
"Hazmieh, Baabda, Mount Lebanon",309999,155,3,3,no
"Hazmieh, Baabda, Mount Lebanon",373999,165,3,3,no
"Hazmieh, Baabda, Mount Lebanon",319999,146,3,3,no
"Achrafieh, Beirut, Beirut",250000,75,1,2,no
"Achrafieh, Beirut, Beirut",700000,170,2,3,no
"Achrafieh, Beirut, Beirut",650000,235,3,3,no
"Achrafieh, Beirut, Beirut",750000,265,4,3,no
"Achrafieh, Beirut, Beirut",2200000,550,4,4,no
"El Biyada, El Metn, Mount Lebanon",499000,340,3,3,no
"Mar Chaaya, El Metn, Mount Lebanon",250000,160,3,3,no
"Mar Chaaya, El Metn, Mount Lebanon",240000,160,3,3,no
"Mar Chaaya, El Metn, Mount Lebanon",220000,160,3,3,no
"Dam Wa Farz, Tripoli, North",229000,188,4,4,no
"Tripoli, Tripoli, North",85000,80,2,2,no
"Tripoli, Tripoli, North",165000,230,3,2,no
"Dam Wa Farz, Tripoli, North",125000,162,2,3,no
"Btouratij, Koura, North",108000,142,3,2,no
"Btouratij, Koura, North",115000,151,3,2,no
"Btouratij, Koura, North",115000,151,3,2,no
"Btouratij, Koura, North",100000,131,3,2,no
"Btouratij, Koura, North",100000,131,3,2,no
"Dam Wa Farz, Tripoli, North",590000,290,3,3,no
"Btouratij, Koura, North",92000,121,3,2,no
"Dam Wa Farz, Tripoli, North",180000,375,3,3,no
"Dam Wa Farz, Tripoli, North",360000,190,3,3,no
"Dam Wa Farz, Tripoli, North",360000,190,3,3,no
"Dam Wa Farz, Tripoli, North",400000,210,3,3,no
"Dam Wa Farz, Tripoli, North",760000,371,3,3,no
"Abou Samra, Tripoli, North",75000,125,2,2,yes
"Azmi, Tripoli, North",125000,220,3,2,no
"Al Mina, Tripoli, North",120000,120,3,3,yes
"Dbayeh, El Metn, Mount Lebanon",2500000,428,4,6,no
"Baabda, Baabda, Mount Lebanon",565000,350,3,4,no
"Boutchay, Baabda, Mount Lebanon",170000,160,3,3,no
"Achrafieh, Beirut, Beirut",145000,120,2,2,no
"Faqra, Kesrouane, Mount Lebanon",700000,197,3,4,yes
"El Biyada, El Metn, Mount Lebanon",650000,255,3,3,yes
"Faraya, Kesrouane, Mount Lebanon",950000,310,4,5,yes
"Achrafieh, Beirut, Beirut",450000,175,3,3,no
"Saifi, Beirut, Beirut",748000,178,2,3,no
"Mar Mikhael, Beirut, Beirut",600000,172,2,3,no
"Gemayzeh, Beirut, Beirut",850000,265,3,4,no
"Achrafieh, Beirut, Beirut",1150000,300,3,5,no
"Achrafieh, Beirut, Beirut",1000000,310,4,5,no
"Mazraat Yachouh, El Metn, Mount Lebanon",450000,285,3,4,no
"Mazraat Yachouh, El Metn, Mount Lebanon",260000,200,3,4,no
"Mazraat Yachouh, El Metn, Mount Lebanon",260000,200,3,4,no
"Achrafieh, Beirut, Beirut",200000,110,2,2,yes
"Basbina, Batroun, North",200000,156,3,3,yes
"Mar Mikhael, Beirut, Beirut",350000,170,3,2,yes
"Bsalim, El Metn, Mount Lebanon",520000,490,4,5,no
"Bsalim, El Metn, Mount Lebanon",180000,180,3,3,no
"Bsalim, El Metn, Mount Lebanon",360000,280,3,3,no
"Bsalim, El Metn, Mount Lebanon",295000,160,3,3,no
"Zouk Mikael, Kesrouane, Mount Lebanon",160000,180,3,3,no
"Achrafieh, Beirut, Beirut",2000000,500,4,5,no
"Achrafieh, Beirut, Beirut",390000,240,3,3,yes
"Achrafieh, Beirut, Beirut",420000,250,3,3,yes
"Faraya, Kesrouane, Mount Lebanon",300000,700,N/A,N/A,no
"Zahle, Zahle, Bekaa",430000,777,N/A,N/A,no
"Achrafieh, Beirut, Beirut",210000,145,3,2,yes
"Blat, Jbeil, Mount Lebanon",125000,115,3,3,no
"El Biyada, El Metn, Mount Lebanon",2150000,1165,4,6,no
"Faqra, Kesrouane, Mount Lebanon",1200000,7000,N/A,N/A,no
"Baabdat, El Metn, Mount Lebanon",250000,177,3,3,no
"Baabdat, El Metn, Mount Lebanon",300000,225,3,3,no
"Zouk Mikael, Kesrouane, Mount Lebanon",125000,100,2,2,no
"Naqqache, El Metn, Mount Lebanon",1200000,690,4,3,no
"Naqqache, El Metn, Mount Lebanon",850000,445,4,3,no
"Kornet Chehwan, El Metn, Mount Lebanon",460000,340,3,4,no
"Elissar, El Metn, Mount Lebanon",270000,160,3,3,no
"Masqa, El Metn, Mount Lebanon",160000,119,2,2,no
"Masqa, El Metn, Mount Lebanon",206000,151,2,2,no
"Masqa, El Metn, Mount Lebanon",140000,105,1,1,no
"Jouret Al Ballout, El Metn, Mount Lebanon",180000,180,2,2,no
"Jouret Al Ballout, El Metn, Mount Lebanon",168000,168,3,3,no
"Jouret Al Ballout, El Metn, Mount Lebanon",190000,190,3,3,no
"Mechmech, Jbeil, Mount Lebanon",235000,500,3,5,no
"Dbayeh, El Metn, Mount Lebanon",1500000,260,3,5,yes
"Bsalim, El Metn, Mount Lebanon",420000,280,3,4,yes
"Dbayeh, El Metn, Mount Lebanon",1250000,380,3,4,yes
"Dam Wa Farz, Tripoli, North",149000,138,3,2,no
"Achrafieh, Beirut, Beirut",300000,123,2,2,no
"Achrafieh, Beirut, Beirut",234999,97,1,2,no
"Achrafieh, Beirut, Beirut",220000,60,0,1,no
"Achrafieh, Beirut, Beirut",240000,120,2,2,no
"Achrafieh, Beirut, Beirut",320000,140,2,3,yes
"Achrafieh, Beirut, Beirut",450000,190,3,2,yes
"Zouk Mikael, Kesrouane, Mount Lebanon",150000,178,2,2,no
"Bliss, Beirut, Beirut",2200000,396,3,4,yes
"Ouyoun Al Simen, Kesrouane, Mount Lebanon",249999,120,3,3,yes
"Sabtiyeh, El Metn, Mount Lebanon",2199999,602,N/A,N/A,no
"Ain Saadeh, El Metn, Mount Lebanon",254999,170,3,4,no
"Ain Saadeh, El Metn, Mount Lebanon",419999,195,3,4,no
"Abou Samra, Tripoli, North",85000,120,2,2,no
"Tripoli, Tripoli, North",115000,125,3,3,no
"Dam Wa Farz, Tripoli, North",580000,290,3,3,no
"Ain Saadeh, El Metn, Mount Lebanon",279999,167,3,4,no
"Adonis, Kesrouane, Mount Lebanon",330000,380,3,3,yes
"Bharsaf, El Metn, Mount Lebanon",850000,667,4,4,no
"Faqra, Kesrouane, Mount Lebanon",650000,230,4,5,yes
"Douar, El Metn, Mount Lebanon",110000,120,2,2,no
"Ouyoun Broummana, El Metn, Mount Lebanon",349999,220,3,4,no
"Mansourieh, El Metn, Mount Lebanon",349999,220,3,3,no
"Achrafieh, Beirut, Beirut",359000,88,2,2,yes
"Mezher, El Metn, Mount Lebanon",634999,430,4,5,no
"Mtayleb, El Metn, Mount Lebanon",700000,250,3,4,yes
"Rabieh, El Metn, Mount Lebanon",1550000,550,4,6,no
"Achrafieh, Beirut, Beirut",249000,65,1,1,no
"Dahr El Souane, El Metn, Mount Lebanon",260000,180,3,3,no
"Rabieh, El Metn, Mount Lebanon",850000,550,5,5,no
"El Biyada, El Metn, Mount Lebanon",750000,345,4,6,no
"Baabdat, El Metn, Mount Lebanon",622000,311,3,3,no
"Baabdat, El Metn, Mount Lebanon",622000,311,3,3,no
"Dbayeh, El Metn, Mount Lebanon",570000,175,3,4,yes
"sursock, Beirut, Beirut",1000000,310,4,4,no
"Rabweh, El Metn, Mount Lebanon",360000,311,3,3,no
"Rabweh, El Metn, Mount Lebanon",330000,305,3,3,no
"Rabweh, El Metn, Mount Lebanon",260000,216,3,3,no
"Hbous, El Metn, Mount Lebanon",425000,279,3,3,no
"Achrafieh, Beirut, Beirut",450000,242,4,3,no
"Achrafieh, Beirut, Beirut",980000,354,3,6,no
"Sehayleh, Kesrouane, Mount Lebanon",134999,180,3,3,no
"Dbayeh, El Metn, Mount Lebanon",1890000,620,5,5,yes
"Jal el Dib, El Metn, Mount Lebanon",175000,135,3,2,no
"Louaizeh, Baabda, Mount Lebanon",420000,220,3,4,no
"Achrafieh, Beirut, Beirut",620000,220,3,4,no
"Saifi, Beirut, Beirut",1350000,310,3,6,no
"Achrafieh, Beirut, Beirut",900000,390,4,5,yes
"Dbayeh, El Metn, Mount Lebanon",480000,270,3,5,no
"Dbayeh, El Metn, Mount Lebanon",260000,160,2,3,yes
"Dbayeh, El Metn, Mount Lebanon",420000,270,3,4,no
"Bsalim, El Metn, Mount Lebanon",450000,370,4,4,partly
"Dbayeh, El Metn, Mount Lebanon",420000,200,3,5,yes
"Dam Wa Farz, Tripoli, North",200000,156,4,3,no
"Azmi, Tripoli, North",75000,85,1,1,no
"Achrafieh, Beirut, Beirut",300000,127,2,2,no
"Rabieh, El Metn, Mount Lebanon",650000,450,3,3,yes
"Halat, Jbeil, Mount Lebanon",370000,125,2,2,yes
"El Biyada, El Metn, Mount Lebanon",365000,225,3,3,yes
"Mtayleb, El Metn, Mount Lebanon",700000,300,4,5,no
"El Biyada, El Metn, Mount Lebanon",420000,240,3,3,no
"Achrafieh, Beirut, Beirut",1590000,507,4,7,no
"Douar, El Metn, Mount Lebanon",110000,165,2,3,no
"Douar, El Metn, Mount Lebanon",122000,120,2,3,no
"Douar, El Metn, Mount Lebanon",220000,270,3,4,no
"Bharsaf, El Metn, Mount Lebanon",220000,163,2,2,no
"Bharsaf, El Metn, Mount Lebanon",300000,310,3,3,no
